timestep	day	time	daytime	847	808	830	792	845	811	828	793	846	810	827	791	853	785	829	795	857	812	826	794	852	786	805	788	854	809	804	789	855	835	801	820
1	day_1	11:35	day	0.5450667523067229	0.40357652261820304	0.3641569676929729	0.40896191980608115	0.3865054475004293	0.5761787749547368	0.4151392783892431	0.5259386455147224	0.49882839608565566	0.4833461130529673	0.3488845267895461	0.3841395905094013	0.498563671551999	0.35163564532782243	0.43840312139450666	0.44685124658330655	0.44529411966931676	0.44818418483724826	0.47552880028615485	0.4971852736643107	0.6094146447258527	0.417730803382941	0.4856606554759338	0.6324361414506351	0.5578899202090608	0.49378762697813144	0.3040442309676722	0.5707861570599455	0.4461637504314288	0.5264875036783344	0.31691350934921403	0.41786917726377004
2	day_1	11:40	day	0.5316388466998373	0.41659265774484194	0.37124592826258823	0.4606580229561928	0.4082190635354826	0.5106435241840769	0.38757439600455523	0.531844851738568	0.47841795865447084	0.446	0.35843878915635846	0.3894354463960909	0.5174472988671993	0.34271011952592895	0.45857206762637354	0.446	0.4721974823138775	0.41363683696744963	0.4055341013409642	0.4879353437851198	0.48744235128462915	0.4018242975103997	0.44856417844464563	0.5580801928697346	0.5442801535197306	0.4851041977855948	0.30783653851990356	0.5648612570377228	0.48947396023397577	0.49147119568424497	0.41251761055149216	0.372
3	day_1	11:45	day	0.4940847097232509	0.42746601093922143	0.35935755787332274	0.47405022925641616	0.5502707150229197	0.44415935197191314	0.3680585718092111	0.4874774325800803	0.5280597083792101	0.42081317515799066	0.4076640030838821	0.3636479279433448	0.5127600331775991	0.3512473566249822	0.41807321732521224	0.4166595831706336	0.4683445421485359	0.39130523918143173	0.3841175111747011	0.46731037884552434	0.5124745290390416	0.38602412045263357	0.43740310424007245	0.5312429260249053	0.5352801535197306	0.45727026068053234	0.3352769232636915	0.5656013497542547	0.47973868632258976	0.4802557175086359	0.4754213108439382	0.37
4	day_1	11:50	day	0.5132984542228999	0.4049618579242301	0.3472738356652718	0.4721385387067512	0.5425539738181151	0.4339938837035756	0.3529430456318683	0.5226325808415124	0.5269627014882886	0.4062910397908647	0.36733234896578254	0.35478751845274603	0.5015564500991976	0.39651330306839055	0.418886239312394	0.4328297915853168	0.42836985652329945	0.4096368369674496	0.3714375573753027	0.5184273500128811	0.5212837352458017	0.4064109316497851	0.4714918206711795	0.5629209003153554	0.5658576911418947	0.46986866970026075	0.3186038462238843	0.5531657380473712	0.571264726088614	0.5175950014713337	0.4332267053732281	0.42599107706671097
5	day_1	11:55	day	0.5436755947480689	0.38954620963908937	0.3489720925973164	0.48083464185686287	0.5638857589309964	0.4314269773572431	0.320727849310295	0.5075916778513273	0.46990299310907846	0.4221042149488554	0.33488800102796074	0.3614354463960909	0.4318509925375977	0.3199867543938105	0.43192569247338103	0.443745607672483	0.47223110875948515	0.399	0.354933870337956	0.45593309991922826	0.47993967599433085	0.35954796416914414	0.442919044169074	0.5068124115452418	0.5399460761536505	0.47604631012693105	0.3666038462238843	0.5560246409740922	0.5158758244772644	0.5051752388425822	0.4235196166070943	0.41712189980294095
6	day_1	12:00	day	0.4919604485450715	0.37890562344765727	0.3503296504706391	0.5586935818387204	0.4986572767929893	0.44312158009981617	0.3392294349136062	0.48828561317811736	0.45968672326209603	0.4379724633689487	0.3241092195813076	0.37255836203760495	0.4297600331775991	0.4000771463042248	0.46896514563436803	0.37693972520384333	0.4556974995030698	0.3523368044279641	0.3679129031289163	0.48112173938237635	0.4784651469552893	0.36866452755211393	0.4307011333913968	0.5022723151103744	0.5238899202090609	0.45478762697813147	0.35053461540796144	0.5066383112153928	0.49119445080567475	0.504187976459053	0.3781803388473688	0.3704212042319515
7	day_1	12:05	day	0.47011346415897914	0.38211246895314566	0.35288837038926546	0.4526892839174006	0.532	0.4094586329329156	0.3315332339939996	0.4901509164117778	0.5000299310907848	0.432	0.3386645242196443	0.34985421792429455	0.4899927785471986	0.3509042638773491	0.47820307379656096	0.4622766653650692	0.4280672528912153	0.362	0.32679746497409945	0.5001223003488492	0.5218047350111241	0.37584249834425165	0.4502015521200362	0.4974406752365166	0.4999266134727072	0.41219301799892993	0.3370442309676722	0.5263191556076965	0.44467159444656235	0.4582282157920798	0.3935338832304357	0.36463626781457176
8	day_1	12:10	day	0.4946068722498244	0.3847149130688078	0.3729720925973164	0.46175759316406084	0.529	0.41580287615598993	0.3533955730458358	0.512027499688044	0.521141826625919	0.44254374042282746	0.3128874798921985	0.3540666994715485	0.42741091512319984	0.3357606596933727	0.4993624590372488	0.454106456950386	0.46528994644470234	0.35678945655816546	0.31644700446988044	0.5125603087247153	0.5445209997653225	0.4907451869922564	0.4554746245562597	0.5099062057726209	0.5145430764567579	0.41909262025386207	0.34930192311194214	0.46305163605918614	0.4602385718204438	0.4462536910250213	0.35453388323043566	0.3770198130899726
9	day_1	12:15	day	0.46269396877218466	0.39341369101097673	0.34507848384648643	0.4866252725920602	0.488	0.4076762538532998	0.3509889326145895	0.582827924339951	0.4756343823038126	0.4479173901068461	0.325110261852832	0.3618041933206332	0.47385821399039907	0.36256918744807093	0.47441800798197853	0.43227666536506915	0.4035547847849492	0.33575789131163314	0.3457481564813266	0.4856851334226925	0.578	0.48276565612864564	0.4299991625427212	0.4947525401892133	0.5281917685079747	0.38823535067518217	0.3161384616318457	0.5331601663315987	0.45313236304430704	0.4424982148111906	0.3772552386199108	0.411982154133422
