20200508_SD_Ucpdd_K1;TX001;TX002;TX003;;;
;TSE LabMaster V6.3.3 (2017-3514);;;;;
Box;Animal No.; Weight [g];Genotype;Sex;Measurement;
546;30401338;26.2;Adipoq WT;male;Individual;
552;30296991;21.0;Adipoq WT;female;Individual;
551;30398600;22.8;Adipoq WT;female;Individual;
549;30262145;31.0;Adipoq WT;male;Individual;
550;30400692;20.9;Adipoq WT;female;Individual;
547;30302237;20.7;Adipoq WT;female;Individual;
548;30334547;29.7;Adipoq WT;male;Individual;
5;39;31.16;Adipoq KO;male;Individual;
2;24;29.88;Adipoq KO;male;Individual;
13;43;30.44;Adipoq KO;male;Individual;
0;38;33.51;Adipoq KO;male;Individual;
7;23;32.65;Adipoq KO;male;Individual;
1;42;30.04;Adipoq KO;male;Individual;
3;37;32.77;Adipoq KO;male;Individual;
;;;;;;
Date;Time;Animal No.;Box;VO2(3);VCO2(3);WeightBody
;;;;[ml/h];[ml/h];[g]
03/10/2015;23:57;24;male;85,80688;84,67744;29,88
03/10/2015;13:57;39;male;84,30068;80,67528;31,16
02/10/2015;22:03;38;male;75,60167;65,626526;33,51
02/10/2015;22:37;38;male;75,611946;69,19669;33,51
02/10/2015;22:01;37;male;74,61181;63,43425;32,77
03/10/2015;19:07;43;male;90,22553;82,19317;30,44
03/10/2015;03:15;43;male;92,29046;87,542854;30,44
03/10/2015;20:45;39;male;87,89884;85,36499;31,16
04/10/2015;08:27;24;male;130,91138;121,060486;29,88
04/10/2015;10:09;24;male;85,12757;77,7191;29,88
03/10/2015;15:27;24;male;73,19874;63,58575;29,88
03/10/2015;21:53;39;male;75,58506;73,93961;31,16
03/10/2015;23:21;23;male;64,13409;60,55677;32,65
03/10/2015;07:43;39;male;95,80653;93,75448;31,16
04/10/2015;14:05;23;male;59,669765;56,99741;32,65
04/10/2015;07:27;37;male;131,78186;127,297485;32,77
03/10/2015;20:07;37;male;68,290474;58,158337;32,77
03/10/2015;02:57;23;male;111,68057;103,10242;32,65
02/10/2015;21:53;24;male;65,51816;58,041523;29,88
03/10/2015;21:39;23;male;67,15503;64,580986;32,65
03/10/2015;01:25;37;male;106,153824;96,02394;32,77
03/10/2015;17:21;39;male;92,767746;88,978;31,16
03/10/2015;07:39;37;male;82,049965;76,43215;32,77
04/10/2015;07:35;43;male;84,968666;80,63861;30,44
03/10/2015;09:29;43;male;101,49003;94,81859;30,44
03/10/2015;06:31;37;male;74,02091;69,89929;32,77
04/10/2015;12:07;43;male;137,36609;122,69979;30,44
03/10/2015;22:13;23;male;61,698338;55,82435;32,65
03/10/2015;10:19;23;male;106,73811;104,74752;32,65
04/10/2015;03:33;39;male;142,53485;135,26665;31,16
02/10/2015;22:35;37;male;64,479294;54,562088;32,77
02/10/2015;22:25;23;male;76,52754;64,183334;32,65
02/10/2015;23:01;24;male;74,566055;66,73838;29,88
04/10/2015;06:53;37;male;90,09012;85,631516;32,77
04/10/2015;00:45;42;male;105,623764;105,52189;30,04
03/10/2015;17:59;43;male;123,74514;107,35536;30,44
03/10/2015;04:23;43;male;114,5239;112,09369;30,44
03/10/2015;12:47;38;male;101,25403;101,298584;33,51
02/10/2015;22:39;39;male;76,63538;70,53088;31,16
04/10/2015;00:41;38;male;71,73996;62,745598;33,51
03/10/2015;10:33;39;male;127,76344;128,53326;31,16
02/10/2015;22:07;42;male;92,0146;83,74744;30,04
03/10/2015;15:37;38;male;77,763115;72,454384;33,51
04/10/2015;06:25;42;male;116,632744;120,31751;30,04
02/10/2015;21:19;24;male;62,54923;54,16727;29,88
04/10/2015;00:39;37;male;75,995445;69,058464;32,77
02/10/2015;21:31;39;male;84,66065;79,27474;31,16
03/10/2015;15:01;37;male;71,718765;62,73066;32,77
04/10/2015;11:49;23;male;112,89484;110,668015;32,65
03/10/2015;20:33;24;male;70,07304;61,663357;29,88
03/10/2015;17:43;24;male;63,27603;54,204205;29,88
04/10/2015;11:31;42;male;145,10269;140,05576;30,04
04/10/2015;14:55;42;male;85,26068;87,91884;30,04
03/10/2015;20:43;38;male;92,11895;86,84596;33,51
04/10/2015;04:09;42;male;112,35768;113,78578;30,04
03/10/2015;02:35;38;male;79,409996;66,985664;33,51
04/10/2015;02:45;23;male;82,387985;78,65589;32,65
03/10/2015;00:55;39;male;114,84945;108,13864;31,16
03/10/2015;20:13;42;male;87,150246;83,05261;30,04
03/10/2015;10:31;38;male;71,928505;69,768135;33,51
03/10/2015;18:33;43;male;87,61352;75,48091;30,44
03/10/2015;22:15;24;male;66,439224;55,85008;29,88
04/10/2015;15:29;42;male;108,71591;104,0294;30,04
03/10/2015;03:49;43;male;135,47758;130,86226;30,44
04/10/2015;06:59;42;male;92,94958;94,16862;30,04
04/10/2015;07:19;24;male;85,83009;68,467804;29,88
04/10/2015;02:25;39;male;98,53661;92,94864;31,16
03/10/2015;13:43;23;male;58,198387;52,97827;32,65
04/10/2015;09:33;23;male;86,47263;85,76852;32,65
04/10/2015;05:17;42;male;128,13512;131,1613;30,04
04/10/2015;07:29;38;male;89,69321;85,35929;33,51
04/10/2015;13:15;43;male;103,77812;98,10873;30,44
03/10/2015;23:05;43;male;85,06921;73,54221;30,44
04/10/2015;03:55;24;male;115,44115;115,027245;29,88
03/10/2015;05:15;24;male;73,202;69,5478;29,88
03/10/2015;00:09;24;male;66,54123;58,64272;29,88
03/10/2015;04:17;38;male;72,71704;69,23582;33,51
03/10/2015;08:05;24;male;92,97105;84,68648;29,88
03/10/2015;18:59;37;male;90,908455;84,90589;32,77
04/10/2015;07:01;43;male;89,98498;84,40045;30,44
04/10/2015;06:57;39;male;103,39381;96,74399;31,16
04/10/2015;06:21;38;male;116,24054;119,26494;33,51
03/10/2015;01:17;24;male;67,47463;59,37835;29,88
04/10/2015;02:27;42;male;98,517426;96,840096;30,04
02/10/2015;23:45;38;male;79,56426;72,18776;33,51
03/10/2015;12:13;38;male;109,159386;108,159966;33,51
03/10/2015;07:45;42;male;82,83054;83,2167;30,04
04/10/2015;06:23;39;male;124,413605;114,01658;31,16
03/10/2015;15:43;43;male;87,03078;85,9276;30,44
03/10/2015;12:35;23;male;72,94681;63,76294;32,65
03/10/2015;04:53;39;male;132,25899;125,437195;31,16
03/10/2015;08:55;43;male;99,82329;90,70898;30,44
04/10/2015;14:57;43;male;84,966385;67,00101;30,44
04/10/2015;05:51;42;male;87,150276;89,96425;30,04
04/10/2015;14:53;39;male;79,13328;76,043945;31,16
02/10/2015;22:05;39;male;71,87875;67,01797;31,16
03/10/2015;04:19;39;male;133,30304;132,52043;31,16
03/10/2015;11:37;37;male;105,16839;99,545425;32,77
04/10/2015;02:59;39;male;138,74332;128,91328;31,16
04/10/2015;08:03;38;male;93,161705;89,163956;33,51
03/10/2015;18:15;23;male;65,2309;56,38317;32,65
03/10/2015;04:55;42;male;119,057045;115,05265;30,04
04/10/2015;01:53;42;male;114,955986;116,41425;30,04
03/10/2015;06:57;24;male;74,43033;71,69669;29,88
04/10/2015;12:35;38;male;111,20902;108,6125;33,51
03/10/2015;15:59;23;male;58,48345;55,890785;32,65
04/10/2015;08:01;37;male;92,231415;87,187164;32,77
04/10/2015;14:19;39;male;77,23784;70,12846;31,16
03/10/2015;07:47;43;male;108,78615;107,98101;30,44
04/10/2015;05:15;39;male;145,02518;136,06668;31,16
03/10/2015;08:37;23;male;64,91262;57,93469;32,65
04/10/2015;16:03;42;male;83,96957;73,86634;30,04
02/10/2015;20:11;24;male;72,15574;62,822456;29,88
04/10/2015;11:17;24;male;102,51225;99,06756;29,88
04/10/2015;10:21;39;male;90,94901;90,84925;31,16
04/10/2015;08:39;39;male;114,34146;110,612526;31,16
03/10/2015;04:05;23;male;101,53365;97,45437;32,65
04/10/2015;07:17;23;male;65,687294;65,1072;32,65
04/10/2015;08:43;43;male;96,47723;86,8028;30,44
03/10/2015;09:59;39;male;85,68283;86,789055;31,16
03/10/2015;16:51;43;male;76,465775;70,084305;30,44
03/10/2015;13:59;42;male;85,872536;87,659515;30,04
03/10/2015;17:23;42;male;92,27843;88,49243;30,04
03/10/2015;09:13;24;male;87,26448;83,78394;29,88
04/10/2015;13:11;39;male;117,334564;114,64005;31,16
02/10/2015;21:29;38;male;72,686134;64,015335;33,51
03/10/2015;15:25;23;male;55,285458;54,657837;32,65
02/10/2015;23:17;43;male;84,23024;76,810196;30,44
02/10/2015;23:43;37;male;68,73886;60,145737;32,77
03/10/2015;23:23;24;male;80,66507;66,16876;29,88
02/10/2015;20:45;24;male;72,11748;65,71222;29,88
03/10/2015;00:41;23;male;83,397514;73,2986;32,65
03/10/2015;21:19;39;male;76,74993;72,81552;31,16
03/10/2015;14:33;42;male;92,58388;94,41505;30,04
03/10/2015;06:21;23;male;79,798485;71,87842;32,65
04/10/2015;12:37;39;male;130,2867;128,87361;31,16
03/10/2015;00:25;43;male;89,59962;81,38815;30,44
04/10/2015;10:19;38;male;76,34635;70,93948;33,51
03/10/2015;22:31;43;male;82,04643;73,49704;30,44
03/10/2015;11:43;42;male;104,31464;112,85319;30,04
04/10/2015;01:39;24;male;95,62178;92,078674;29,88
03/10/2015;07:13;43;male;139,45035;138,80495;30,44
03/10/2015;02:33;37;male;116,109955;93,99253;32,77
03/10/2015;08:47;37;male;116,818596;112,45766;32,77
02/10/2015;22:43;43;male;79,45021;70,85081;30,44
02/10/2015;20:25;42;male;92,89344;83,65276;30,04
04/10/2015;14:41;24;male;87,94817;78,26641;29,88
03/10/2015;00:23;42;male;99,45796;95,73439;30,04
04/10/2015;00:11;42;male;82,979355;83,11065;30,04
04/10/2015;05:49;39;male;154,0263;139,57788;31,16
02/10/2015;21:01;43;male;84,9542;77,54118;30,44
03/10/2015;00:57;42;male;80,25776;69,74893;30,04
04/10/2015;14:51;38;male;81,6877;71,066826;33,51
03/10/2015;10:21;24;male;98,534996;90,62177;29,88
03/10/2015;16:09;37;male;86,3713;78,46124;32,77
04/10/2015;01:21;43;male;91,77168;81,74329;30,44
02/10/2015;21:33;42;male;81,970436;78,98451;30,04
03/10/2015;19:41;43;male;87,900276;82,50214;30,44
03/10/2015;16:45;38;male;86,18689;81,57406;33,51
03/10/2015;19:05;42;male;89,03842;91,74921;30,04
04/10/2015;12:23;23;male;68,02591;66,498184;32,65
03/10/2015;05:25;38;male;91,62676;88,81789;33,51
04/10/2015;04:39;38;male;100,2428;102,88044;33,51
03/10/2015;23:33;38;male;89,22859;83,533325;33,51
03/10/2015;06:03;42;male;131,15437;133,01942;30,04
03/10/2015;16:11;38;male;91,43783;85,132614;33,51
03/10/2015;06:35;39;male;125,08094;121,98006;31,16
03/10/2015;19:01;38;male;73,5732;67,747246;33,51
03/10/2015;21:57;43;male;80,9063;76,616684;30,44
03/10/2015;00:59;43;male;102,30525;94,49216;30,44
03/10/2015;14:29;38;male;76,99914;71,69341;33,51
03/10/2015;01:15;23;male;70,44364;57,4408;32,65
04/10/2015;15:23;37;male;79,29531;69,238235;32,77
03/10/2015;23:37;42;male;111,11475;107,51006;30,04
04/10/2015;10:41;23;male;71,44362;69,5391;32,65
02/10/2015;20:55;38;male;81,74808;72,36891;33,51
03/10/2015;19:03;39;male;83,34356;79,045135;31,16
04/10/2015;13:41;37;male;87,36953;80,85633;32,77
03/10/2015;06:39;43;male;96,74573;97,25093;30,44
03/10/2015;20:15;43;male;82,64104;69,96383;30,44
02/10/2015;21:35;43;male;78,644356;73,88832;30,44
14/03/2017;02:15;30401338;male;89,0;84,0;26,2
30/06/2014;18:00;30302237;female;101,0;100,0;20,7
02/06/2015;04:00;30334547;male;86,0;82,0;29,7
26/06/2013;19:30;30262145;male;75,0;75,0;31,0
02/03/2017;08:45;30400692;female;86,0;68,0;20,9
08/02/2017;01:30;30398600;female;72,0;66,0;22,8
14/05/2014;12:30;30296991;female;85,0;67,0;21,0
13/03/2017;22:15;30401338;male;110,0;109,0;26,2
27/06/2013;06:45;30262145;male;61,0;47,0;31,0
01/07/2014;04:45;30302237;female;89,0;75,0;20,7
26/06/2013;13:15;30262145;male;81,0;74,0;31,0
02/03/2017;01:00;30400692;female;97,0;82,0;20,9
15/05/2014;04:00;30296991;female;57,0;53,0;21,0
08/02/2017;05:45;30398600;female;81,0;82,0;22,8
13/03/2017;13:15;30401338;male;106,0;90,0;26,2
14/05/2014;19:30;30296991;female;103,0;87,0;21,0
01/06/2015;14:15;30334547;male;82,0;65,0;29,7
07/02/2017;17:00;30398600;female;74,0;62,0;22,8
27/06/2013;03:00;30262145;male;89,0;72,0;31,0
26/06/2013;14:30;30262145;male;76,0;70,0;31,0
01/06/2015;18:00;30334547;male;90,0;72,0;29,7
08/02/2017;02:45;30398600;female;87,0;88,0;22,8
08/02/2017;05:15;30398600;female;91,0;92,0;22,8
02/03/2017;07:45;30400692;female;69,0;55,0;20,9
26/06/2013;15:45;30262145;male;71,0;55,0;31,0
13/03/2017;16:30;30401338;male;87,0;76,0;26,2
15/05/2014;03:00;30296991;female;66,0;65,0;21,0
14/03/2017;05:30;30401338;male;90,0;78,0;26,2
27/06/2013;07:30;30262145;male;63,0;47,0;31,0
15/05/2014;04:45;30296991;female;87,0;83,0;21,0
08/02/2017;02:15;30398600;female;78,0;74,0;22,8
30/06/2014;18:45;30302237;female;105,0;103,0;20,7
14/05/2014;23:45;30296991;female;86,0;79,0;21,0
26/06/2013;15:30;30262145;male;78,0;62,0;31,0
01/07/2014;04:15;30302237;female;62,0;55,0;20,7
13/03/2017;18:30;30401338;male;110,0;104,0;26,2
07/02/2017;19:45;30398600;female;89,0;79,0;22,8
15/05/2014;02:30;30296991;female;98,0;93,0;21,0
30/06/2014;21:30;30302237;female;102,0;98,0;20,7
13/03/2017;17:00;30401338;male;95,0;84,0;26,2
01/06/2015;22:30;30334547;male;98,0;90,0;29,7
08/02/2017;04:30;30398600;female;73,0;69,0;22,8
08/02/2017;02:00;30398600;female;82,0;78,0;22,8
26/06/2013;23:00;30262145;male;85,0;73,0;31,0
30/06/2014;23:30;30302237;female;94,0;90,0;20,7
13/03/2017;17:45;30401338;male;117,0;112,0;26,2
14/05/2014;23:00;30296991;female;66,0;60,0;21,0
26/06/2013;19:45;30262145;male;66,0;67,0;31,0
08/02/2017;03:00;30398600;female;79,0;77,0;22,8
01/03/2017;21:00;30400692;female;100,0;85,0;20,9
13/03/2017;15:45;30401338;male;98,0;93,0;26,2
07/02/2017;19:30;30398600;female;85,0;74,0;22,8
01/06/2015;22:00;30334547;male;91,0;82,0;29,7
30/06/2014;11:45;30302237;female;97,0;76,0;20,7
13/03/2017;14:30;30401338;male;92,0;83,0;26,2
30/06/2014;13:00;30302237;female;83,0;70,0;20,7
07/02/2017;21:00;30398600;female;92,0;77,0;22,8
14/03/2017;05:15;30401338;male;105,0;92,0;26,2
26/06/2013;16:15;30262145;male;100,0;90,0;31,0
07/02/2017;19:15;30398600;female;88,0;73,0;22,8
02/06/2015;01:45;30334547;male;80,0;68,0;29,7
14/03/2017;07:15;30401338;male;83,0;66,0;26,2
26/06/2013;15:00;30262145;male;81,0;70,0;31,0
30/06/2014;23:15;30302237;female;99,0;97,0;20,7
01/06/2015;11:45;30334547;male;94,0;79,0;29,7
07/02/2017;22:30;30398600;female;89,0;83,0;22,8
01/03/2017;19:30;30400692;female;100,0;85,0;20,9
08/02/2017;00:00;30398600;female;100,0;94,0;22,8
02/03/2017;08:00;30400692;female;66,0;52,0;20,9
26/06/2013;22:15;30262145;male;89,0;86,0;31,0
13/03/2017;23:30;30401338;male;89,0;87,0;26,2
14/03/2017;00:45;30401338;male;91,0;89,0;26,2
13/03/2017;22:45;30401338;male;120,0;119,0;26,2
02/06/2015;01:00;30334547;male;69,0;61,0;29,7
02/06/2015;00:45;30334547;male;98,0;88,0;29,7
07/02/2017;14:00;30398600;female;71,0;55,0;22,8
02/03/2017;02:00;30400692;female;83,0;70,0;20,9
14/05/2014;14:15;30296991;female;60,0;44,0;21,0
26/06/2013;20:15;30262145;male;97,0;100,0;31,0
01/03/2017;22:15;30400692;female;92,0;84,0;20,9
14/03/2017;08:30;30401338;male;100,0;84,0;26,2
14/05/2014;13:15;30296991;female;78,0;62,0;21,0
26/06/2013;22:45;30262145;male;83,0;76,0;31,0
13/03/2017;20:15;30401338;male;109,0;107,0;26,2
26/06/2013;21:00;30262145;male;100,0;100,0;31,0
30/06/2014;11:15;30302237;female;99,0;77,0;20,7
02/03/2017;01:30;30400692;female;99,0;84,0;20,9
01/03/2017;12:30;30400692;female;118,0;95,0;20,9
26/06/2013;16:00;30262145;male;84,0;69,0;31,0
30/06/2014;14:15;30302237;female;69,0;62,0;20,7
14/05/2014;19:45;30296991;female;104,0;92,0;21,0
02/06/2015;06:30;30334547;male;66,0;58,0;29,7
27/06/2013;05:15;30262145;male;82,0;67,0;31,0
14/03/2017;03:00;30401338;male;116,0;113,0;26,2
02/06/2015;06:45;30334547;male;101,0;94,0;29,7
30/06/2014;18:15;30302237;female;110,0;109,0;20,7
01/07/2014;02:45;30302237;female;91,0;81,0;20,7
26/06/2013;23:30;30262145;male;109,0;97,0;31,0
01/07/2014;00:00;30302237;female;64,0;60,0;20,7
26/06/2013;13:30;30262145;male;93,0;84,0;31,0
08/02/2017;01:15;30398600;female;67,0;66,0;22,8
27/06/2013;08:00;30262145;male;63,0;50,0;31,0
30/06/2014;20:15;30302237;female;114,0;110,0;20,7
27/06/2013;02:30;30262145;male;67,0;52,0;31,0
01/07/2014;06:30;30302237;female;53,0;43,0;20,7
27/06/2013;06:30;30262145;male;59,0;47,0;31,0
30/06/2014;14:30;30302237;female;81,0;70,0;20,7
15/05/2014;06:45;30296991;female;56,0;47,0;21,0
01/03/2017;20:00;30400692;female;102,0;88,0;20,9
02/06/2015;06:00;30334547;male;71,0;63,0;29,7
01/07/2014;05:00;30302237;female;95,0;82,0;20,7
13/03/2017;12:30;30401338;male;118,0;98,0;26,2
07/02/2017;13:45;30398600;female;69,0;53,0;22,8
02/06/2015;05:00;30334547;male;87,0;83,0;29,7
02/03/2017;04:00;30400692;female;88,0;75,0;20,9
30/06/2014;17:45;30302237;female;82,0;78,0;20,7
14/05/2014;20:30;30296991;female;92,0;80,0;21,0
26/06/2013;16:30;30262145;male;100,0;88,0;31,0
14/05/2014;18:30;30296991;female;104,0;84,0;21,0
15/05/2014;02:45;30296991;female;91,0;90,0;21,0
15/05/2014;02:00;30296991;female;53,0;47,0;21,0
02/03/2017;07:30;30400692;female;69,0;56,0;20,9
01/03/2017;13:00;30400692;female;114,0;95,0;20,9
26/06/2013;19:15;30262145;male;95,0;100,0;31,0
26/06/2013;23:45;30262145;male;91,0;80,0;31,0
01/06/2015;11:15;30334547;male;101,0;83,0;29,7
01/03/2017;15:45;30400692;female;89,0;75,0;20,9
07/02/2017;22:00;30398600;female;89,0;82,0;22,8
30/06/2014;15:00;30302237;female;61,0;50,0;20,7
14/03/2017;02:45;30401338;male;115,0;112,0;26,2
02/06/2015;00:15;30334547;male;71,0;65,0;29,7
26/06/2013;12:00;30262145;male;96,0;82,0;31,0
01/07/2014;06:15;30302237;female;57,0;48,0;20,7
15/05/2014;01:00;30296991;female;65,0;62,0;21,0
30/06/2014;19:45;30302237;female;99,0;101,0;20,7
01/07/2014;07:30;30302237;female;68,0;57,0;20,7
08/02/2017;07:15;30398600;female;84,0;84,0;22,8
27/06/2013;02:15;30262145;male;72,0;57,0;31,0
14/03/2017;04:15;30401338;male;86,0;78,0;26,2
14/05/2014;16:45;30296991;female;89,0;72,0;21,0
27/06/2013;04:15;30262145;male;66,0;50,0;31,0
07/02/2017;20:00;30398600;female;86,0;79,0;22,8
01/03/2017;20:15;30400692;female;107,0;93,0;20,9
01/06/2015;15:30;30334547;male;71,0;55,0;29,7
01/07/2014;04:00;30302237;female;59,0;57,0;20,7
13/03/2017;14:45;30401338;male;93,0;78,0;26,2
14/05/2014;20:00;30296991;female;98,0;81,0;21,0
02/03/2017;01:15;30400692;female;82,0;70,0;20,9
08/02/2017;04:00;30398600;female;67,0;62,0;22,8
26/06/2013;21:15;30262145;male;80,0;79,0;31,0
15/05/2014;08:00;30296991;female;74,0;69,0;21,0
14/05/2014;15:15;30296991;female;58,0;46,0;21,0
13/03/2017;21:45;30401338;male;86,0;83,0;26,2
30/06/2014;15:45;30302237;female;64,0;56,0;20,7
27/06/2013;06:15;30262145;male;70,0;55,0;31,0
01/06/2015;15:15;30334547;male;63,0;49,0;29,7
07/02/2017;13:30;30398600;female;73,0;57,0;22,8
01/06/2015;13:30;30334547;male;71,0;55,0;29,7
14/05/2014;12:45;30296991;female;79,0;66,0;21,0
01/03/2017;18:30;30400692;female;115,0;93,0;20,9
14/03/2017;03:15;30401338;male;112,0;108,0;26,2
14/05/2014;16:00;30296991;female;78,0;65,0;21,0
13/03/2017;22:00;30401338;male;83,0;81,0;26,2
07/02/2017;17:15;30398600;female;84,0;71,0;22,8
01/06/2015;17:15;30334547;male;109,0;85,0;29,7
30/06/2014;21:00;30302237;female;103,0;99,0;20,7
07/02/2017;21:30;30398600;female;95,0;82,0;22,8
01/03/2017;22:00;30400692;female;103,0;94,0;20,9
14/03/2017;06:15;30401338;male;82,0;67,0;26,2
15/05/2014;03:45;30296991;female;52,0;51,0;21,0
30/06/2014;15:15;30302237;female;68,0;57,0;20,7
30/06/2014;16:15;30302237;female;81,0;74,0;20,7
02/06/2015;03:15;30334547;male;97,0;89,0;29,7
15/05/2014;07:30;30296991;female;75,0;70,0;21,0
08/02/2017;02:30;30398600;female;79,0;78,0;22,8
30/06/2014;19:15;30302237;female;97,0;91,0;20,7
14/03/2017;08:00;30401338;male;84,0;69,0;26,2
02/03/2017;03:45;30400692;female;88,0;74,0;20,9
02/06/2015;02:15;30334547;male;77,0;69,0;29,7
30/06/2014;22:30;30302237;female;57,0;57,0;20,7
01/03/2017;12:15;30400692;female;116,0;94,0;20,9
14/03/2017;01:30;30401338;male;124,0;121,0;26,2
01/03/2017;14:30;30400692;female;92,0;76,0;20,9
01/07/2014;04:30;30302237;female;74,0;62,0;20,7
08/02/2017;03:45;30398600;female;65,0;61,0;22,8
13/03/2017;12:45;30401338;male;108,0;91,0;26,2
01/06/2015;19:00;30334547;male;99,0;83,0;29,7
02/03/2017;00:15;30400692;female;101,0;87,0;20,9
30/06/2014;12:45;30302237;female;71,0;60,0;20,7
08/02/2017;03:15;30398600;female;70,0;65,0;22,8
07/02/2017;20:15;30398600;female;95,0;84,0;22,8
07/02/2017;23:00;30398600;female;89,0;82,0;22,8
02/06/2015;02:45;30334547;male;71,0;65,0;29,7
13/03/2017;15:00;30401338;male;105,0;90,0;26,2
01/06/2015;23:30;30334547;male;80,0;73,0;29,7
07/02/2017;17:30;30398600;female;72,0;60,0;22,8
01/03/2017;21:30;30400692;female;110,0;99,0;20,9
26/06/2013;12:30;30262145;male;93,0;83,0;31,0
02/06/2015;07:00;30334547;male;86,0;81,0;29,7
14/05/2014;12:15;30296991;female;90,0;70,0;21,0
01/07/2014;07:00;30302237;female;73,0;61,0;20,7
02/03/2017;02:45;30400692;female;78,0;65,0;20,9
13/03/2017;20:45;30401338;male;112,0;109,0;26,2
01/03/2017;21:15;30400692;female;104,0;92,0;20,9
02/06/2015;05:15;30334547;male;84,0;78,0;29,7
01/03/2017;18:15;30400692;female;110,0;91,0;20,9
01/06/2015;18:45;30334547;male;99,0;81,0;29,7
26/06/2013;17:45;30262145;male;73,0;66,0;31,0
01/06/2015;12:45;30334547;male;70,0;56,0;29,7
01/03/2017;21:45;30400692;female;103,0;95,0;20,9
07/02/2017;23:15;30398600;female;80,0;75,0;22,8
26/06/2013;18:00;30262145;male;79,0;82,0;31,0
30/06/2014;16:45;30302237;female;102,0;95,0;20,7
01/03/2017;13:30;30400692;female;109,0;91,0;20,9
26/06/2013;17:00;30262145;male;106,0;95,0;31,0
01/03/2017;23:45;30400692;female;102,0;89,0;20,9
14/03/2017;07:30;30401338;male;83,0;66,0;26,2
02/06/2015;03:45;30334547;male;111,0;106,0;29,7
14/05/2014;17:30;30296991;female;95,0;78,0;21,0
14/05/2014;14:45;30296991;female;72,0;58,0;21,0
30/06/2014;20:45;30302237;female;99,0;99,0;20,7
01/06/2015;16:15;30334547;male;109,0;86,0;29,7
01/06/2015;16:45;30334547;male;102,0;83,0;29,7
13/03/2017;16:00;30401338;male;86,0;78,0;26,2
26/06/2013;14:00;30262145;male;87,0;75,0;31,0
15/05/2014;07:45;30296991;female;85,0;76,0;21,0
14/03/2017;06:00;30401338;male;84,0;69,0;26,2
01/06/2015;20:00;30334547;male;103,0;82,0;29,7
13/03/2017;18:00;30401338;male;122,0;116,0;26,2
15/05/2014;06:30;30296991;female;55,0;48,0;21,0
15/05/2014;04:30;30296991;female;58,0;56,0;21,0
30/06/2014;20:30;30302237;female;105,0;101,0;20,7
15/05/2014;05:45;30296991;female;79,0;73,0;21,0
27/06/2013;02:45;30262145;male;88,0;71,0;31,0
07/02/2017;14:30;30398600;female;83,0;68,0;22,8
15/05/2014;06:00;30296991;female;58,0;53,0;21,0
13/03/2017;23:15;30401338;male;97,0;93,0;26,2
02/03/2017;05:15;30400692;female;102,0;85,0;20,9
08/02/2017;07:45;30398600;female;68,0;60,0;22,8
02/03/2017;03:15;30400692;female;70,0;58,0;20,9
13/03/2017;23:00;30401338;male;100,0;95,0;26,2
02/06/2015;02:00;30334547;male;94,0;83,0;29,7
26/06/2013;18:45;30262145;male;97,0;100,0;31,0
01/06/2015;19:30;30334547;male;92,0;75,0;29,7
15/05/2014;05:15;30296991;female;85,0;84,0;21,0
01/06/2015;17:00;30334547;male;109,0;87,0;29,7
15/05/2014;02:15;30296991;female;93,0;89,0;21,0
26/06/2013;18:30;30262145;male;92,0;97,0;31,0
30/06/2014;23:45;30302237;female;66,0;62,0;20,7
14/05/2014;13:45;30296991;female;79,0;61,0;21,0
01/03/2017;17:00;30400692;female;75,0;61,0;20,9
08/02/2017;06:15;30398600;female;68,0;67,0;22,8
08/02/2017;05:30;30398600;female;85,0;86,0;22,8
02/03/2017;07:15;30400692;female;65,0;51,0;20,9
27/06/2013;00:15;30262145;male;85,0;75,0;31,0
14/05/2014;18:00;30296991;female;92,0;80,0;21,0
15/05/2014;07:15;30296991;female;77,0;71,0;21,0
07/02/2017;14:45;30398600;female;73,0;57,0;22,8
13/03/2017;13:00;30401338;male;99,0;86,0;26,2
26/06/2013;22:00;30262145;male;92,0;95,0;31,0
02/03/2017;06:00;30400692;female;74,0;61,0;20,9
01/03/2017;15:00;30400692;female;87,0;70,0;20,9
26/06/2013;21:30;30262145;male;93,0;92,0;31,0
07/02/2017;14:15;30398600;female;73,0;58,0;22,8
07/02/2017;13:00;30398600;female;86,0;66,0;22,8
27/06/2013;04:00;30262145;male;71,0;53,0;31,0
02/03/2017;04:15;30400692;female;87,0;74,0;20,9
14/03/2017;04:45;30401338;male;105,0;94,0;26,2
14/05/2014;16:15;30296991;female;80,0;73,0;21,0
01/07/2014;03:00;30302237;female;90,0;83,0;20,7
02/03/2017;07:00;30400692;female;65,0;51,0;20,9
30/06/2014;16:30;30302237;female;96,0;90,0;20,7
30/06/2014;20:00;30302237;female;97,0;96,0;20,7
01/06/2015;17:30;30334547;male;108,0;85,0;29,7
14/03/2017;03:30;30401338;male;107,0;102,0;26,2
13/03/2017;19:00;30401338;male;124,0;116,0;26,2
14/05/2014;23:30;30296991;female;80,0;72,0;21,0
14/03/2017;00:15;30401338;male;111,0;109,0;26,2
01/03/2017;17:15;30400692;female;78,0;64,0;20,9
27/06/2013;01:15;30262145;male;78,0;66,0;31,0
14/05/2014;18:45;30296991;female;97,0;81,0;21,0
02/03/2017;02:15;30400692;female;87,0;73,0;20,9
14/05/2014;23:15;30296991;female;63,0;60,0;21,0
13/03/2017;19:15;30401338;male;111,0;104,0;26,2
15/05/2014;06:15;30296991;female;59,0;51,0;21,0
