20200508_SD_Ucpdd_K1;Test;TX001;TX002;TX003;;;;;;;;;;;;;
;TSE LabMaster V6.3.3 (2017-3514);;;;;;;;;;;;;;;;
Box;Animal No.;Weight [g];Diet;Genotype;Text3;;;;;;;;;;;;
4;2265;26.81;HFD;KO;Text3-4;;;;;;;;;;;;
5;2195;34.98;HFD;WT;Text3-5;;;;;;;;;;;;
7;2262;37.68;HFD;WT;Text3-7;;;;;;;;;;;;
8;2263;36.32;HFD;KO;Text3-8;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
Date;Time;Animal No.;Box;S.Flow;Ref.O2;Ref.CO2;Ref.TD;Flow;Temp;O2;CO2;TD;dO2;dCO2;VO2(3);VCO2(3);RER
;;;;[l/min];[%];[%];[°C];[l/min];[°C];[%];[%];[°C];[%];[%];[ml/h];[ml/h];
10.05.2020;00:42;2263;8;0,4;20,78;0,048;-138,605;0,49;28,7;20,57;0,235;-138,605;0,2124;0,1866;64;55;0,852
10.05.2020;00:47;2263;8;0,4;20,78;0,048;-138,605;0,5;28,7;20,51;0,295;-138,605;0,2738;0,247;84;74;0,88
10.05.2020;00:52;2263;8;0,4;20,78;0,05;-138,605;0,5;28,7;20,57;0,238;-138,605;0,2124;0,1886;65;56;0,863
10.05.2020;00:57;2263;8;0,4;20,78;0,048;-138,605;0,5;28,7;20,59;0,218;-138,605;0,1928;0,1694;59;51;0,852
10.05.2020;01:02;2263;8;0,4;20,78;0,048;-138,605;0,5;28,7;20,59;0,217;-138,605;0,1928;0,1689;60;51;0,849
10.05.2020;01:07;2263;8;0,4;20,78;0,048;-138,605;0,5;28,7;20,6;0,208;-138,605;0,1854;0,1601;57;48;0,834
10.05.2020;01:12;2263;8;0,4;20,78;0,048;-138,605;0,5;28,7;20,6;0,211;-138,605;0,1878;0,1631;58;49;0,839
10.05.2020;01:17;2263;8;0,4;20,78;0,048;-138,605;0,5;28,7;20,54;0,264;-138,605;0,2431;0,2161;75;65;0,864
10.05.2020;01:22;2263;8;0,4;20,78;0,049;-138,605;0,5;28,7;20,55;0,255;-138,606;0,2333;0,2053;72;61;0,853
10.05.2020;01:27;2263;8;0,4;20,78;0,049;-138,605;0,5;28,7;20,58;0,229;-138,605;0,2026;0,1798;62;54;0,862
10.05.2020;01:32;2263;8;0,4;20,78;0,048;-138,604;0,5;28,7;20,59;0,219;-138,605;0,1915;0,1709;59;51;0,868
10.05.2020;01:37;2263;8;0,4;20,78;0,048;-138,605;0,5;28,7;20,53;0,278;-138,605;0,2591;0,2294;80;69;0,859
10.05.2020;01:42;2263;8;0,4;20,78;0,05;-138,605;0,5;28,8;20,46;0,341;-138,606;0,3204;0,2912;98;87;0,888
10.05.2020;01:47;2263;8;0,4;20,78;0,051;-138,605;0,5;28,8;20,48;0,319;-138,606;0,3045;0,2682;94;80;0,854
10.05.2020;01:52;2263;8;0,4;20,78;0,05;-138,605;0,5;28,8;20,54;0,26;-138,605;0,2406;0,2102;75;64;0,845
10.05.2020;01:57;2263;8;0,4;20,78;0,049;-138,605;0,51;28,8;20,58;0,225;-138,604;0,2014;0,1753;63;53;0,842
10.05.2020;02:02;2263;8;0,4;20,78;0,048;-138,605;0,5;28,7;20,59;0,215;-138,604;0,1891;0,167;58;50;0,857
10.05.2020;02:07;2263;8;0,4;20,78;0,048;-138,605;0,5;28,7;20,59;0,224;-138,605;0,1964;0,1758;61;53;0,871
10.05.2020;02:12;2263;8;0,4;20,78;0,049;-138,605;0,49;28,7;20,59;0,226;-138,604;0,194;0,1768;59;52;0,891
10.05.2020;02:17;2263;8;0,4;20,78;0,049;-138,605;0,51;28,7;20,57;0,241;-138,605;0,2124;0,192;67;59;0,882
10.05.2020;02:22;2263;8;0,4;20,78;0,049;-138,605;0,5;28,7;20,5;0,298;-138,605;0,2775;0,249;86;75;0,874
10.05.2020;02:27;2263;8;0,4;20,78;0,05;-138,605;0,5;28,7;20,55;0,261;-138,605;0,2333;0,2112;72;63;0,883
10.05.2020;02:32;2263;8;0,4;20,78;0,049;-138,605;0,5;28,8;20,51;0,29;-138,605;0,2689;0,2402;84;73;0,869
10.05.2020;02:37;2263;8;0,4;20,78;0,049;-138,605;0,5;28,7;20,58;0,23;-138,606;0,2075;0,1802;65;54;0,84
10.05.2020;02:42;2263;8;0,4;20,78;0,048;-138,605;0,5;28,7;20,57;0,236;-138,605;0,2124;0,1876;65;56;0,857
10.05.2020;02:47;2263;8;0,4;20,78;0,049;-138,605;0,5;28,7;20,59;0,218;-138,605;0,1915;0,1694;59;51;0,859
10.05.2020;02:52;2263;8;0,4;20,78;0,048;-138,605;0,5;28,7;20,6;0,214;-138,605;0,1878;0,1655;58;50;0,854
10.05.2020;02:57;2263;8;0,4;20,78;0,048;-138,605;0,5;28,7;20,59;0,219;-138,605;0,1915;0,1709;59;51;0,868
10.05.2020;03:02;2263;8;0,4;20,78;0,048;-138,605;0,5;28,7;20,57;0,243;-138,605;0,2161;0,1945;66;58;0,877
10.05.2020;03:07;2263;8;0,4;20,78;0,049;-138,605;0,5;28,7;20,56;0,244;-138,606;0,2185;0,195;68;59;0,868
10.05.2020;03:12;2263;8;0,4;20,78;0,049;-138,606;0,5;28,7;20,58;0,229;-138,606;0,2001;0,1802;61;54;0,878
10.05.2020;03:17;2263;8;0,4;20,78;0,049;-138,605;0,5;28,7;20,55;0,256;-138,605;0,232;0,2068;71;62;0,866
10.05.2020;03:22;2263;8;0,4;20,78;0,05;-138,606;0,5;28,7;20,46;0,346;-138,605;0,3254;0,2957;100;88;0,887
10.05.2020;03:27;2263;8;0,4;20,78;0,051;-138,605;0,5;28,8;20,47;0,33;-138,605;0,3094;0,2785;95;83;0,877
10.05.2020;03:32;2263;8;0,4;20,78;0,051;-138,604;0,5;28,8;20,49;0,304;-138,605;0,2885;0,2524;89;76;0,847
10.05.2020;03:37;2263;8;0,4;20,78;0,05;-138,605;0,5;28,8;20,53;0,262;-138,605;0,248;0,2122;77;64;0,824
10.05.2020;03:42;2263;8;0,4;20,78;0,049;-138,605;0,5;28,7;20,57;0,236;-138,605;0,2149;0,1866;67;56;0,84
10.05.2020;03:47;2263;8;0,4;20,78;0,05;-138,605;0,49;28,7;20,59;0,216;-138,605;0,1891;0,1665;58;49;0,854
10.05.2020;03:52;2263;8;0,4;20,78;0,049;-138,605;0,5;28,7;20,6;0,208;-138,605;0,1793;0,1591;56;48;0,862
10.05.2020;03:57;2263;8;0,4;20,78;0,049;-138,606;0,5;28,7;20,6;0,214;-138,606;0,1866;0,165;57;49;0,858
10.05.2020;04:02;2263;8;0,4;20,78;0,049;-138,605;0,51;28,7;20,61;0,206;-138,605;0,1756;0,1562;55;48;0,864
10.05.2020;04:07;2263;8;0,4;20,78;0,049;-138,605;0,5;28,7;20,56;0,249;-138,605;0,2271;0,1999;70;60;0,853
10.05.2020;04:12;2263;8;0,4;20,78;0,05;-138,605;0,5;28,7;20,54;0,27;-138,605;0,2468;0,22;76;66;0,867
10.05.2020;04:17;2263;8;0,4;20,78;0,05;-138,605;0,51;28,7;20,58;0,228;-138,604;0,2001;0,1773;63;54;0,86
10.05.2020;04:22;2263;8;0,4;20,78;0,05;-138,605;0,5;28,7;20,6;0,209;-138,604;0,1817;0,1596;56;48;0,851
10.05.2020;04:27;2263;8;0,4;20,78;0,049;-138,605;0,5;28,7;20,59;0,219;-138,605;0,194;0,1694;60;51;0,845
10.05.2020;04:32;2263;8;0,4;20,78;0,05;-138,605;0,5;28,7;20,57;0,234;-138,605;0,2112;0,1837;65;55;0,841
10.05.2020;04:37;2263;8;0,4;20,78;0,05;-138,605;0,5;28,8;20,51;0,289;-138,605;0,2676;0,2387;83;72;0,867
10.05.2020;04:42;2263;8;0,4;20,78;0,051;-138,605;0,5;28,8;20,53;0,273;-138,605;0,2529;0,2225;78;67;0,853
10.05.2020;04:47;2263;8;0,4;20,78;0,05;-138,605;0,5;28,7;20,57;0,229;-138,605;0,2087;0,1788;65;53;0,825
10.05.2020;04:52;2263;8;0,4;20,78;0,05;-138,605;0,5;28,7;20,6;0,212;-138,605;0,1866;0,1621;58;49;0,839
10.05.2020;04:57;2263;8;0,4;20,78;0,049;-138,605;0,5;28,7;20,6;0,207;-138,605;0,1805;0,1577;56;47;0,845
10.05.2020;05:02;2263;8;0,4;20,78;0,049;-138,605;0,5;28,7;20,61;0,204;-138,605;0,1756;0,1547;55;47;0,855
10.05.2020;05:07;2263;8;0,4;20,78;0,049;-138,605;0,51;28,7;20,61;0,206;-138,605;0,1756;0,1567;55;48;0,868
10.05.2020;05:12;2263;8;0,4;20,78;0,049;-138,605;0,51;28,7;20,54;0,261;-138,605;0,2394;0,2122;76;65;0,86
10.05.2020;05:17;2263;8;0,4;20,78;0,05;-138,605;0,5;28,7;20,56;0,244;-138,605;0,2185;0,194;68;59;0,862
10.05.2020;05:22;2263;8;0,4;20,78;0,05;-138,605;0,49;28,7;20,59;0,214;-138,605;0,1878;0,164;57;48;0,845
10.05.2020;05:27;2263;8;0,4;20,78;0,049;-138,605;0,5;28,7;20,62;0,193;-138,605;0,167;0,1434;52;43;0,828
10.05.2020;05:32;2263;8;0,4;20,78;0,049;-138,606;0,5;28,7;20,56;0,246;-138,605;0,2259;0,1964;70;59;0,841
10.05.2020;05:37;2263;8;0,4;20,78;0,05;-138,605;0,51;28,7;20,59;0,211;-138,605;0,1915;0,1606;61;49;0,804
10.05.2020;05:42;2263;8;0,4;20,78;0,049;-138,605;0,49;28,7;20,61;0,201;-138,605;0,1768;0,1518;53;44;0,828
10.05.2020;05:47;2263;8;0,4;20,78;0,049;-138,604;0,5;28,7;20,53;0,282;-138,605;0,2554;0,2323;79;70;0,889
10.05.2020;05:52;2263;8;0,4;20,78;0,051;-138,605;0,5;28,7;20,57;0,234;-138,605;0,2099;0,1822;65;55;0,839
10.05.2020;05:57;2263;8;0,4;20,78;0,051;-138,605;0,5;28,7;20,6;0,209;-138,605;0,1805;0,1586;56;48;0,852
10.05.2020;06:02;2263;8;0,4;20,78;0,05;-138,605;0,5;28,7;20,61;0,2;-138,605;0,1694;0,1493;52;45;0,855
10.05.2020;06:07;2263;8;0,4;20,78;0,049;-138,605;0,5;28,7;20,62;0,195;-138,606;0,1645;0,1459;51;44;0,861
10.05.2020;06:12;2263;8;0,4;20,78;0,05;-138,605;0,5;28,7;20,6;0,215;-138,605;0,1878;0,165;58;49;0,851
10.05.2020;06:17;2263;8;0,4;20,78;0,05;-138,605;0,51;28,8;20,5;0,31;-138,605;0,2861;0,2598;90;80;0,887
10.05.2020;06:22;2263;8;0,4;20,78;0,052;-138,605;0,5;28,8;20,5;0,3;-138,606;0,2762;0,248;85;75;0,874
10.05.2020;06:27;2263;8;0,4;20,78;0,052;-138,605;0,5;28,8;20,48;0,318;-138,605;0,2971;0,2652;92;80;0,868
10.05.2020;06:32;2263;8;0,4;20,78;0,052;-138,605;0,5;28,9;20,51;0,288;-138,606;0,2664;0,2352;82;70;0,857
10.05.2020;06:37;2263;8;0,4;20,78;0,052;-138,605;0,51;28,9;20,56;0,247;-138,605;0,2247;0,1955;70;59;0,841
10.05.2020;06:42;2263;8;0,4;20,78;0,051;-138,605;0,5;28,8;20,59;0,219;-138,605;0,1878;0,168;58;50;0,87
10.05.2020;06:47;2263;8;0,4;20,78;0,051;-138,605;0,49;28,8;20,61;0,204;-138,605;0,1719;0,1532;52;45;0,867
10.05.2020;06:52;2263;8;0,4;20,78;0,05;-138,605;0,5;28,8;20,61;0,205;-138,606;0,1743;0,1547;54;46;0,862
10.05.2020;06:57;2263;8;0,4;20,78;0,05;-138,606;0,5;28,9;20,61;0,199;-138,605;0,1694;0,1488;52;44;0,851
10.05.2020;07:02;2263;8;0,4;20,78;0,05;-138,605;0,5;28,9;20,61;0,201;-138,605;0,1694;0,1503;52;45;0,861
10.05.2020;07:07;2263;8;0,4;20,78;0,05;-138,605;0,5;28,9;20,59;0,218;-138,605;0,1903;0,1675;59;50;0,853
10.05.2020;07:12;2263;8;0,4;20,78;0,051;-138,605;0,5;28,9;20,53;0,273;-138,605;0,2468;0,222;76;66;0,876
10.05.2020;07:17;2263;8;0,4;20,78;0,052;-138,605;0,5;28,9;20,59;0,221;-138,606;0,1928;0,1694;60;51;0,852
10.05.2020;07:22;2263;8;0,4;20,78;0,051;-138,605;0,5;29;20,61;0,207;-138,604;0,1743;0,1557;54;47;0,869
10.05.2020;07:27;2263;8;0,4;20,78;0,05;-138,605;0,5;28,9;20,62;0,194;-138,605;0,1645;0,1434;51;43;0,843
10.05.2020;07:32;2263;8;0,4;20,78;0,051;-138,605;0,5;29;20,62;0,192;-138,605;0,1633;0,1414;51;42;0,837
10.05.2020;07:37;2263;8;0,4;20,78;0,05;-138,605;0,49;29;20,63;0,186;-138,606;0,1572;0,136;48;40;0,836
10.05.2020;07:42;2263;8;0,4;20,78;0,05;-138,605;0,5;29;20,63;0,184;-138,605;0,1535;0,1336;48;40;0,842
10.05.2020;07:47;2263;8;0,4;20,78;0,05;-138,605;0,5;29;20,55;0,261;-138,606;0,2333;0,2107;72;63;0,881
10.05.2020;07:52;2263;8;0,4;20,78;0,051;-138,606;0,51;28,8;20,53;0,271;-138,604;0,248;0,22;79;68;0,862
10.05.2020;07:57;2263;8;0,4;20,78;0,052;-138,605;0,5;28,7;20,58;0,228;-138,605;0,2001;0,1758;62;53;0,851
10.05.2020;08:02;2263;8;0,4;20,78;0,051;-138,605;0,5;28,6;20,62;0,196;-138,605;0,1657;0,1449;51;43;0,846
10.05.2020;08:07;2263;8;0,4;20,78;0,051;-138,605;0,5;28,6;20,62;0,192;-138,605;0,1621;0,141;50;42;0,841
10.05.2020;08:12;2263;8;0,4;20,78;0,051;-138,606;0,5;28,6;20,62;0,194;-138,605;0,1633;0,1434;50;43;0,851
10.05.2020;08:17;2263;8;0,4;20,78;0,051;-138,605;0,5;28,6;20,62;0,19;-138,606;0,1584;0,1395;49;42;0,854
