"";"HP";"Time";"Component";"Animal"
"1";"0.226579266666667";"0";"O2";"6722"
"2";"0.227033333333333";"5";"O2";"6722"
"3";"0.2048721";"10";"O2";"6722"
"4";"0.211178066666667";"15";"O2";"6722"
"5";"0.205876375";"20";"O2";"6722"
"6";"0.205876375";"25";"O2";"6722"
"7";"0.203519166666667";"30";"O2";"6722"
"8";"0.1953228";"35";"O2";"6722"
"9";"0.186811366666667";"40";"O2";"6722"
"10";"0.185639133333333";"45";"O2";"6722"
"11";"0.287599108333333";"50";"O2";"6722"
"12";"0.267575";"55";"O2";"6722"
"13";"0.262617333333333";"60";"O2";"6722"
"14";"0.280616675";"65";"O2";"6722"
"15";"0.263445541666667";"70";"O2";"6722"
"16";"0.263069083333333";"75";"O2";"6722"
"17";"0.192376";"80";"O2";"6722"
"18";"0.209491533333333";"85";"O2";"6722"
"19";"0.185532566666667";"90";"O2";"6722"
"20";"0.208648266666667";"95";"O2";"6722"
"21";"0.1925428";"100";"O2";"6722"
"22";"0.210214333333333";"105";"O2";"6722"
"23";"0.20155";"110";"O2";"6722"
"24";"0.164653608333333";"115";"O2";"6722"
"25";"0.1917088";"120";"O2";"6722"
"26";"0.18750405";"125";"O2";"6722"
"27";"0.226579266666667";"0";"CO2";"6722"
"28";"0.227033333333333";"5";"CO2";"6722"
"29";"0.2048721";"10";"CO2";"6722"
"30";"0.211178066666667";"15";"CO2";"6722"
"31";"0.205876375";"20";"CO2";"6722"
"32";"0.205876375";"25";"CO2";"6722"
"33";"0.203519166666667";"30";"CO2";"6722"
"34";"0.1953228";"35";"CO2";"6722"
"35";"0.186811366666667";"40";"CO2";"6722"
"36";"0.185639133333333";"45";"CO2";"6722"
"37";"0.287599108333333";"50";"CO2";"6722"
"38";"0.267575";"55";"CO2";"6722"
"39";"0.262617333333333";"60";"CO2";"6722"
"40";"0.280616675";"65";"CO2";"6722"
"41";"0.263445541666667";"70";"CO2";"6722"
"42";"0.263069083333333";"75";"CO2";"6722"
"43";"0.192376";"80";"CO2";"6722"
"44";"0.209491533333333";"85";"CO2";"6722"
"45";"0.185532566666667";"90";"CO2";"6722"
"46";"0.208648266666667";"95";"CO2";"6722"
"47";"0.1925428";"100";"CO2";"6722"
"48";"0.210214333333333";"105";"CO2";"6722"
"49";"0.20155";"110";"CO2";"6722"
"50";"0.164653608333333";"115";"CO2";"6722"
"51";"0.1917088";"120";"CO2";"6722"
"52";"0.1927652";"125";"CO2";"6722"
"53";"0.309495083333333";"0";"O2";"6715"
"54";"0.31035225";"5";"O2";"6715"
"55";"0.30110875";"10";"O2";"6715"
"56";"0.294178441666667";"15";"O2";"6715"
"57";"0.2919";"20";"O2";"6715"
"58";"0.27989735";"25";"O2";"6715"
"59";"0.212599341666667";"30";"O2";"6715"
"60";"0.20569915";"35";"O2";"6715"
"61";"0.259244266666667";"40";"O2";"6715"
"62";"0.26156325";"45";"O2";"6715"
"63";"0.207684533333333";"50";"O2";"6715"
"64";"0.208045933333333";"55";"O2";"6715"
"65";"0.2292388";"60";"O2";"6715"
"66";"0.2043995";"65";"O2";"6715"
"67";"0.230493275";"70";"O2";"6715"
"68";"0.21811185";"75";"O2";"6715"
"69";"0.187442658333333";"80";"O2";"6715"
"70";"0.220367125";"85";"O2";"6715"
"71";"0.1918756";"90";"O2";"6715"
"72";"0.294516675";"95";"O2";"6715"
"73";"0.310030233333333";"100";"O2";"6715"
"74";"0.29937125";"105";"O2";"6715"
"75";"0.29937125";"110";"O2";"6715"
"76";"0.285049616666667";"115";"O2";"6715"
"77";"0.3003512";"120";"O2";"6715"
"78";"0.213151866666667";"125";"O2";"6715"
"79";"0.213151866666667";"130";"O2";"6715"
"80";"0.309495083333333";"0";"CO2";"6715"
"81";"0.31035225";"5";"CO2";"6715"
"82";"0.31035225";"10";"CO2";"6715"
"83";"0.294178441666667";"15";"CO2";"6715"
"84";"0.2919";"20";"CO2";"6715"
"85";"0.27989735";"25";"CO2";"6715"
"86";"0.212599341666667";"30";"CO2";"6715"
"87";"0.20569915";"35";"CO2";"6715"
"88";"0.259244266666667";"40";"CO2";"6715"
"89";"0.26156325";"45";"CO2";"6715"
"90";"0.207684533333333";"50";"CO2";"6715"
"91";"0.208045933333333";"55";"CO2";"6715"
"92";"0.2292388";"60";"CO2";"6715"
"93";"0.2043995";"65";"CO2";"6715"
"94";"0.230493275";"70";"CO2";"6715"
"95";"0.21811185";"75";"CO2";"6715"
"96";"0.187442658333333";"80";"CO2";"6715"
"97";"0.220367125";"85";"CO2";"6715"
"98";"0.1918756";"90";"CO2";"6715"
"99";"0.294516675";"95";"CO2";"6715"
"100";"0.310030233333333";"100";"CO2";"6715"
"101";"0.29937125";"105";"CO2";"6715"
"102";"0.29937125";"110";"CO2";"6715"
"103";"0.285049616666667";"115";"CO2";"6715"
"104";"0.3003512";"120";"CO2";"6715"
"105";"0.213151866666667";"125";"CO2";"6715"
"106";"0.213151866666667";"130";"CO2";"6715"
