"";"Animal No._NA";"VO2(3)_[ml/h]";"VCO2(3)_[ml/h]";"RER_NA";"Datetime";"LightC_[%]";"Box_NA"
"1135";226;89;79;0,884;"04/03/2023 22:51";0;2
"1136";226;88;82;0,927;"04/03/2023 23:21";0;2
"1137";226;88;78;0,882;"04/03/2023 23:36";0;2
"1138";226;79;70;0,892;"04/03/2023 23:51";0;2
"1139";226;67;54;0,808;"05/03/2023 00:06";0;2
"1140";226;53;46;0,855;"05/03/2023 00:21";0;2
"1141";226;48;41;0,855;"05/03/2023 00:36";0;2
"1142";226;46;40;0,866;"05/03/2023 00:51";0;2
"1143";226;43;38;0,875;"05/03/2023 01:06";0;2
"1144";226;53;46;0,868;"05/03/2023 01:21";0;2
"1145";226;54;45;0,829;"05/03/2023 01:36";0;2
"1146";226;46;39;0,833;"05/03/2023 01:51";0;2
"1147";226;67;54;0,803;"05/03/2023 02:06";0;2
"1148";226;77;67;0,868;"05/03/2023 02:21";0;2
"1149";226;79;70;0,883;"05/03/2023 02:36";0;2
"1150";226;89;79;0,887;"05/03/2023 02:51";0;2
"1151";226;76;69;0,905;"05/03/2023 03:06";0;2
"1152";226;53;47;0,882;"05/03/2023 03:36";0;2
"1153";226;48;43;0,892;"05/03/2023 03:51";0;2
"1154";226;46;40;0,864;"05/03/2023 04:06";0;2
"1155";226;45;41;0,914;"05/03/2023 04:21";0;2
"1156";226;43;39;0,908;"05/03/2023 04:36";0;2
"1157";226;66;58;0,87;"05/03/2023 04:51";0;2
"1158";226;54;45;0,843;"05/03/2023 05:06";0;2
"1159";226;66;58;0,876;"05/03/2023 05:21";0;2
"1160";226;84;72;0,858;"05/03/2023 05:36";0;2
"1161";226;84;74;0,884;"05/03/2023 05:51";0;2
"1162";226;84;73;0,867;"05/03/2023 06:06";99;2
"1163";226;82;70;0,859;"05/03/2023 06:21";99;2
"1164";226;76;66;0,869;"05/03/2023 06:36";99;2
"1165";226;53;49;0,928;"05/03/2023 06:51";99;2
"1166";226;45;40;0,893;"05/03/2023 07:06";99;2
"1167";226;40;37;0,921;"05/03/2023 07:21";99;2
"1168";226;38;33;0,881;"05/03/2023 07:51";99;2
"1169";226;35;33;0,926;"05/03/2023 08:06";99;2
"1170";226;44;36;0,818;"05/03/2023 08:21";99;2
"1171";226;59;49;0,833;"05/03/2023 08:36";99;2
"1172";226;69;57;0,821;"05/03/2023 08:51";99;2
"1173";226;69;59;0,855;"05/03/2023 09:06";99;2
"1174";226;69;58;0,837;"05/03/2023 09:21";99;2
"1175";226;49;40;0,817;"05/03/2023 09:36";99;2
"1176";226;41;33;0,809;"05/03/2023 09:51";99;2
"1177";226;36;31;0,866;"05/03/2023 10:06";99;2
"1178";226;36;29;0,808;"05/03/2023 10:21";99;2
"1179";226;36;29;0,796;"05/03/2023 10:36";99;2
"1180";226;49;40;0,818;"05/03/2023 10:51";99;2
"1181";226;57;43;0,752;"05/03/2023 11:06";99;2
"1182";226;38;32;0,83;"05/03/2023 11:21";99;2
"1183";226;36;28;0,77;"05/03/2023 11:36";99;2
"1184";226;30;27;0,887;"05/03/2023 12:06";99;2
"1185";226;48;40;0,835;"05/03/2023 12:21";99;2
"1186";226;57;44;0,776;"05/03/2023 12:36";99;2
"1187";226;68;51;0,752;"05/03/2023 12:51";99;2
"1188";226;49;39;0,797;"05/03/2023 13:06";99;2
"1189";226;36;30;0,839;"05/03/2023 13:21";99;2
"1190";226;36;27;0,747;"05/03/2023 13:36";99;2
"1191";226;31;25;0,814;"05/03/2023 13:51";99;2
"1192";226;31;25;0,826;"05/03/2023 14:06";99;2
"1193";226;31;25;0,813;"05/03/2023 14:21";99;2
"1194";226;58;43;0,742;"05/03/2023 14:36";99;2
"1195";226;57;44;0,775;"05/03/2023 14:51";99;2
"1196";226;56;35;0,621;"05/03/2023 15:06";99;2
"1197";226;45;30;0,651;"05/03/2023 15:21";99;2
"1198";226;46;28;0,613;"05/03/2023 15:36";99;2
"1199";226;40;26;0,643;"05/03/2023 15:51";99;2
"1200";226;37;27;0,729;"05/03/2023 16:21";99;2
"1201";226;63;47;0,748;"05/03/2023 16:36";99;2
"1202";226;80;63;0,78;"05/03/2023 16:51";99;2
"1203";226;77;63;0,808;"05/03/2023 17:06";99;2
"1204";226;71;61;0,864;"05/03/2023 17:21";99;2
"1205";226;66;56;0,849;"05/03/2023 17:36";99;2
"1206";226;49;40;0,813;"05/03/2023 17:51";99;2
"1207";226;47;36;0,758;"05/03/2023 18:06";0;2
"1208";226;46;36;0,785;"05/03/2023 18:21";0;2
"1209";226;66;57;0,865;"05/03/2023 18:36";0;2
"1210";226;83;75;0,894;"05/03/2023 18:51";0;2
"1211";226;97;83;0,851;"05/03/2023 19:06";0;2
"1212";226;91;79;0,868;"05/03/2023 19:21";0;2
"1213";226;95;88;0,925;"05/03/2023 19:36";0;2
"1214";226;87;86;0,989;"05/03/2023 19:51";0;2
"1215";226;90;87;0,968;"05/03/2023 20:06";0;2
"1216";226;78;72;0,92;"05/03/2023 20:36";0;2
"1217";226;86;78;0,914;"05/03/2023 20:51";0;2
"1218";226;100;84;0,834;"05/03/2023 21:06";0;2
"1219";226;100;82;0,82;"05/03/2023 21:21";0;2
"1220";226;97;81;0,836;"05/03/2023 21:36";0;2
"1221";226;75;61;0,812;"05/03/2023 21:51";0;2
"1222";226;62;49;0,793;"05/03/2023 22:06";0;2
"1223";226;57;46;0,803;"05/03/2023 22:21";0;2
"1224";226;80;65;0,812;"05/03/2023 22:36";0;2
"1225";226;105;91;0,864;"05/03/2023 22:51";0;2
"1226";226;100;83;0,823;"05/03/2023 23:06";0;2
"1227";226;100;82;0,822;"05/03/2023 23:21";0;2
"1228";226;115;98;0,846;"05/03/2023 23:36";0;2
"1229";226;87;73;0,836;"05/03/2023 23:51";0;2
"1230";226;74;62;0,836;"06/03/2023 00:06";0;2
"1231";226;64;52;0,81;"06/03/2023 00:21";0;2
"1232";226;47;46;0,974;"06/03/2023 00:51";0;2
"1233";226;53;48;0,895;"06/03/2023 01:06";0;2
"1234";226;52;52;0,99;"06/03/2023 01:21";0;2
"1235";226;71;65;0,915;"06/03/2023 01:36";0;2
"1236";226;90;84;0,929;"06/03/2023 01:51";0;2
"1237";226;77;73;0,949;"06/03/2023 02:06";0;2
"1238";226;78;73;0,935;"06/03/2023 02:21";0;2
"1239";226;58;52;0,883;"06/03/2023 02:36";0;2
"1240";226;61;53;0,88;"06/03/2023 02:51";0;2
"1241";226;53;50;0,954;"06/03/2023 03:06";0;2
"1242";226;51;45;0,879;"06/03/2023 03:21";0;2
"1243";226;48;44;0,929;"06/03/2023 03:36";0;2
"1244";226;48;44;0,917;"06/03/2023 03:51";0;2
"1245";226;48;43;0,906;"06/03/2023 04:06";0;2
"1246";226;66;59;0,899;"06/03/2023 04:21";0;2
"1247";226;71;63;0,89;"06/03/2023 04:36";0;2
"1248";226;79;69;0,879;"06/03/2023 05:06";0;2
"1249";226;77;73;0,938;"06/03/2023 05:21";0;2
"1250";226;83;79;0,951;"06/03/2023 05:36";0;2
"1251";226;78;72;0,914;"06/03/2023 05:51";0;2
"1252";226;84;73;0,867;"06/03/2023 06:06";99;2
"1253";226;66;58;0,87;"06/03/2023 06:21";99;2
"1254";226;49;41;0,855;"06/03/2023 06:36";99;2
"1255";226;41;35;0,849;"06/03/2023 06:51";99;2
"1256";226;35;32;0,92;"06/03/2023 07:06";99;2
"1257";226;36;31;0,882;"06/03/2023 07:21";99;2
"1258";226;40;37;0,913;"06/03/2023 07:36";99;2
"1259";226;54;46;0,846;"06/03/2023 07:51";99;2
"1260";226;62;51;0,827;"06/03/2023 08:06";99;2
"1261";226;49;40;0,825;"06/03/2023 08:21";99;2
"1262";226;41;33;0,807;"06/03/2023 08:36";99;2
"1263";226;36;31;0,869;"06/03/2023 08:51";99;2
"1264";226;36;28;0,775;"06/03/2023 09:21";99;2
"1265";226;36;27;0,749;"06/03/2023 09:36";99;2
"1266";226;37;27;0,739;"06/03/2023 09:51";99;2
"1267";226;41;33;0,791;"06/03/2023 10:06";99;2
"1268";226;62;49;0,787;"06/03/2023 10:21";99;2
"1269";226;67;53;0,799;"06/03/2023 10:36";99;2
"1270";226;60;45;0,752;"06/03/2023 10:51";99;2
"1271";226;41;34;0,837;"06/03/2023 11:06";99;2
"1272";226;36;29;0,8;"06/03/2023 11:21";99;2
"1273";226;34;27;0,788;"06/03/2023 11:36";99;2
"1274";226;31;26;0,844;"06/03/2023 11:51";99;2
"1275";226;28;25;0,903;"06/03/2023 12:06";99;2
"1276";226;28;25;0,914;"06/03/2023 12:21";99;2
"1277";226;28;24;0,869;"06/03/2023 12:36";99;2
"1278";226;28;24;0,857;"06/03/2023 12:51";99;2
"1279";226;49;39;0,804;"06/03/2023 13:06";99;2
"1280";226;36;29;0,809;"06/03/2023 13:36";99;2
"1281";226;27;28;1,015;"06/03/2023 13:51";99;2
"1282";226;28;26;0,924;"06/03/2023 14:06";99;2
"1283";226;27;27;0,968;"06/03/2023 14:21";99;2
"1284";226;22;24;1,102;"06/03/2023 14:36";99;2
"1285";226;28;24;0,87;"06/03/2023 14:51";99;2
"1286";226;36;30;0,849;"06/03/2023 15:06";99;2
"1287";226;53;47;0,875;"06/03/2023 15:21";99;2
"1288";226;61;52;0,84;"06/03/2023 15:36";99;2
"1289";226;60;56;0,934;"06/03/2023 15:51";99;2
"1290";226;60;56;0,935;"06/03/2023 16:06";99;2
"1291";226;39;41;1,057;"06/03/2023 16:21";99;2
"1292";226;35;35;1,003;"06/03/2023 16:36";99;2
"1293";226;35;35;1,024;"06/03/2023 16:51";99;2
"1294";226;29;33;1,139;"06/03/2023 17:06";99;2
"1295";226;29;32;1,099;"06/03/2023 17:21";99;2
"1296";226;66;58;0,877;"06/03/2023 17:51";99;2
"1297";226;61;39;0,641;"06/03/2023 18:06";0;2
"1298";226;69;46;0,659;"06/03/2023 18:21";0;2
"1299";226;97;71;0,733;"06/03/2023 18:36";0;2
"1300";226;99;73;0,734;"06/03/2023 18:51";0;2
"1301";226;104;80;0,77;"06/03/2023 19:06";0;2
"1302";226;125;79;0,634;"06/03/2023 19:21";0;2
"1303";226;120;79;0,658;"06/03/2023 19:36";0;2
"1304";226;127;87;0,684;"06/03/2023 19:51";0;2
"1305";226;119;81;0,68;"06/03/2023 20:06";0;2
"1306";226;111;77;0,698;"06/03/2023 20:21";0;2
"1307";226;113;80;0,71;"06/03/2023 20:36";0;2
"1308";226;123;91;0,738;"06/03/2023 20:51";0;2
"1309";226;105;75;0,715;"06/03/2023 21:06";0;2
"1310";226;105;78;0,748;"06/03/2023 21:21";0;2
"1311";226;99;74;0,749;"06/03/2023 21:36";0;2
"1312";226;91;82;0,9;"06/03/2023 22:06";0;2
"1313";226;92;88;0,955;"06/03/2023 22:21";0;2
"1314";226;75;74;0,987;"06/03/2023 22:36";0;2
"1315";226;55;51;0,923;"06/03/2023 22:51";0;2
"1316";226;45;45;1,01;"06/03/2023 23:06";0;2
"1317";226;65;62;0,959;"06/03/2023 23:21";0;2
"1318";226;64;65;1,01;"06/03/2023 23:36";0;2
"1319";226;59;58;0,977;"06/03/2023 23:51";0;2
"1320";226;54;55;1,025;"07/03/2023 00:06";0;2
"1321";226;72;71;0,988;"07/03/2023 00:21";0;2
"1322";226;85;83;0,983;"07/03/2023 00:36";0;2
"1323";226;82;79;0,961;"07/03/2023 00:51";0;2
"1324";226;95;92;0,962;"07/03/2023 01:06";0;2
"1325";226;85;80;0,947;"07/03/2023 01:21";0;2
"1326";226;78;73;0,936;"07/03/2023 01:36";0;2
"1327";226;55;54;0,992;"07/03/2023 01:51";0;2
"1328";226;61;53;0,882;"07/03/2023 02:21";0;2
"1329";226;68;62;0,915;"07/03/2023 02:36";0;2
"1330";226;83;76;0,914;"07/03/2023 02:51";0;2
"1331";226;79;69;0,874;"07/03/2023 03:06";0;2
"1332";226;61;54;0,885;"07/03/2023 03:21";0;2
"1333";226;69;60;0,871;"07/03/2023 03:36";0;2
"1334";226;83;74;0,892;"07/03/2023 03:51";0;2
"1335";226;91;80;0,882;"07/03/2023 04:06";0;2
"1336";226;92;81;0,887;"07/03/2023 04:21";0;2
"1337";226;97;84;0,872;"07/03/2023 04:36";0;2
"1338";226;83;73;0,878;"07/03/2023 04:51";0;2
"1339";226;84;72;0,851;"07/03/2023 05:06";0;2
"1340";226;84;71;0,847;"07/03/2023 05:21";0;2
"1341";226;92;78;0,85;"07/03/2023 05:36";0;2
"1342";226;105;91;0,873;"07/03/2023 05:51";0;2
"1343";226;101;88;0,872;"07/03/2023 06:06";99;2
"1344";226;83;76;0,909;"07/03/2023 06:36";99;2
"1345";226;84;73;0,87;"07/03/2023 06:51";99;2
"1346";226;79;68;0,856;"07/03/2023 07:06";99;2
"1347";226;72;61;0,845;"07/03/2023 07:21";99;2
"1348";226;72;61;0,849;"07/03/2023 07:36";99;2
"1349";226;54;43;0,802;"07/03/2023 07:51";99;2
"1350";226;49;37;0,741;"07/03/2023 08:06";99;2
"1351";226;40;36;0,886;"07/03/2023 08:21";99;2
"1352";226;60;47;0,78;"07/03/2023 08:36";99;2
"1353";226;72;59;0,823;"07/03/2023 08:51";99;2
"1354";226;71;62;0,874;"07/03/2023 09:06";99;2
"1355";226;50;38;0,771;"07/03/2023 09:21";99;2
"1356";226;49;39;0,783;"07/03/2023 09:36";99;2
"1357";226;50;37;0,755;"07/03/2023 09:51";99;2
"1358";226;46;38;0,816;"07/03/2023 10:06";99;2
"1359";226;46;37;0,802;"07/03/2023 10:21";99;2
"1360";226;62;50;0,806;"07/03/2023 10:51";99;2
"1361";226;64;54;0,837;"07/03/2023 11:06";99;2
"1362";226;59;51;0,869;"07/03/2023 11:21";99;2
"1363";226;46;37;0,804;"07/03/2023 11:36";99;2
"1364";226;47;36;0,781;"07/03/2023 11:51";99;2
"1365";226;36;28;0,778;"07/03/2023 12:06";99;2
"1366";226;33;27;0,814;"07/03/2023 12:21";99;2
"1367";226;29;21;0,742;"07/03/2023 12:36";99;2
"1368";226;35;22;0,64;"07/03/2023 12:51";99;2
"1369";226;37;27;0,729;"07/03/2023 13:06";99;2
"1370";226;46;37;0,795;"07/03/2023 13:21";99;2
"1371";226;45;32;0,72;"07/03/2023 13:36";99;2
"1372";226;34;26;0,767;"07/03/2023 13:51";99;2
"1373";226;35;22;0,647;"07/03/2023 14:06";99;2
"1374";226;29;21;0,712;"07/03/2023 14:21";99;2
"1375";226;47;34;0,715;"07/03/2023 14:36";99;2
"1376";226;66;59;0,903;"07/03/2023 15:06";99;2
"1377";226;74;63;0,858;"07/03/2023 15:21";99;2
"1378";226;74;65;0,879;"07/03/2023 15:36";99;2
"1379";226;48;41;0,856;"07/03/2023 15:51";99;2
"1380";226;35;31;0,887;"07/03/2023 16:06";99;2
"1381";226;36;31;0,871;"07/03/2023 16:21";99;2
"1382";226;33;28;0,842;"07/03/2023 16:36";99;2
"1383";226;31;26;0,829;"07/03/2023 16:51";99;2
"1384";226;31;26;0,839;"07/03/2023 17:06";99;2
"1385";226;36;30;0,847;"07/03/2023 17:21";99;2
"1386";226;42;30;0,705;"07/03/2023 17:36";99;2
"1387";226;37;27;0,737;"07/03/2023 17:51";99;2
"1388";226;58;42;0,727;"07/03/2023 18:06";0;2
"1389";226;75;60;0,797;"07/03/2023 18:21";0;2
"1390";226;74;63;0,85;"07/03/2023 18:36";0;2
"1391";226;61;52;0,854;"07/03/2023 18:51";0;2
"1392";226;60;56;0,93;"07/03/2023 19:21";0;2
"1393";226;78;72;0,924;"07/03/2023 19:36";0;2
"1394";226;84;73;0,869;"07/03/2023 19:51";0;2
"1395";226;74;64;0,866;"07/03/2023 20:06";0;2
"1396";226;78;71;0,919;"07/03/2023 20:21";0;2
"1397";226;78;72;0,914;"07/03/2023 20:36";0;2
"1398";226;74;65;0,886;"07/03/2023 20:51";0;2
"1399";226;95;88;0,928;"07/03/2023 21:06";0;2
"1400";226;109;97;0,889;"07/03/2023 21:21";0;2
"1401";226;96;87;0,905;"07/03/2023 21:36";0;2
"1402";226;91;81;0,888;"07/03/2023 21:51";0;2
"1403";226;97;84;0,866;"07/03/2023 22:06";0;2
"1404";226;104;92;0,884;"07/03/2023 22:21";0;2
"1405";226;79;67;0,851;"07/03/2023 22:36";0;2
"1406";226;64;54;0,842;"07/03/2023 22:51";0;2
"1407";226;78;72;0,93;"07/03/2023 23:06";0;2
"1408";226;65;60;0,919;"07/03/2023 23:36";0;2
"1409";226;84;73;0,863;"07/03/2023 23:51";0;2
"1410";226;69;59;0,858;"08/03/2023 00:06";0;2
"1411";226;66;58;0,876;"08/03/2023 00:21";0;2
"1412";226;84;72;0,86;"08/03/2023 00:36";0;2
"1413";226;101;88;0,87;"08/03/2023 00:51";0;2
"1414";226;94;82;0,868;"08/03/2023 01:06";0;2
"1415";226;84;71;0,846;"08/03/2023 01:21";0;2
"1416";226;77;66;0,863;"08/03/2023 01:36";0;2
"1417";226;66;57;0,869;"08/03/2023 01:51";0;2
"1418";226;56;48;0,857;"08/03/2023 02:06";0;2
"1419";226;64;54;0,843;"08/03/2023 02:21";0;2
"1420";226;59;47;0,793;"08/03/2023 02:36";0;2
"1421";226;59;48;0,808;"08/03/2023 02:51";0;2
"1422";226;72;58;0,803;"08/03/2023 03:06";0;2
"1423";226;78;62;0,796;"08/03/2023 03:21";0;2
"1424";226;56;50;0,895;"08/03/2023 03:51";0;2
"1425";226;68;62;0,914;"08/03/2023 04:06";0;2
"1426";226;74;65;0,882;"08/03/2023 04:21";0;2
"1427";226;69;61;0,891;"08/03/2023 04:36";0;2
"1428";226;73;66;0,911;"08/03/2023 04:51";0;2
"1429";226;67;63;0,941;"08/03/2023 05:06";0;2
"1430";226;78;70;0,898;"08/03/2023 05:21";0;2
"1431";226;81;73;0,897;"08/03/2023 05:36";0;2
"1432";226;82;71;0,863;"08/03/2023 05:51";0;2
"1433";226;87;74;0,857;"08/03/2023 06:06";99;2
"1434";226;69;62;0,897;"08/03/2023 06:21";99;2
"1435";226;61;51;0,836;"08/03/2023 06:36";99;2
"1436";226;50;45;0,885;"08/03/2023 06:51";99;2
"1437";226;43;38;0,87;"08/03/2023 07:06";99;2
"1438";226;38;34;0,883;"08/03/2023 07:21";99;2
"1439";226;57;47;0,831;"08/03/2023 07:36";99;2
"1440";226;49;39;0,803;"08/03/2023 08:06";99;2
"1441";226;62;50;0,815;"08/03/2023 08:21";99;2
"1442";226;52;41;0,796;"08/03/2023 08:36";99;2
"1443";226;44;34;0,768;"08/03/2023 08:51";99;2
"1444";226;38;32;0,845;"08/03/2023 09:06";99;2
"1445";226;39;32;0,826;"08/03/2023 09:21";99;2
"1446";226;39;30;0,76;"08/03/2023 09:36";99;2
"1447";226;40;28;0,7;"08/03/2023 09:51";99;2
"1448";226;52;38;0,732;"08/03/2023 10:06";99;2
"1449";226;63;46;0,741;"08/03/2023 10:21";99;2
"1450";226;58;42;0,722;"08/03/2023 10:36";99;2
"1451";226;45;33;0,731;"08/03/2023 10:51";99;2
"1452";226;39;29;0,755;"08/03/2023 11:06";99;2
"1453";226;40;27;0,673;"08/03/2023 11:21";99;2
"1454";226;31;25;0,82;"08/03/2023 11:36";99;2
"1455";226;31;25;0,821;"08/03/2023 11:51";99;2
"1456";226;39;30;0,753;"08/03/2023 12:21";99;2
"1457";226;37;26;0,691;"08/03/2023 12:36";99;2
"1458";226;31;24;0,77;"08/03/2023 12:51";99;2
"1459";226;34;24;0,684;"08/03/2023 13:06";99;2
"1460";226;45;31;0,691;"08/03/2023 13:21";99;2
"1461";226;72;48;0,677;"08/03/2023 13:36";99;2
"1462";226;72;48;0,673;"08/03/2023 13:51";99;2
"1463";226;57;44;0,766;"08/03/2023 14:06";99;2
"1464";226;44;33;0,74;"08/03/2023 14:21";99;2
"1465";226;40;28;0,697;"08/03/2023 14:36";99;2
"1466";226;34;25;0,728;"08/03/2023 14:51";99;2
"1467";226;31;24;0,751;"08/03/2023 15:06";99;2
"1468";226;31;24;0,764;"08/03/2023 15:21";99;2
"1469";226;31;23;0,733;"08/03/2023 15:36";99;2
"1470";226;32;23;0,726;"08/03/2023 15:51";99;2
"1471";226;32;22;0,706;"08/03/2023 16:06";99;2
"1472";226;25;22;0,877;"08/03/2023 16:36";99;2
"1473";226;57;45;0,78;"08/03/2023 16:51";99;2
"1474";226;67;55;0,825;"08/03/2023 17:06";99;2
"1475";226;61;53;0,878;"08/03/2023 17:21";99;2
"1476";226;52;40;0,782;"08/03/2023 17:36";99;2
"1477";226;43;38;0,893;"08/03/2023 17:51";99;2
"1478";226;44;36;0,827;"08/03/2023 18:06";0;2
"1479";226;51;42;0,832;"08/03/2023 18:21";0;2
"1480";226;74;63;0,857;"08/03/2023 18:36";0;2
"1481";226;82;67;0,814;"08/03/2023 18:51";0;2
"1482";226;82;70;0,852;"08/03/2023 19:06";0;2
"1483";226;87;74;0,857;"08/03/2023 19:21";0;2
"1484";226;72;61;0,859;"08/03/2023 19:36";0;2
"1485";226;69;60;0,864;"08/03/2023 19:51";0;2
"1486";226;86;76;0,886;"08/03/2023 20:06";0;2
"1487";226;88;79;0,899;"08/03/2023 20:21";0;2
"1488";226;73;67;0,913;"08/03/2023 20:51";0;2
"1489";226;87;74;0,86;"08/03/2023 21:06";0;2
"1490";226;91;82;0,895;"08/03/2023 21:21";0;2
"1491";226;105;91;0,867;"08/03/2023 21:36";0;2
"1492";226;98;89;0,902;"08/03/2023 21:51";0;2
"1493";226;99;85;0,856;"08/03/2023 22:06";0;2
"1494";226;91;82;0,893;"08/03/2023 22:21";0;2
"1495";226;101;90;0,887;"08/03/2023 22:36";0;2
"1496";226;91;80;0,873;"08/03/2023 22:51";0;2
"1497";226;92;79;0,868;"08/03/2023 23:06";0;2
"1498";226;100;85;0,85;"08/03/2023 23:21";0;2
"1499";226;91;81;0,884;"08/03/2023 23:36";0;2
"1500";226;86;76;0,88;"08/03/2023 23:51";0;2
"1501";226;71;72;1,01;"09/03/2023 00:06";0;2
"1502";226;66;71;1,075;"09/03/2023 00:21";0;2
"1503";226;66;73;1,108;"09/03/2023 00:36";0;2
"1504";226;60;46;0,777;"09/03/2023 01:06";0;2
"1505";226;71;53;0,755;"09/03/2023 01:21";0;2
"1506";226;58;42;0,725;"09/03/2023 01:36";0;2
"1507";226;70;54;0,772;"09/03/2023 01:51";0;2
"1508";226;79;67;0,844;"09/03/2023 02:06";0;2
"1509";226;93;74;0,797;"09/03/2023 02:21";0;2
"1510";226;75;59;0,78;"09/03/2023 02:36";0;2
"1511";226;62;49;0,794;"09/03/2023 02:51";0;2
"1512";226;57;43;0,753;"09/03/2023 03:06";0;2
"1513";226;63;46;0,726;"09/03/2023 03:21";0;2
"1514";226;57;43;0,752;"09/03/2023 03:36";0;2
"1515";226;70;53;0,755;"09/03/2023 03:51";0;2
"1516";226;80;65;0,815;"09/03/2023 04:06";0;2
"1517";226;93;75;0,809;"09/03/2023 04:21";0;2
"1518";226;88;68;0,772;"09/03/2023 04:36";0;2
"1519";226;70;54;0,761;"09/03/2023 04:51";0;2
"1520";226;84;75;0,895;"09/03/2023 05:21";0;2
"1521";226;84;75;0,896;"09/03/2023 05:36";0;2
"1522";226;71;61;0,853;"09/03/2023 05:51";0;2
"1523";226;62;49;0,784;"09/03/2023 06:06";99;2
"1524";226;54;44;0,805;"09/03/2023 06:21";99;2
"1525";226;49;40;0,829;"09/03/2023 06:36";99;2
"1526";226;49;39;0,789;"09/03/2023 06:51";99;2
"1527";226;49;40;0,819;"09/03/2023 07:06";99;2
"1528";226;71;61;0,859;"09/03/2023 07:21";99;2
"1529";226;85;70;0,824;"09/03/2023 07:36";99;2
"1530";226;79;64;0,807;"09/03/2023 07:51";99;2
"1531";226;67;55;0,813;"09/03/2023 08:06";99;2
"1532";226;52;40;0,777;"09/03/2023 08:21";99;2
"1533";226;47;35;0,751;"09/03/2023 08:36";99;2
"1534";226;41;33;0,81;"09/03/2023 08:51";99;2
"1535";226;42;32;0,759;"09/03/2023 09:06";99;2
"1536";226;39;32;0,831;"09/03/2023 09:36";99;2
"1537";226;36;30;0,855;"09/03/2023 09:51";99;2
"1538";226;44;35;0,792;"09/03/2023 10:06";99;2
"1539";226;43;37;0,856;"09/03/2023 10:21";99;2
"1540";226;49;39;0,782;"09/03/2023 10:36";99;2
"1541";226;42;32;0,778;"09/03/2023 10:51";99;2
"1542";226;36;28;0,784;"09/03/2023 11:06";99;2
"1543";226;39;31;0,799;"09/03/2023 11:21";99;2
"1544";226;36;29;0,791;"09/03/2023 11:36";99;2
"1545";226;37;27;0,72;"09/03/2023 11:51";99;2
"1546";226;36;28;0,766;"09/03/2023 12:06";99;2
"1547";226;31;26;0,855;"09/03/2023 12:21";99;2
"1548";226;49;39;0,804;"09/03/2023 12:36";99;2
"1549";226;44;33;0,741;"09/03/2023 12:51";99;2
"1550";226;36;30;0,851;"09/03/2023 13:06";99;2
"1551";226;49;38;0,779;"09/03/2023 13:21";99;2
"1552";226;62;47;0,755;"09/03/2023 13:51";99;2
"1553";226;60;45;0,751;"09/03/2023 14:06";99;2
"1554";226;45;31;0,7;"09/03/2023 14:21";99;2
"1555";226;45;31;0,694;"09/03/2023 14:36";99;2
"1556";226;37;26;0,686;"09/03/2023 14:51";99;2
"1557";226;31;24;0,769;"09/03/2023 15:06";99;2
"1558";226;32;22;0,707;"09/03/2023 15:21";99;2
"1559";226;32;22;0,673;"09/03/2023 15:36";99;2
"1560";226;31;24;0,773;"09/03/2023 15:51";99;2
"1561";226;58;41;0,703;"09/03/2023 16:06";99;2
"1562";226;55;41;0,748;"09/03/2023 16:21";99;2
"1563";226;44;34;0,784;"09/03/2023 16:36";99;2
"1564";226;45;32;0,716;"09/03/2023 16:51";99;2
"1565";226;42;31;0,737;"09/03/2023 17:06";99;2
"1566";226;39;30;0,785;"09/03/2023 17:21";99;2
"1567";226;36;27;0,755;"09/03/2023 17:36";99;2
"1568";226;66;57;0,871;"09/03/2023 18:06";0;2
"1569";226;78;71;0,911;"09/03/2023 18:21";0;2
"1570";226;84;72;0,856;"09/03/2023 18:36";0;2
"1571";226;79;70;0,881;"09/03/2023 18:51";0;2
"1572";226;73;67;0,914;"09/03/2023 19:06";0;2
"1573";226;73;65;0,891;"09/03/2023 19:21";0;2
"1574";226;83;76;0,91;"09/03/2023 19:36";0;2
"1575";226;85;80;0,943;"09/03/2023 19:51";0;2
"1576";226;86;77;0,897;"09/03/2023 20:06";0;2
"1577";226;78;71;0,9;"09/03/2023 20:21";0;2
"1578";226;70;63;0,892;"09/03/2023 20:36";0;2
"1579";226;78;70;0,892;"09/03/2023 20:51";0;2
"1580";226;86;76;0,888;"09/03/2023 21:06";0;2
"1581";226;96;88;0,924;"09/03/2023 21:21";0;2
"1582";226;91;82;0,896;"09/03/2023 21:36";0;2
"1583";226;91;81;0,893;"09/03/2023 21:51";0;2
"1584";226;87;74;0,849;"09/03/2023 22:21";0;2
"1585";226;91;82;0,894;"09/03/2023 22:36";0;2
"1586";226;105;90;0,855;"09/03/2023 22:51";0;2
"1587";226;91;81;0,887;"09/03/2023 23:06";0;2
"1588";226;86;77;0,89;"09/03/2023 23:21";0;2
"1589";226;91;82;0,905;"09/03/2023 23:36";0;2
"1590";226;86;76;0,881;"09/03/2023 23:51";0;2
"1591";226;92;78;0,854;"10/03/2023 00:06";0;2
"1592";226;66;57;0,868;"10/03/2023 00:21";0;2
"1593";226;56;48;0,85;"10/03/2023 00:36";0;2
"1594";226;74;63;0,852;"10/03/2023 00:51";0;2
"1595";226;56;49;0,886;"10/03/2023 01:06";0;2
"1596";226;42;41;0,975;"10/03/2023 01:21";0;2
"1597";226;45;53;1,172;"10/03/2023 01:36";0;2
"1598";226;53;59;1,116;"10/03/2023 01:51";0;2
