"";"Animal No._NA";"VO2(3)_[ml/h]";"VCO2(3)_[ml/h]";"RER_NA";"Datetime";"LightC_[%]";"Box_NA"
"1";224;104;75;0,72;"01/03/2023 10:06";99;1
"2";224;112;81;0,723;"01/03/2023 10:21";99;1
"3";224;116;90;0,772;"01/03/2023 10:36";99;1
"4";224;116;91;0,789;"01/03/2023 10:51";99;1
"5";224;128;102;0,798;"01/03/2023 11:06";99;1
"6";224;120;97;0,815;"01/03/2023 11:21";99;1
"7";224;113;87;0,77;"01/03/2023 11:36";99;1
"8";224;124;98;0,79;"01/03/2023 11:51";99;1
"9";224;121;94;0,78;"01/03/2023 12:06";99;1
"10";224;120;97;0,806;"01/03/2023 12:21";99;1
"11";224;110;88;0,805;"01/03/2023 12:36";99;1
"12";224;113;91;0,804;"01/03/2023 12:51";99;1
"13";224;102;83;0,813;"01/03/2023 13:06";99;1
"14";224;115;94;0,822;"01/03/2023 13:21";99;1
"15";224;102;83;0,813;"01/03/2023 13:36";99;1
"16";224;99;72;0,732;"01/03/2023 13:51";99;1
"17";224;68;58;0,843;"01/03/2023 14:21";99;1
"18";224;66;56;0,845;"01/03/2023 14:36";99;1
"19";224;66;54;0,815;"01/03/2023 14:51";99;1
"20";224;66;55;0,837;"01/03/2023 15:06";99;1
"21";224;66;55;0,84;"01/03/2023 15:21";99;1
"22";224;61;51;0,829;"01/03/2023 15:36";99;1
"23";224;61;50;0,821;"01/03/2023 15:51";99;1
"24";224;84;69;0,816;"01/03/2023 16:06";99;1
"25";224;79;66;0,836;"01/03/2023 16:21";99;1
"26";224;69;57;0,826;"01/03/2023 16:36";99;1
"27";224;67;53;0,796;"01/03/2023 16:51";99;1
"28";224;67;53;0,792;"01/03/2023 17:06";99;1
"29";224;66;54;0,808;"01/03/2023 17:21";99;1
"30";224;74;61;0,82;"01/03/2023 17:36";99;1
"31";224;78;68;0,868;"01/03/2023 17:51";99;1
"32";224;73;65;0,889;"01/03/2023 18:06";0;1
"33";224;66;57;0,858;"01/03/2023 18:36";0;1
"34";224;65;57;0,869;"01/03/2023 18:51";0;1
"35";224;85;77;0,908;"01/03/2023 19:06";0;1
"36";224;112;104;0,926;"01/03/2023 19:21";0;1
"37";224;109;105;0,966;"01/03/2023 19:36";0;1
"38";224;113;112;0,99;"01/03/2023 19:51";0;1
"39";224;101;100;0,995;"01/03/2023 20:06";0;1
"40";224;113;112;0,985;"01/03/2023 20:21";0;1
"41";224;101;99;0,986;"01/03/2023 20:36";0;1
"42";224;101;101;0,998;"01/03/2023 20:51";0;1
"43";224;76;77;1,02;"01/03/2023 21:06";0;1
"44";224;70;66;0,949;"01/03/2023 21:21";0;1
"45";224;65;60;0,933;"01/03/2023 21:36";0;1
"46";224;90;84;0,936;"01/03/2023 21:51";0;1
"47";224;89;86;0,963;"01/03/2023 22:06";0;1
"48";224;77;74;0,972;"01/03/2023 22:21";0;1
"49";224;64;63;0,989;"01/03/2023 22:51";0;1
"50";224;65;60;0,928;"01/03/2023 23:06";0;1
"51";224;101;96;0,954;"01/03/2023 23:21";0;1
"52";224;106;105;0,983;"01/03/2023 23:36";0;1
"53";224;111;108;0,969;"01/03/2023 23:51";0;1
"54";224;106;104;0,981;"02/03/2023 00:06";0;1
"55";224;108;107;0,993;"02/03/2023 00:21";0;1
"56";224;102;97;0,957;"02/03/2023 00:36";0;1
"57";224;71;70;0,982;"02/03/2023 00:51";0;1
"58";224;72;68;0,945;"02/03/2023 01:06";0;1
"59";224;65;61;0,94;"02/03/2023 01:21";0;1
"60";224;102;95;0,927;"02/03/2023 01:36";0;1
"61";224;106;105;0,995;"02/03/2023 01:51";0;1
"62";224;112;113;1,002;"02/03/2023 02:06";0;1
"63";224;112;107;0,963;"02/03/2023 02:21";0;1
"64";224;104;100;0,96;"02/03/2023 02:36";0;1
"65";224;102;96;0,942;"02/03/2023 03:06";0;1
"66";224;103;93;0,91;"02/03/2023 03:21";0;1
"67";224;83;76;0,915;"02/03/2023 03:36";0;1
"68";224;73;64;0,878;"02/03/2023 03:51";0;1
"69";224;74;61;0,825;"02/03/2023 04:06";0;1
"70";224;69;57;0,834;"02/03/2023 04:21";0;1
"71";224;69;57;0,836;"02/03/2023 04:36";0;1
"72";224;67;55;0,821;"02/03/2023 04:51";0;1
"73";224;79;64;0,803;"02/03/2023 05:06";0;1
"74";224;66;55;0,836;"02/03/2023 05:21";0;1
"75";224;75;59;0,782;"02/03/2023 05:36";0;1
"76";224;67;52;0,773;"02/03/2023 05:51";0;1
"77";224;74;60;0,808;"02/03/2023 06:06";99;1
"78";224;107;88;0,82;"02/03/2023 06:21";99;1
"79";224;103;90;0,873;"02/03/2023 06:36";99;1
"80";224;101;90;0,898;"02/03/2023 06:51";99;1
"81";224;111;99;0,89;"02/03/2023 07:21";99;1
"82";224;108;99;0,915;"02/03/2023 07:36";99;1
"83";224;94;90;0,955;"02/03/2023 07:51";99;1
"84";224;95;87;0,924;"02/03/2023 08:06";99;1
"85";224;95;87;0,916;"02/03/2023 08:21";99;1
"86";224;92;85;0,916;"02/03/2023 08:36";99;1
"87";224;83;74;0,896;"02/03/2023 08:51";99;1
"88";224;79;66;0,845;"02/03/2023 09:06";99;1
"89";224;89;76;0,862;"02/03/2023 09:21";99;1
"90";224;73;63;0,863;"02/03/2023 09:36";99;1
"91";224;74;61;0,831;"02/03/2023 09:51";99;1
"92";224;69;57;0,836;"02/03/2023 10:06";99;1
"93";224;74;59;0,803;"02/03/2023 10:21";99;1
"94";224;74;60;0,802;"02/03/2023 10:36";99;1
"95";224;72;56;0,779;"02/03/2023 10:51";99;1
"96";224;69;55;0,8;"02/03/2023 11:06";99;1
"97";224;101;86;0,849;"02/03/2023 11:36";99;1
"98";224;93;82;0,889;"02/03/2023 11:51";99;1
"99";224;93;84;0,91;"02/03/2023 12:06";99;1
"100";224;88;77;0,87;"02/03/2023 12:21";99;1
"101";224;81;69;0,856;"02/03/2023 12:36";99;1
"102";224;77;60;0,785;"02/03/2023 12:51";99;1
"103";224;72;56;0,776;"02/03/2023 13:06";99;1
"104";224;70;54;0,77;"02/03/2023 13:21";99;1
"105";224;64;50;0,782;"02/03/2023 13:36";99;1
"106";224;65;49;0,749;"02/03/2023 13:51";99;1
"107";224;64;52;0,809;"02/03/2023 14:06";99;1
"108";224;79;63;0,798;"02/03/2023 14:21";99;1
"109";224;89;77;0,868;"02/03/2023 14:36";99;1
"110";224;88;80;0,911;"02/03/2023 14:51";99;1
"111";224;75;70;0,94;"02/03/2023 15:06";99;1
"112";224;72;57;0,798;"02/03/2023 15:21";99;1
"113";224;69;57;0,824;"02/03/2023 15:51";99;1
"114";224;74;60;0,816;"02/03/2023 16:06";99;1
"115";224;67;54;0,813;"02/03/2023 16:21";99;1
"116";224;63;53;0,832;"02/03/2023 16:36";99;1
"117";224;64;52;0,814;"02/03/2023 16:51";99;1
"118";224;67;53;0,788;"02/03/2023 17:06";99;1
"119";224;86;72;0,839;"02/03/2023 17:21";99;1
"120";224;90;79;0,878;"02/03/2023 17:36";99;1
"121";224;90;84;0,936;"02/03/2023 17:51";99;1
"122";224;72;68;0,944;"02/03/2023 18:06";0;1
"123";224;73;64;0,87;"02/03/2023 18:21";0;1
"124";224;96;84;0,871;"02/03/2023 18:36";0;1
"125";224;108;95;0,876;"02/03/2023 18:51";0;1
"126";224;110;101;0,922;"02/03/2023 19:06";0;1
"127";224;112;102;0,907;"02/03/2023 19:21";0;1
"128";224;112;103;0,919;"02/03/2023 19:36";0;1
"129";224;114;109;0,958;"02/03/2023 20:06";0;1
"130";224;107;102;0,959;"02/03/2023 20:21";0;1
"131";224;120;108;0,896;"02/03/2023 20:36";0;1
"132";224;113;105;0,932;"02/03/2023 20:51";0;1
"133";224;112;105;0,941;"02/03/2023 21:06";0;1
"134";224;108;96;0,887;"02/03/2023 21:21";0;1
"135";224;108;97;0,898;"02/03/2023 21:36";0;1
"136";224;112;106;0,953;"02/03/2023 21:51";0;1
"137";224;107;101;0,946;"02/03/2023 22:06";0;1
"138";224;106;106;0,996;"02/03/2023 22:21";0;1
"139";224;109;106;0,971;"02/03/2023 22:36";0;1
"140";224;106;104;0,982;"02/03/2023 22:51";0;1
"141";224;101;97;0,961;"02/03/2023 23:06";0;1
"142";224;111;108;0,97;"02/03/2023 23:21";0;1
"143";224;108;105;0,975;"02/03/2023 23:36";0;1
"144";224;114;110;0,968;"02/03/2023 23:51";0;1
"145";224;114;109;0,953;"03/03/2023 00:21";0;1
"146";224;107;98;0,914;"03/03/2023 00:36";0;1
"147";224;105;98;0,932;"03/03/2023 00:51";0;1
"148";224;112;105;0,94;"03/03/2023 01:06";0;1
"149";224;101;98;0,964;"03/03/2023 01:21";0;1
"150";224;81;80;0,99;"03/03/2023 01:36";0;1
"151";224;78;70;0,899;"03/03/2023 01:51";0;1
"152";224;79;67;0,845;"03/03/2023 02:06";0;1
"153";224;74;61;0,821;"03/03/2023 02:21";0;1
"154";224;79;65;0,828;"03/03/2023 02:36";0;1
"155";224;74;60;0,806;"03/03/2023 02:51";0;1
"156";224;66;56;0,85;"03/03/2023 03:06";0;1
"157";224;79;66;0,836;"03/03/2023 03:21";0;1
"158";224;95;87;0,918;"03/03/2023 03:36";0;1
"159";224;102;96;0,946;"03/03/2023 03:51";0;1
"160";224;104;100;0,955;"03/03/2023 04:06";0;1
"161";224;106;104;0,99;"03/03/2023 04:36";0;1
"162";224;102;96;0,945;"03/03/2023 04:51";0;1
"163";224;104;99;0,946;"03/03/2023 05:06";0;1
"164";224;102;96;0,945;"03/03/2023 05:21";0;1
"165";224;106;102;0,96;"03/03/2023 05:36";0;1
"166";224;104;98;0,939;"03/03/2023 05:51";0;1
"167";224;85;80;0,939;"03/03/2023 06:06";99;1
"168";224;78;66;0,85;"03/03/2023 06:21";99;1
"169";224;79;66;0,831;"03/03/2023 06:36";99;1
"170";224;74;59;0,795;"03/03/2023 06:51";99;1
"171";224;74;60;0,803;"03/03/2023 07:06";99;1
"172";224;65;58;0,882;"03/03/2023 07:21";99;1
"173";224;71;59;0,825;"03/03/2023 07:36";99;1
"174";224;97;81;0,833;"03/03/2023 07:51";99;1
"175";224;103;93;0,911;"03/03/2023 08:06";99;1
"176";224;95;87;0,919;"03/03/2023 08:21";99;1
"177";224;73;65;0,895;"03/03/2023 08:51";99;1
"178";224;72;65;0,896;"03/03/2023 09:06";99;1
"179";224;68;59;0,865;"03/03/2023 09:21";99;1
"180";224;74;60;0,808;"03/03/2023 09:36";99;1
"181";224;66;58;0,882;"03/03/2023 09:51";99;1
"182";224;80;72;0,898;"03/03/2023 10:06";99;1
"183";224;90;82;0,914;"03/03/2023 10:21";99;1
"184";224;94;90;0,95;"03/03/2023 10:36";99;1
"185";224;93;89;0,959;"03/03/2023 10:51";99;1
"186";224;76;76;1;"03/03/2023 11:06";99;1
"187";224;77;71;0,914;"03/03/2023 11:21";99;1
"188";224;75;67;0,897;"03/03/2023 11:36";99;1
"189";224;73;65;0,887;"03/03/2023 11:51";99;1
"190";224;78;69;0,88;"03/03/2023 12:06";99;1
"191";224;73;63;0,859;"03/03/2023 12:21";99;1
"192";224;65;58;0,898;"03/03/2023 12:36";99;1
"193";224;91;77;0,846;"03/03/2023 13:06";99;1
"194";224;93;83;0,895;"03/03/2023 13:21";99;1
"195";224;90;82;0,915;"03/03/2023 13:36";99;1
"196";224;72;65;0,907;"03/03/2023 13:51";99;1
"197";224;65;59;0,895;"03/03/2023 14:06";99;1
"198";224;71;59;0,821;"03/03/2023 14:21";99;1
"199";224;66;55;0,824;"03/03/2023 14:36";99;1
"200";224;66;55;0,826;"03/03/2023 14:51";99;1
"201";224;66;55;0,836;"03/03/2023 15:06";99;1
"202";224;66;55;0,839;"03/03/2023 15:21";99;1
"203";224;64;52;0,812;"03/03/2023 15:36";99;1
"204";224;61;52;0,846;"03/03/2023 15:51";99;1
"205";224;61;50;0,808;"03/03/2023 16:06";99;1
"206";224;84;68;0,806;"03/03/2023 16:21";99;1
"207";224;99;85;0,857;"03/03/2023 16:36";99;1
"208";224;90;84;0,934;"03/03/2023 16:51";99;1
"209";224;72;67;0,928;"03/03/2023 17:21";99;1
"210";224;68;62;0,912;"03/03/2023 17:36";99;1
"211";224;73;64;0,874;"03/03/2023 17:51";99;1
"212";224;66;57;0,863;"03/03/2023 18:06";0;1
"213";224;96;85;0,89;"03/03/2023 18:21";0;1
"214";224;113;99;0,877;"03/03/2023 18:36";0;1
"215";224;107;97;0,908;"03/03/2023 18:51";0;1
"216";224;107;99;0,927;"03/03/2023 19:06";0;1
"217";224;113;102;0,904;"03/03/2023 19:21";0;1
"218";224;107;100;0,935;"03/03/2023 19:36";0;1
"219";224;104;99;0,956;"03/03/2023 19:51";0;1
"220";224;106;104;0,98;"03/03/2023 20:06";0;1
"221";224;112;106;0,945;"03/03/2023 20:21";0;1
"222";224;102;97;0,951;"03/03/2023 20:36";0;1
"223";224;105;99;0,95;"03/03/2023 20:51";0;1
"224";224;107;102;0,952;"03/03/2023 21:06";0;1
"225";224;116;113;0,971;"03/03/2023 21:36";0;1
"226";224;123;120;0,97;"03/03/2023 21:51";0;1
"227";224;112;105;0,939;"03/03/2023 22:06";0;1
"228";224;112;106;0,955;"03/03/2023 22:21";0;1
"229";224;110;110;1;"03/03/2023 22:36";0;1
"230";224;106;105;0,992;"03/03/2023 22:51";0;1
"231";224;119;116;0,975;"03/03/2023 23:06";0;1
"232";224;111;109;0,981;"03/03/2023 23:21";0;1
"233";224;101;100;0,99;"03/03/2023 23:36";0;1
"234";224;82;78;0,957;"03/03/2023 23:51";0;1
"235";224;78;70;0,903;"04/03/2023 00:06";0;1
"236";224;79;66;0,835;"04/03/2023 00:21";0;1
"237";224;73;64;0,884;"04/03/2023 00:36";0;1
"238";224;95;85;0,893;"04/03/2023 00:51";0;1
"239";224;109;105;0,964;"04/03/2023 01:06";0;1
"240";224;116;113;0,975;"04/03/2023 01:21";0;1
"241";224;106;105;0,988;"04/03/2023 01:51";0;1
"242";224;101;100;0,99;"04/03/2023 02:06";0;1
"243";224;101;96;0,945;"04/03/2023 02:21";0;1
"244";224;103;94;0,919;"04/03/2023 02:36";0;1
"245";224;102;94;0,916;"04/03/2023 02:51";0;1
"246";224;82;79;0,969;"04/03/2023 03:06";0;1
"247";224;77;72;0,938;"04/03/2023 03:21";0;1
"248";224;73;65;0,895;"04/03/2023 03:36";0;1
"249";224;69;59;0,86;"04/03/2023 03:51";0;1
"250";224;73;62;0,84;"04/03/2023 04:06";0;1
"251";224;66;56;0,846;"04/03/2023 04:21";0;1
"252";224;86;73;0,852;"04/03/2023 04:36";0;1
"253";224;103;91;0,877;"04/03/2023 04:51";0;1
"254";224;109;103;0,94;"04/03/2023 05:06";0;1
"255";224;109;105;0,96;"04/03/2023 05:21";0;1
"256";224;102;95;0,937;"04/03/2023 05:36";0;1
"257";224;129;121;0,939;"04/03/2023 06:06";99;1
"258";224;97;89;0,919;"04/03/2023 06:21";99;1
"259";224;79;74;0,927;"04/03/2023 06:36";99;1
"260";224;73;65;0,894;"04/03/2023 06:51";99;1
"261";224;74;62;0,84;"04/03/2023 07:06";99;1
"262";224;74;59;0,803;"04/03/2023 07:21";99;1
"263";224;74;58;0,781;"04/03/2023 07:36";99;1
"264";224;66;55;0,828;"04/03/2023 07:51";99;1
"265";224;66;54;0,822;"04/03/2023 08:06";99;1
"266";224;74;62;0,844;"04/03/2023 08:21";99;1
"267";224;104;90;0,869;"04/03/2023 08:36";99;1
"268";224;103;92;0,896;"04/03/2023 08:51";99;1
"269";224;90;82;0,909;"04/03/2023 09:06";99;1
"270";224;83;75;0,903;"04/03/2023 09:21";99;1
"271";224;68;61;0,9;"04/03/2023 09:36";99;1
"272";224;68;58;0,847;"04/03/2023 09:51";99;1
"273";224;66;54;0,812;"04/03/2023 10:21";99;1
"274";224;66;56;0,856;"04/03/2023 10:36";99;1
"275";224;66;54;0,82;"04/03/2023 10:51";99;1
"276";224;67;53;0,795;"04/03/2023 11:06";99;1
"277";224;67;51;0,766;"04/03/2023 11:21";99;1
"278";224;72;58;0,813;"04/03/2023 11:36";99;1
"279";224;84;71;0,844;"04/03/2023 11:51";99;1
"280";224;83;73;0,876;"04/03/2023 12:06";99;1
"281";224;73;66;0,91;"04/03/2023 12:21";99;1
"282";224;61;51;0,843;"04/03/2023 12:36";99;1
"283";224;56;45;0,801;"04/03/2023 12:51";99;1
"284";224;54;42;0,773;"04/03/2023 13:06";99;1
"285";224;57;45;0,794;"04/03/2023 13:21";99;1
"286";224;48;41;0,857;"04/03/2023 13:36";99;1
"287";224;49;39;0,798;"04/03/2023 13:51";99;1
"288";224;44;35;0,795;"04/03/2023 14:06";99;1
"289";224;79;65;0,818;"04/03/2023 14:36";99;1
"290";224;70;63;0,898;"04/03/2023 14:51";99;1
"291";224;64;62;0,958;"04/03/2023 15:06";99;1
"292";224;66;57;0,875;"04/03/2023 15:21";99;1
"293";224;61;53;0,872;"04/03/2023 15:36";99;1
"294";224;42;39;0,935;"04/03/2023 15:51";99;1
"295";224;41;34;0,849;"04/03/2023 16:06";99;1
"296";224;43;37;0,853;"04/03/2023 16:21";99;1
"297";224;43;37;0,86;"04/03/2023 16:36";99;1
"298";224;43;38;0,891;"04/03/2023 16:51";99;1
"299";224;38;33;0,871;"04/03/2023 17:06";99;1
"300";224;66;56;0,851;"04/03/2023 17:21";99;1
"301";224;55;51;0,941;"04/03/2023 17:36";99;1
"302";224;59;58;0,972;"04/03/2023 17:51";99;1
"303";224;47;47;1,003;"04/03/2023 18:06";0;1
"304";224;45;43;0,961;"04/03/2023 18:21";0;1
"305";224;76;78;1,02;"04/03/2023 18:51";0;1
"306";224;90;84;0,938;"04/03/2023 19:06";0;1
"307";224;89;87;0,977;"04/03/2023 19:21";0;1
"308";224;88;87;0,988;"04/03/2023 19:36";0;1
"309";224;94;91;0,962;"04/03/2023 19:51";0;1
"310";224;82;76;0,918;"04/03/2023 20:06";0;1
"311";224;77;71;0,921;"04/03/2023 20:21";0;1
"312";224;89;87;0,976;"04/03/2023 20:36";0;1
"313";224;83;83;1,003;"04/03/2023 20:51";0;1
"314";224;91;89;0,977;"04/03/2023 21:06";0;1
"315";224;82;80;0,974;"04/03/2023 21:21";0;1
"316";224;77;73;0,949;"04/03/2023 21:36";0;1
"317";224;64;64;1,006;"04/03/2023 21:51";0;1
"318";224;81;78;0,962;"04/03/2023 22:06";0;1
"319";224;81;81;1,002;"04/03/2023 22:21";0;1
"320";224;94;92;0,982;"04/03/2023 22:36";0;1
"321";224;98;97;0,984;"04/03/2023 23:06";0;1
"322";224;89;87;0,98;"04/03/2023 23:21";0;1
"323";224;89;88;0,996;"04/03/2023 23:36";0;1
"324";224;89;87;0,974;"04/03/2023 23:51";0;1
"325";224;81;81;0,994;"05/03/2023 00:06";0;1
"326";224;87;82;0,95;"05/03/2023 00:21";0;1
"327";224;90;83;0,927;"05/03/2023 00:36";0;1
"328";224;82;77;0,938;"05/03/2023 00:51";0;1
"329";224;82;80;0,979;"05/03/2023 01:06";0;1
"330";224;72;68;0,935;"05/03/2023 01:21";0;1
"331";224;55;48;0,877;"05/03/2023 01:36";0;1
"332";224;47;44;0,929;"05/03/2023 01:51";0;1
"333";224;60;55;0,907;"05/03/2023 02:06";0;1
"334";224;73;65;0,892;"05/03/2023 02:21";0;1
"335";224;78;69;0,885;"05/03/2023 02:36";0;1
"336";224;85;77;0,913;"05/03/2023 02:51";0;1
"337";224;78;66;0,838;"05/03/2023 03:21";0;1
"338";224;73;63;0,863;"05/03/2023 03:36";0;1
"339";224;56;47;0,853;"05/03/2023 03:51";0;1
"340";224;74;61;0,827;"05/03/2023 04:06";0;1
"341";224;79;66;0,836;"05/03/2023 04:21";0;1
"342";224;89;73;0,817;"05/03/2023 04:36";0;1
"343";224;84;71;0,85;"05/03/2023 04:51";0;1
"344";224;91;76;0,827;"05/03/2023 05:06";0;1
"345";224;79;65;0,822;"05/03/2023 05:21";0;1
"346";224;80;64;0,802;"05/03/2023 05:36";0;1
"347";224;56;46;0,832;"05/03/2023 05:51";0;1
"348";224;57;44;0,78;"05/03/2023 06:06";99;1
"349";224;66;54;0,809;"05/03/2023 06:21";99;1
"350";224;54;41;0,76;"05/03/2023 06:36";99;1
"351";224;49;36;0,734;"05/03/2023 06:51";99;1
"352";224;49;37;0,752;"05/03/2023 07:06";99;1
"353";224;54;44;0,812;"05/03/2023 07:36";99;1
"354";224;49;39;0,809;"05/03/2023 07:51";99;1
"355";224;49;38;0,784;"05/03/2023 08:06";99;1
"356";224;43;36;0,835;"05/03/2023 08:21";99;1
"357";224;66;53;0,802;"05/03/2023 08:36";99;1
"358";224;61;51;0,837;"05/03/2023 08:51";99;1
"359";224;48;41;0,858;"05/03/2023 09:06";99;1
"360";224;44;34;0,768;"05/03/2023 09:21";99;1
"361";224;39;31;0,791;"05/03/2023 09:36";99;1
"362";224;36;30;0,839;"05/03/2023 09:51";99;1
"363";224;36;28;0,787;"05/03/2023 10:06";99;1
"364";224;36;29;0,801;"05/03/2023 10:21";99;1
"365";224;36;27;0,74;"05/03/2023 10:36";99;1
"366";224;36;27;0,74;"05/03/2023 10:51";99;1
"367";224;36;27;0,74;"05/03/2023 11:06";99;1
"368";224;34;26;0,772;"05/03/2023 11:21";99;1
"369";224;66;55;0,84;"05/03/2023 11:51";99;1
"370";224;66;55;0,822;"05/03/2023 12:06";99;1
"371";224;64;54;0,843;"05/03/2023 12:21";99;1
"372";224;48;42;0,882;"05/03/2023 12:36";99;1
"373";224;44;34;0,765;"05/03/2023 12:51";99;1
"374";224;36;29;0,821;"05/03/2023 13:06";99;1
"375";224;36;28;0,79;"05/03/2023 13:21";99;1
"376";224;30;27;0,901;"05/03/2023 13:36";99;1
"377";224;30;26;0,856;"05/03/2023 13:51";99;1
"378";224;54;42;0,778;"05/03/2023 14:06";99;1
"379";224;55;47;0,853;"05/03/2023 14:21";99;1
"380";224;48;43;0,898;"05/03/2023 14:36";99;1
"381";224;43;37;0,873;"05/03/2023 14:51";99;1
"382";224;41;34;0,835;"05/03/2023 15:06";99;1
"383";224;35;31;0,889;"05/03/2023 15:21";99;1
"384";224;44;34;0,78;"05/03/2023 15:36";99;1
"385";224;41;34;0,84;"05/03/2023 16:06";99;1
"386";224;60;55;0,905;"05/03/2023 16:21";99;1
"387";224;65;60;0,915;"05/03/2023 16:36";99;1
"388";224;73;64;0,875;"05/03/2023 16:51";99;1
"389";224;70;63;0,897;"05/03/2023 17:06";99;1
"390";224;56;48;0,855;"05/03/2023 17:21";99;1
"391";224;42;39;0,92;"05/03/2023 17:36";99;1
"392";224;43;37;0,847;"05/03/2023 17:51";99;1
"393";224;43;35;0,821;"05/03/2023 18:06";0;1
"394";224;65;58;0,886;"05/03/2023 18:21";0;1
"395";224;82;78;0,953;"05/03/2023 18:36";0;1
"396";224;82;77;0,939;"05/03/2023 18:51";0;1
"397";224;82;75;0,913;"05/03/2023 19:06";0;1
"398";224;88;81;0,918;"05/03/2023 19:21";0;1
"399";224;82;76;0,924;"05/03/2023 19:36";0;1
"400";224;66;58;0,883;"05/03/2023 19:51";0;1
"401";224;48;42;0,878;"05/03/2023 20:21";0;1
"402";224;45;40;0,885;"05/03/2023 20:36";0;1
"403";224;77;72;0,929;"05/03/2023 20:51";0;1
"404";224;95;88;0,921;"05/03/2023 21:06";0;1
"405";224;95;87;0,926;"05/03/2023 21:21";0;1
"406";224;94;91;0,959;"05/03/2023 21:36";0;1
"407";224;94;91;0,96;"05/03/2023 21:51";0;1
"408";224;101;89;0,887;"05/03/2023 22:06";0;1
"409";224;95;88;0,932;"05/03/2023 22:21";0;1
"410";224;91;81;0,892;"05/03/2023 22:36";0;1
"411";224;89;84;0,939;"05/03/2023 22:51";0;1
"412";224;90;83;0,926;"05/03/2023 23:06";0;1
"413";224;95;88;0,923;"05/03/2023 23:21";0;1
"414";224;82;78;0,953;"05/03/2023 23:36";0;1
"415";224;90;81;0,897;"05/03/2023 23:51";0;1
"416";224;90;83;0,929;"06/03/2023 00:06";0;1
"417";224;87;81;0,928;"06/03/2023 00:36";0;1
"418";224;79;79;1;"06/03/2023 00:51";0;1
"419";224;87;82;0,946;"06/03/2023 01:06";0;1
"420";224;78;79;1,002;"06/03/2023 01:21";0;1
"421";224;74;73;0,986;"06/03/2023 01:36";0;1
"422";224;74;71;0,963;"06/03/2023 01:51";0;1
"423";224;75;71;0,952;"06/03/2023 02:06";0;1
"424";224;58;51;0,871;"06/03/2023 02:21";0;1
"425";224;53;45;0,839;"06/03/2023 02:36";0;1
"426";224;45;42;0,945;"06/03/2023 02:51";0;1
"427";224;43;38;0,896;"06/03/2023 03:06";0;1
"428";224;40;36;0,888;"06/03/2023 03:21";0;1
"429";224;41;34;0,847;"06/03/2023 03:36";0;1
"430";224;41;33;0,811;"06/03/2023 03:51";0;1
"431";224;58;50;0,857;"06/03/2023 04:06";0;1
"432";224;75;66;0,877;"06/03/2023 04:21";0;1
"433";224;95;88;0,931;"06/03/2023 04:51";0;1
"434";224;84;79;0,941;"06/03/2023 05:06";0;1
"435";224;84;79;0,936;"06/03/2023 05:21";0;1
"436";224;76;75;0,985;"06/03/2023 05:36";0;1
"437";224;72;70;0,973;"06/03/2023 05:51";0;1
"438";224;59;58;0,989;"06/03/2023 06:06";99;1
"439";224;42;42;1,008;"06/03/2023 06:21";99;1
"440";224;37;35;0,954;"06/03/2023 06:36";99;1
"441";224;37;34;0,905;"06/03/2023 06:51";99;1
"442";224;38;33;0,854;"06/03/2023 07:06";99;1
"443";224;43;39;0,902;"06/03/2023 07:21";99;1
"444";224;60;56;0,935;"06/03/2023 07:36";99;1
"445";224;67;64;0,957;"06/03/2023 07:51";99;1
"446";224;67;64;0,953;"06/03/2023 08:06";99;1
"447";224;72;68;0,95;"06/03/2023 08:21";99;1
"448";224;76;75;0,986;"06/03/2023 08:36";99;1
"449";224;40;37;0,94;"06/03/2023 09:06";99;1
"450";224;40;34;0,841;"06/03/2023 09:21";99;1
"451";224;40;37;0,931;"06/03/2023 09:36";99;1
"452";224;41;34;0,831;"06/03/2023 09:51";99;1
"453";224;46;38;0,836;"06/03/2023 10:06";99;1
"454";224;33;28;0,854;"06/03/2023 10:21";99;1
"455";224;38;31;0,814;"06/03/2023 10:36";99;1
"456";224;32;30;0,94;"06/03/2023 10:51";99;1
"457";224;33;28;0,857;"06/03/2023 11:06";99;1
"458";224;48;43;0,897;"06/03/2023 11:21";99;1
"459";224;71;61;0,865;"06/03/2023 11:36";99;1
"460";224;53;46;0,878;"06/03/2023 11:51";99;1
"461";224;40;36;0,913;"06/03/2023 12:06";99;1
"462";224;41;33;0,813;"06/03/2023 12:21";99;1
"463";224;33;28;0,849;"06/03/2023 12:36";99;1
"464";224;33;27;0,802;"06/03/2023 12:51";99;1
"465";224;33;28;0,833;"06/03/2023 13:21";99;1
"466";224;53;46;0,878;"06/03/2023 13:36";99;1
"467";224;57;54;0,936;"06/03/2023 13:51";99;1
"468";224;45;41;0,915;"06/03/2023 14:06";99;1
"469";224;40;35;0,875;"06/03/2023 14:21";99;1
"470";224;32;31;0,949;"06/03/2023 14:36";99;1
"471";224;33;28;0,867;"06/03/2023 14:51";99;1
"472";224;40;38;0,947;"06/03/2023 15:06";99;1
"473";224;61;52;0,867;"06/03/2023 15:21";99;1
"474";224;53;47;0,879;"06/03/2023 15:36";99;1
"475";224;45;41;0,901;"06/03/2023 15:51";99;1
"476";224;40;34;0,849;"06/03/2023 16:06";99;1
"477";224;35;32;0,907;"06/03/2023 16:21";99;1
"478";224;33;29;0,882;"06/03/2023 16:36";99;1
"479";224;33;29;0,88;"06/03/2023 16:51";99;1
"480";224;53;46;0,867;"06/03/2023 17:06";99;1
