"";"Animal No._NA";"VO2(3)_[ml/h]";"VCO2(3)_[ml/h]";"RER_NA";"Datetime";"LightC_[%]";"Box_NA.x";"Datetime2";"hour";"minutes";"MeasPoint";"diff.sec";"running_total.sec";"running_total.hrs";"running_total.hrs.round";"timeintervalinmin";"running_total.hrs.halfhour";"HP";"HP2";"Animals";"Box_NA.y";"Weight..g."
"605";224;36;52;1,427;"08/03/2023 16:51";99;1;2023-03-08 16:51:00;16;51;659;900;629100;174,8;174;0,833333333333333;174,833333333333;238,810896;233,30196;"224";"1";"21.4"
"606";224;69;67;0,962;"07/03/2023 02:06";0;1;2023-03-07 02:06:00;2;6;513;1800;489600;136;136;0;136;404,203104;401,28054;"224";"1";"21.4"
"607";224;90;84;0,936;"01/03/2023 21:51";0;1;2023-03-01 21:51:00;21;51;46;900;42300;11,8;11;0,833333333333333;11,8333333333333;523,31832;520,0632;"224";"1";"21.4"
"608";224;83;84;1,013;"08/03/2023 00:21";0;1;2023-03-08 00:21:00;0;21;597;900;569700;158,2;158;0,333333333333333;158,333333333333;493,275972;488,75297;"224";"1";"21.4"
"609";224;112;106;0,955;"03/03/2023 22:21";0;1;2023-03-03 22:21:00;22;21;228;900;216900;60,2;60;0,333333333333333;60,3333333333333;654,79008;650,2328;"224";"1";"21.4"
"610";224;65;58;0,883;"10/03/2023 01:21";0;1;2023-03-10 01:21:00;1;21;780;900;746100;207,2;207;0,333333333333333;207,333333333333;372,20586;370,67485;"224";"1";"21.4"
"611";224;22;47;2,166;"08/03/2023 17:06";99;1;2023-03-08 17:06:00;17;6;660;900;630000;175;175;0;175;173,058336;165,82236;"224";"1";"21.4"
"612";224;79;65;0,818;"04/03/2023 14:36";99;1;2023-03-04 14:36:00;14;36;289;1800;275400;76,5;76;0,5;76,5;443,808096;443,16946;"224";"1";"21.4"
"613";224;103;91;0,885;"08/03/2023 00:36";0;1;2023-03-08 00:36:00;0;36;598;900;570600;158,5;158;0,5;158,5;590,14674;587,67165;"224";"1";"21.4"
"614";224;110;110;1;"03/03/2023 22:36";0;1;2023-03-03 22:36:00;22;36;229;900;217800;60,5;60;0,5;60,5;651,354;645,7;"224";"1";"21.4"
"615";224;49;36;0,734;"05/03/2023 06:51";99;1;2023-03-05 06:51:00;6;51;351;900;333900;92,8;92;0,833333333333333;92,8333333333333;268,407888;268,99138;"224";"1";"21.4"
"616";224;48;41;0,859;"10/03/2023 01:36";0;1;2023-03-10 01:36:00;1;36;781;900;747000;207,5;207;0,5;207,5;272,938176;272,08176;"224";"1";"21.4"
"617";224;45;41;0,901;"06/03/2023 15:51";99;1;2023-03-06 15:51:00;15;51;475;900;452700;125,8;125;0,833333333333333;125,833333333333;259,03206;257,77935;"224";"1";"21.4"
"618";224;85;77;0,901;"08/03/2023 00:51";0;1;2023-03-08 00:51:00;0;51;599;900;571500;158,8;158;0,833333333333333;158,833333333333;489,28278;486,91655;"224";"1";"21.4"
"619";224;106;105;0,992;"03/03/2023 22:51";0;1;2023-03-03 22:51:00;22;51;230;900;218700;60,8;60;0,833333333333333;60,8333333333333;626,253936;621,00736;"224";"1";"21.4"
"620";224;89;77;0,868;"02/03/2023 14:36";99;1;2023-03-02 14:36:00;14;36;109;900;102600;28,5;28;0,5;28,5;507,408936;505,63036;"224";"1";"21.4"
"621";224;49;37;0,752;"05/03/2023 07:06";99;1;2023-03-05 07:06:00;7;6;352;900;334800;93;93;0;93;269,879064;270,25264;"224";"1";"21.4"
"622";224;40;35;0,856;"10/03/2023 01:51";0;1;2023-03-10 01:51:00;1;51;782;900;747900;207,8;207;0,833333333333333;207,833333333333;227,24832;226,5632;"224";"1";"21.4"
"623";224;24;28;1,191;"09/03/2023 09:51";99;1;2023-03-09 09:51:00;9;51;721;900;690300;191,8;191;0,833333333333333;191,833333333333;149,759712;147,43512;"224";"1";"21.4"
"624";224;85;77;0,91;"08/03/2023 01:06";0;1;2023-03-08 01:06:00;1;6;600;900;572400;159;159;0;159;490,5588;488,0105;"224";"1";"21.4"
"625";224;57;53;0,93;"07/03/2023 08:21";99;1;2023-03-07 08:21:00;8;21;537;900;512100;142,2;142;0,333333333333333;142,333333333333;330,86448;328,8843;"224";"1";"21.4"
"626";224;88;80;0,911;"02/03/2023 14:51";99;1;2023-03-02 14:51:00;14;51;110;900;103500;28,8;28;0,833333333333333;28,8333333333333;508,019424;505,36024;"224";"1";"21.4"
"627";224;113;51;0,452;"09/03/2023 04:36";0;1;2023-03-09 04:36:00;4;36;702;900;671400;186,5;186;0,5;186,5;565,828968;574,75868;"224";"1";"21.4"
"628";224;90;83;0,929;"06/03/2023 00:06";0;1;2023-03-06 00:06:00;0;6;416;900;396000;110;110;0;110;522,26748;519,1623;"224";"1";"21.4"
"629";224;21;26;1,228;"09/03/2023 10:06";99;1;2023-03-09 10:06:00;10;6;722;900;691200;192;192;0;192;132,335784;130,11684;"224";"1";"21.4"
"630";224;76;75;0,98;"08/03/2023 01:21";0;1;2023-03-08 01:21:00;1;21;601;900;573300;159,2;159;0,333333333333333;159,333333333333;447,49104;443,9464;"224";"1";"21.4"
"631";224;86;62;0,725;"07/03/2023 08:36";99;1;2023-03-07 08:36:00;8;36;538;900;513000;142,5;142;0,5;142,5;469,7922;471,0005;"224";"1";"21.4"
"632";224;74;61;0,82;"01/03/2023 17:36";99;1;2023-03-01 17:36:00;17;36;30;900;27000;7,5;7;0,5;7,5;415,96584;415,3324;"224";"1";"21.4"
"633";224;61;51;0,828;"10/03/2023 02:21";0;1;2023-03-10 02:21:00;2;21;783;1800;749700;208,2;208;0,333333333333333;208,333333333333;343,704744;343,06644;"224";"1";"21.4"
"634";224;29;32;1,119;"09/03/2023 10:21";99;1;2023-03-09 10:21:00;10;21;723;900;692100;192,2;192;0,333333333333333;192,333333333333;177,476868;175,16493;"224";"1";"21.4"
"635";224;65;60;0,928;"01/03/2023 23:06";0;1;2023-03-01 23:06:00;23;6;50;900;46800;13;13;0;13;377,08476;374,8576;"224";"1";"21.4"
"636";224;77;72;0,929;"08/03/2023 01:36";0;1;2023-03-08 01:36:00;1;36;602;900;574200;159,5;159;0,5;159,5;446,828844;444,17219;"224";"1";"21.4"
"637";224;86;59;0,687;"07/03/2023 08:51";99;1;2023-03-07 08:51:00;8;51;539;900;513900;142,8;142;0,833333333333333;142,833333333333;464,341176;466,32726;"224";"1";"21.4"
"638";224;47;43;0,916;"10/03/2023 02:36";0;1;2023-03-10 02:36:00;2;36;784;900;750600;208,5;208;0,5;208,5;271,720536;270,24436;"224";"1";"21.4"
"639";224;87;81;0,928;"06/03/2023 00:36";0;1;2023-03-06 00:36:00;0;36;417;1800;397800;110,5;110;0,5;110,5;504,713448;501,73248;"224";"1";"21.4"
"640";224;101;96;0,954;"01/03/2023 23:21";0;1;2023-03-01 23:21:00;23;21;51;900;47700;13,2;13;0,333333333333333;13,3333333333333;590,311872;586,22622;"224";"1";"21.4"
"641";224;33;29;0,88;"06/03/2023 16:51";99;1;2023-03-06 16:51:00;16;51;479;900;456300;126,8;126;0,833333333333333;126,833333333333;188,80092;188,0472;"224";"1";"21.4"
"642";224;76;75;0,985;"08/03/2023 01:51";0;1;2023-03-08 01:51:00;1;51;603;900;575100;159,8;159;0,833333333333333;159,833333333333;448,12488;444,4898;"224";"1";"21.4"
"643";224;39;39;0,989;"10/03/2023 02:51";0;1;2023-03-10 02:51:00;2;51;785;900;751500;208,8;208;0,833333333333333;208,833333333333;230,219028;228,31653;"224";"1";"21.4"
"644";224;79;79;1;"06/03/2023 00:51";0;1;2023-03-06 00:51:00;0;51;418;900;398700;110,8;110;0,833333333333333;110,833333333333;467,7906;463,73;"224";"1";"21.4"
"645";224;74;59;0,803;"02/03/2023 10:21";99;1;2023-03-02 10:21:00;10;21;93;900;87300;24,2;24;0,333333333333333;24,3333333333333;413,867496;413,53346;"224";"1";"21.4"
"646";224;106;105;0,983;"01/03/2023 23:36";0;1;2023-03-01 23:36:00;23;36;52;900;48600;13,5;13;0,5;13,5;624,662664;619,64314;"224";"1";"21.4"
"647";224;53;46;0,867;"06/03/2023 17:06";99;1;2023-03-06 17:06:00;17;6;480;900;457200;127;127;0;127;302,076468;301,02993;"224";"1";"21.4"
"648";224;54;53;0,969;"08/03/2023 02:06";0;1;2023-03-08 02:06:00;2;6;604;900;576000;160;160;0;160;316,963368;314,58618;"224";"1";"21.4"
"649";224;53;48;0,906;"10/03/2023 03:06";0;1;2023-03-10 03:06:00;3;6;786;900;752400;209;209;0;209;305,524224;303,98574;"224";"1";"21.4"
"650";224;57;43;0,748;"09/03/2023 11:06";99;1;2023-03-09 11:06:00;11;6;726;900;694800;193;193;0;193;313,560648;314,04948;"224";"1";"21.4"
"651";224;111;108;0,969;"01/03/2023 23:51";0;1;2023-03-01 23:51:00;23;51;53;900;49500;13,8;13;0,833333333333333;13,8333333333333;651,535812;646,64937;"224";"1";"21.4"
"652";224;103;93;0,911;"03/03/2023 08:06";99;1;2023-03-03 08:06:00;8;6;175;900;165600;46;46;0;46;594,613644;591,50119;"224";"1";"21.4"
"653";224;66;53;0,802;"05/03/2023 08:36";99;1;2023-03-05 08:36:00;8;36;357;900;340200;94,5;94;0,5;94,5;369,014976;368,73276;"224";"1";"21.4"
"654";224;49;39;0,79;"10/03/2023 03:21";0;1;2023-03-10 03:21:00;3;21;787;900;753300;209,2;209;0,333333333333333;209,333333333333;272,98488;272,9153;"224";"1";"21.4"
"655";224;78;79;1,002;"06/03/2023 01:21";0;1;2023-03-06 01:21:00;1;21;420;900;400500;111,2;111;0,333333333333333;111,333333333333;462,129408;458,08308;"224";"1";"21.4"
"656";224;106;104;0,981;"02/03/2023 00:06";0;1;2023-03-02 00:06:00;0;6;54;900;50400;14;14;0;14;624,309048;619,33998;"224";"1";"21.4"
"657";224;95;87;0,919;"03/03/2023 08:21";99;1;2023-03-03 08:21:00;8;21;176;900;166500;46,2;46;0,333333333333333;46,3333333333333;549,69774;546,64615;"224";"1";"21.4"
"658";224;61;51;0,837;"05/03/2023 08:51";99;1;2023-03-05 08:51:00;8;51;358;900;341100;94,8;94;0,833333333333333;94,8333333333333;344,620476;343,85151;"224";"1";"21.4"
"659";224;40;36;0,882;"10/03/2023 03:36";0;1;2023-03-10 03:36:00;3;36;788;900;754200;209,5;209;0,5;209,5;228,98304;228,0504;"224";"1";"21.4"
"660";224;43;39;0,91;"08/03/2023 02:36";0;1;2023-03-08 02:36:00;2;36;606;900;577800;160,5;160;0,5;160,5;248,16504;246,8759;"224";"1";"21.4"
"661";224;108;107;0,993;"02/03/2023 00:21";0;1;2023-03-02 00:21:00;0;21;55;900;51300;14,2;14;0,333333333333333;14,3333333333333;638,250192;632,87892;"224";"1";"21.4"
"662";224;41;33;0,818;"09/03/2023 11:36";99;1;2023-03-09 11:36:00;11;36;728;900;696600;193,5;193;0,5;193,5;230,330784;229,99934;"224";"1";"21.4"
"663";224;48;41;0,858;"05/03/2023 09:06";99;1;2023-03-05 09:06:00;9;6;359;900;342000;95;95;0;95;272,858112;272,01312;"224";"1";"21.4"
"664";224;67;55;0,82;"10/03/2023 03:51";0;1;2023-03-10 03:51:00;3;51;789;900;755100;209,8;209;0,833333333333333;209,833333333333;376,61772;376,0442;"224";"1";"21.4"
"665";224;74;71;0,963;"06/03/2023 01:51";0;1;2023-03-06 01:51:00;1;51;422;900;402300;111,8;111;0,833333333333333;111,833333333333;433,616616;430,46466;"224";"1";"21.4"
"666";224;43;39;0,921;"08/03/2023 02:51";0;1;2023-03-08 02:51:00;2;51;607;900;578700;160,8;160;0,833333333333333;160,833333333333;248,954004;247,55229;"224";"1";"21.4"
"667";224;102;97;0,957;"02/03/2023 00:36";0;1;2023-03-02 00:36:00;0;36;56;900;52200;14,5;14;0,5;14,5;596,666952;592,46802;"224";"1";"21.4"
"668";224;36;29;0,81;"09/03/2023 11:51";99;1;2023-03-09 11:51:00;11;51;729;900;697500;193,8;193;0,833333333333333;193,833333333333;201,76128;201,5388;"224";"1";"21.4"
"669";224;44;34;0,768;"05/03/2023 09:21";99;1;2023-03-05 09:21:00;9;21;360;900;342900;95,2;95;0,333333333333333;95,3333333333333;243,514656;243,68256;"224";"1";"21.4"
"670";224;70;64;0,921;"10/03/2023 04:06";0;1;2023-03-10 04:06:00;4;6;790;900;756000;210;210;0;210;405,27396;402,9921;"224";"1";"21.4"
"671";224;112;104;0,926;"01/03/2023 19:21";0;1;2023-03-01 19:21:00;19;21;36;900;33300;9,2;9;0,333333333333333;9,33333333333333;649,372416;645,58816;"224";"1";"21.4"
"672";224;43;36;0,849;"08/03/2023 03:06";0;1;2023-03-08 03:06:00;3;6;608;900;579600;161;161;0;161;243,789876;243,12501;"224";"1";"21.4"
"673";224;71;70;0,982;"02/03/2023 00:51";0;1;2023-03-02 00:51:00;0;51;57;900;53100;14,8;14;0,833333333333333;14,8333333333333;418,287696;414,94246;"224";"1";"21.4"
"674";224;30;27;0,884;"09/03/2023 12:06";99;1;2023-03-09 12:06:00;12;6;730;900;698400;194;194;0;194;171,83736;171,1236;"224";"1";"21.4"
"675";224;39;31;0,791;"05/03/2023 09:36";99;1;2023-03-05 09:36:00;9;36;361;900;343800;95,5;95;0,5;95,5;217,338732;217,27407;"224";"1";"21.4"
"676";224;76;76;1,005;"10/03/2023 04:21";0;1;2023-03-10 04:21:00;4;21;791;900;756900;210,2;210;0,333333333333333;210,333333333333;450,66024;446,6634;"224";"1";"21.4"
"677";224;28;25;0,905;"07/03/2023 10:36";99;1;2023-03-07 10:36:00;10;36;545;1800;520200;144,5;144;0,5;144,5;161,36232;160,5562;"224";"1";"21.4"
"678";224;116;113;0,975;"04/03/2023 01:21";0;1;2023-03-04 01:21:00;1;21;240;900;227700;63,2;63;0,333333333333333;63,3333333333333;682,0452;676,773;"224";"1";"21.4"
"679";224;72;68;0,945;"02/03/2023 01:06";0;1;2023-03-02 01:06:00;1;6;58;900;54000;15;15;0;15;419,73552;416,9772;"224";"1";"21.4"
"680";224;30;29;0,966;"09/03/2023 12:21";99;1;2023-03-09 12:21:00;12;21;731;900;699300;194,2;194;0,333333333333333;194,333333333333;175,94064;174,6414;"224";"1";"21.4"
"681";224;53;45;0,839;"06/03/2023 02:36";0;1;2023-03-06 02:36:00;2;36;425;900;405000;112,5;112;0,5;112,5;299,601156;298,90781;"224";"1";"21.4"
"682";224;70;75;1,061;"10/03/2023 04:36";0;1;2023-03-10 04:36:00;4;36;792;900;757800;210,5;210;0,5;210,5;421,62036;417,0061;"224";"1";"21.4"
"683";224;43;37;0,857;"08/03/2023 03:36";0;1;2023-03-08 03:36:00;3;36;609;1800;581400;161,5;161;0,5;161,5;244,363668;243,61693;"224";"1";"21.4"
"684";224;82;79;0,973;"06/03/2023 18:51";0;1;2023-03-06 18:51:00;18;51;486;900;463500;128,8;128;0,833333333333333;128,833333333333;481,861848;478,17398;"224";"1";"21.4"
"685";224;65;61;0,94;"02/03/2023 01:21";0;1;2023-03-02 01:21:00;1;21;59;900;54900;15,2;15;0,333333333333333;15,3333333333333;378,3858;375,973;"224";"1";"21.4"
"686";224;42;41;0,972;"09/03/2023 12:36";99;1;2023-03-09 12:36:00;12;36;732;900;700200;194,5;194;0,5;194,5;246,737232;244,85832;"224";"1";"21.4"
"687";224;43;36;0,838;"08/03/2023 03:51";0;1;2023-03-08 03:51:00;3;51;610;900;582300;161,8;161;0,833333333333333;161,833333333333;243,000912;242,44862;"224";"1";"21.4"
"688";224;79;76;0,956;"10/03/2023 04:51";0;1;2023-03-10 04:51:00;4;51;793;900;758700;210,8;210;0,833333333333333;210,833333333333;461,992632;458,75932;"224";"1";"21.4"
"689";224;106;105;0,988;"04/03/2023 01:51";0;1;2023-03-04 01:51:00;1;51;241;1800;229500;63,8;63;0,833333333333333;63,8333333333333;625,546704;620,40104;"224";"1";"21.4"
"690";224;36;29;0,801;"05/03/2023 10:21";99;1;2023-03-05 10:21:00;10;21;364;900;346500;96,2;96;0,333333333333333;96,3333333333333;201,220848;201,07548;"224";"1";"21.4"
"691";224;102;95;0,927;"02/03/2023 01:36";0;1;2023-03-02 01:36:00;1;36;60;900;55800;15,5;15;0,5;15,5;591,562872;588,09222;"224";"1";"21.4"
"692";224;47;47;1,01;"09/03/2023 12:51";99;1;2023-03-09 12:51:00;12;51;733;900;701100;194,8;194;0,833333333333333;194,833333333333;279,08976;276,5621;"224";"1";"21.4"
"693";224;55;50;0,903;"08/03/2023 04:06";0;1;2023-03-08 04:06:00;4;6;611;900;583200;162;162;0;162;316,77822;315,22095;"224";"1";"21.4"
"694";224;64;64;0,995;"10/03/2023 05:06";0;1;2023-03-10 05:06:00;5;6;794;900;759600;211;211;0;211;378,43584;375,2224;"224";"1";"21.4"
"695";224;80;72;0,898;"03/03/2023 10:06";99;1;2023-03-03 10:06:00;10;6;182;900;172800;48;48;0;48;460,10112;457,9312;"224";"1";"21.4"
"696";224;36;27;0,74;"05/03/2023 10:36";99;1;2023-03-05 10:36:00;10;36;365;900;347400;96,5;96;0,5;96,5;197,55792;197,9352;"224";"1";"21.4"
"697";224;106;105;0,995;"02/03/2023 01:51";0;1;2023-03-02 01:51:00;1;51;61;900;56700;15,8;15;0,833333333333333;15,8333333333333;626,78436;621,4621;"224";"1";"21.4"
"698";224;55;51;0,934;"09/03/2023 13:06";99;1;2023-03-09 13:06:00;13;6;734;900;702000;195;195;0;195;319,62216;317,6591;"224";"1";"21.4"
"699";224;74;61;0,821;"08/03/2023 04:21";0;1;2023-03-08 04:21:00;4;21;612;900;584100;162,2;162;0,333333333333333;162,333333333333;416,089272;415,43822;"224";"1";"21.4"
"700";224;64;63;0,98;"10/03/2023 05:21";0;1;2023-03-10 05:21:00;5;21;795;900;760500;211,2;211;0,333333333333333;211,333333333333;376,83456;373,8496;"224";"1";"21.4"
"701";224;88;87;0,983;"06/03/2023 19:36";0;1;2023-03-06 19:36:00;19;36;489;900;466200;129,5;129;0,5;129,5;518,587872;514,42072;"224";"1";"21.4"
"702";224;36;27;0,74;"05/03/2023 10:51";99;1;2023-03-05 10:51:00;10;51;366;900;348300;96,8;96;0,833333333333333;96,8333333333333;197,55792;197,9352;"224";"1";"21.4"
"703";224;112;113;1,002;"02/03/2023 02:06";0;1;2023-03-02 02:06:00;2;6;62;900;57600;16;16;0;16;663,570432;657,76032;"224";"1";"21.4"
"704";224;78;68;0,874;"08/03/2023 04:36";0;1;2023-03-08 04:36:00;4;36;613;900;585000;162,5;162;0,5;162,5;445,476096;443,80596;"224";"1";"21.4"
"705";224;103;94;0,919;"04/03/2023 02:36";0;1;2023-03-04 02:36:00;2;36;244;900;232200;64,5;64;0,5;64,5;595,988076;592,67951;"224";"1";"21.4"
"706";224;59;59;1,006;"10/03/2023 05:36";0;1;2023-03-10 05:36:00;5;36;796;900;761400;211,5;211;0,5;211,5;349,953072;346,83622;"224";"1";"21.4"
"707";224;36;27;0,74;"05/03/2023 11:06";99;1;2023-03-05 11:06:00;11;6;367;900;349200;97;97;0;97;197,55792;197,9352;"224";"1";"21.4"
"708";224;76;78;1,02;"04/03/2023 18:51";0;1;2023-03-04 18:51:00;18;51;305;1800;290700;80,8;80;0,833333333333333;80,8333333333333;452,56176;448,2936;"224";"1";"21.4"
"709";224;88;79;0,905;"08/03/2023 04:51";0;1;2023-03-08 04:51:00;4;51;614;900;585900;162,8;162;0,833333333333333;162,833333333333;507,13872;504,6052;"224";"1";"21.4"
"710";224;102;94;0,916;"04/03/2023 02:51";0;1;2023-03-04 02:51:00;2;51;245;900;233100;64,8;64;0,833333333333333;64,8333333333333;589,691376;586,48776;"224";"1";"21.4"
"711";224;112;81;0,723;"01/03/2023 10:21";99;1;2023-03-01 10:21:00;10;21;2;900;900;0,2;0;0,333333333333333;0,333333333333333;611,448768;613,07568;"224";"1";"21.4"
"712";224;46;49;1,061;"10/03/2023 05:51";0;1;2023-03-10 05:51:00;5;51;797;900;762300;211,8;211;0,833333333333333;211,833333333333;277,064808;274,03258;"224";"1";"21.4"
"713";224;97;92;0,943;"06/03/2023 20:06";0;1;2023-03-06 20:06:00;20;6;491;900;468000;130;130;0;130;565,153428;561,48353;"224";"1";"21.4"
"714";224;85;78;0,923;"08/03/2023 05:06";0;1;2023-03-08 05:06:00;5;6;615;900;586800;163;163;0;163;492,40194;489,59065;"224";"1";"21.4"
"715";224;82;79;0,969;"04/03/2023 03:06";0;1;2023-03-04 03:06:00;3;6;246;900;234000;65;65;0;65;481,314744;477,70494;"224";"1";"21.4"
"716";224;116;90;0,772;"01/03/2023 10:36";99;1;2023-03-01 10:36:00;10;36;3;900;1800;0,5;0;0,5;0,5;642,767136;643,09936;"224";"1";"21.4"
"717";224;58;50;0,857;"06/03/2023 04:06";0;1;2023-03-06 04:06:00;4;6;431;900;410400;114;114;0;114;329,606808;328,59958;"224";"1";"21.4"
"718";224;34;36;1,074;"10/03/2023 06:06";99;1;2023-03-10 06:06:00;6;6;798;900;763200;212;212;0;212;205,524288;203,17788;"224";"1";"21.4"
"719";224;32;30;0,927;"09/03/2023 14:06";99;1;2023-03-09 14:06:00;14;6;737;900;705600;196;196;0;196;185,588352;184,49952;"224";"1";"21.4"
"720";224;86;73;0,851;"08/03/2023 05:21";0;1;2023-03-08 05:21:00;5;21;616;900;587700;163,2;163;0,333333333333333;163,333333333333;487,866648;486,49598;"224";"1";"21.4"
"721";224;28;24;0,845;"07/03/2023 12:36";99;1;2023-03-07 12:36:00;12;36;553;900;527400;146,5;146;0,5;146,5;158,56008;158,1538;"224";"1";"21.4"
"722";224;116;91;0,789;"01/03/2023 10:51";99;1;2023-03-01 10:51:00;10;51;4;900;2700;0,8;0;0,833333333333333;0,833333333333333;646,056432;645,91932;"224";"1";"21.4"
"723";224;77;71;0,914;"03/03/2023 11:21";99;1;2023-03-03 11:21:00;11;21;187;900;177300;49,2;49;0,333333333333333;49,3333333333333;444,902304;442,52054;"224";"1";"21.4"
"724";224;75;66;0,877;"06/03/2023 04:21";0;1;2023-03-06 04:21:00;4;21;432;900;411300;114,2;114;0,333333333333333;114,333333333333;428,7177;427,05825;"224";"1";"21.4"
"725";224;27;28;1,033;"09/03/2023 14:21";99;1;2023-03-09 14:21:00;14;21;738;900;706500;196,2;196;0,333333333333333;196,333333333333;161,363988;159,76413;"224";"1";"21.4"
"726";224;81;71;0,881;"08/03/2023 05:36";0;1;2023-03-08 05:36:00;5;36;617;900;588600;163,5;163;0,5;163,5;463,555548;461,68623;"224";"1";"21.4"
"727";224;25;21;0,837;"07/03/2023 12:51";99;1;2023-03-07 12:51:00;12;51;554;900;528300;146,8;146;0,833333333333333;146,833333333333;141,2379;140,92275;"224";"1";"21.4"
"728";224;112;102;0,907;"02/03/2023 19:21";0;1;2023-03-02 19:21:00;19;21;127;900;119700;33,2;33;0,333333333333333;33,3333333333333;645,822912;642,54512;"224";"1";"21.4"
"729";224;42;28;0,659;"10/03/2023 06:36";99;1;2023-03-10 06:36:00;6;36;799;1800;765000;212,5;212;0,5;212,5;224,809704;226,05954;"224";"1";"21.4"
"730";224;24;26;1,101;"09/03/2023 14:36";99;1;2023-03-09 14:36:00;14;36;739;900;707400;196,5;196;0,5;196,5;146,156832;144,34632;"224";"1";"21.4"
"731";224;103;93;0,91;"02/03/2023 03:21";0;1;2023-03-02 03:21:00;3;21;66;900;62100;17,2;17;0,333333333333333;17,3333333333333;594,44184;591,3539;"224";"1";"21.4"
"732";224;78;68;0,874;"08/03/2023 05:51";0;1;2023-03-08 05:51:00;5;51;618;900;589500;163,8;163;0,833333333333333;163,833333333333;445,476096;443,80596;"224";"1";"21.4"
"733";224;112;103;0,919;"02/03/2023 19:36";0;1;2023-03-02 19:36:00;19;36;128;900;120600;33,5;33;0,5;33,5;648,064704;644,46704;"224";"1";"21.4"
"734";224;43;27;0,633;"10/03/2023 06:51";99;1;2023-03-10 06:51:00;6;51;800;900;765900;212,8;212;0,833333333333333;212,833333333333;228,297492;229,84317;"224";"1";"21.4"
"735";224;95;88;0,931;"06/03/2023 04:51";0;1;2023-03-06 04:51:00;4;51;433;1800;413100;114,8;114;0,833333333333333;114,833333333333;551,59926;548,27635;"224";"1";"21.4"
"736";224;83;76;0,915;"02/03/2023 03:36";0;1;2023-03-02 03:36:00;3;36;67;900;63000;17,5;17;0,5;17,5;479,70846;477,12135;"224";"1";"21.4"
"737";224;29;21;0,73;"07/03/2023 13:21";99;1;2023-03-07 13:21:00;13;21;556;900;530100;147,2;147;0,333333333333333;147,333333333333;158,66016;159,0331;"224";"1";"21.4"
"738";224;78;69;0,878;"08/03/2023 06:06";99;1;2023-03-08 06:06:00;6;6;619;900;590400;164;164;0;164;445,996512;444,25212;"224";"1";"21.4"
"739";224;65;48;0,751;"10/03/2023 07:06";99;1;2023-03-10 07:06:00;7;6;801;900;766800;213;213;0;213;357,89442;358,40545;"224";"1";"21.4"
"740";224;84;79;0,941;"06/03/2023 05:06";0;1;2023-03-06 05:06:00;5;6;434;900;414000;115;115;0;115;489,130992;485,99292;"224";"1";"21.4"
"741";224;36;29;0,821;"05/03/2023 13:06";99;1;2023-03-05 13:06:00;13;6;374;900;356400;99;99;0;99;202,421808;202,10508;"224";"1";"21.4"
"742";224;73;64;0,878;"02/03/2023 03:51";0;1;2023-03-02 03:51:00;3;51;68;900;63900;17,8;17;0,833333333333333;17,8333333333333;417,406992;415,77442;"224";"1";"21.4"
"743";224;124;98;0,79;"01/03/2023 11:51";99;1;2023-03-01 11:51:00;11;51;8;900;6300;1,8;1;0,833333333333333;1,83333333333333;690,81888;690,6428;"224";"1";"21.4"
"744";224;86;74;0,858;"08/03/2023 06:21";99;1;2023-03-08 06:21:00;6;21;620;900;591300;164,2;164;0,333333333333333;164,333333333333;488,870784;487,35684;"224";"1";"21.4"
"745";224;77;61;0,799;"10/03/2023 07:21";99;1;2023-03-10 07:21:00;7;21;802;900;767700;213,2;213;0,333333333333333;213,333333333333;430,132164;429,85789;"224";"1";"21.4"
"746";224;56;59;1,056;"09/03/2023 15:21";99;1;2023-03-09 15:21:00;15;21;742;900;710100;197,2;197;0,333333333333333;197,333333333333;336,829248;333,20448;"224";"1";"21.4"
"747";224;74;61;0,825;"02/03/2023 04:06";0;1;2023-03-02 04:06:00;4;6;69;900;64800;18;18;0;18;416,583;415,8615;"224";"1";"21.4"
"748";224;73;63;0,859;"03/03/2023 12:21";99;1;2023-03-03 12:21:00;12;21;191;900;180900;50,2;50;0,333333333333333;50,3333333333333;415,093476;413,79101;"224";"1";"21.4"
"749";224;121;94;0,78;"01/03/2023 12:06";99;1;2023-03-01 12:06:00;12;6;9;900;7200;2;2;0;2;672,08724;672,2034;"224";"1";"21.4"
"750";224;79;64;0,806;"10/03/2023 07:36";99;1;2023-03-10 07:36:00;7;36;803;900;768600;213,5;213;0,5;213,5;442,226832;441,81382;"224";"1";"21.4"
"751";224;76;75;0,985;"06/03/2023 05:36";0;1;2023-03-06 05:36:00;5;36;436;900;415800;115,5;115;0,5;115,5;448,12488;444,4898;"224";"1";"21.4"
"752";224;69;57;0,834;"02/03/2023 04:21";0;1;2023-03-02 04:21:00;4;21;70;900;65700;18,2;18;0,333333333333333;18,3333333333333;389,471328;388,65078;"224";"1";"21.4"
"753";224;54;44;0,812;"05/03/2023 07:36";99;1;2023-03-05 07:36:00;7;36;353;1800;336600;93,5;93;0,5;93,5;302,822064;302,46264;"224";"1";"21.4"
"754";224;65;58;0,898;"03/03/2023 12:36";99;1;2023-03-03 12:36:00;12;36;192;900;181800;50,5;50;0,5;50,5;373,83216;372,0691;"224";"1";"21.4"
"755";224;77;62;0,808;"10/03/2023 07:51";99;1;2023-03-10 07:51:00;7;51;804;900;769500;213,8;213;0,833333333333333;213,833333333333;431,288088;430,84888;"224";"1";"21.4"
