timestep	day	time	daytime	7555	7543	7557	5066	7558	5068
137	day_2	21:03	day	0.5790249158113567	0.6393140597300506	0.5120653588783888	0.6235697438062333	0.43135913282907434	0.5863600232065758
138	day_2	21:18	day	0.5767870896723989	0.6557919891447087	0.4974621839116963	0.6462905561561108	0.665460219600446	0.6457486496069498
139	day_2	21:33	day	0.49966138188978015	0.5339382784311162	0.5228566730635164	0.5589494167417033	0.5294068124430275	0.6019749516569435
140	day_2	21:48	day	0.5787134774852849	0.63150380769144	0.4602128812408981	0.6347776548798195	0.4638811993793092	0.5432940859890143
141	day_2	22:03	day	0.5562887883506837	0.6461898100064533	0.6832558339783111	0.6537917483107909	0.5078046351566646	0.6371996583741434
142	day_2	22:18	day	0.46859796270396453	0.5807116944566036	0.5108996258009294	0.5936939879504263	0.5184662127533728	0.6375692535774816
143	day_2	22:33	day	0.5839320500738358	0.6475219464952143	0.4725532145848173	0.6119139487612466	0.400662127533728	0.5936243876506412
144	day_2	22:48	day	0.5317678370535808	0.5405038076914399	0.4859645083423691	0.6009253172672351	0.5911847440209828	0.604711566971852
145	day_2	23:03	day	0.5313624014693866	0.5819782706625091	0.48836459902943313	0.5983618327326471	0.5252880118223368	0.5877166043588986
146	day_2	23:18	day	0.5433624014693866	0.5719635362572598	0.5774654495654528	0.6355587159158679	0.47606457791679097	0.5941375273959892
147	day_2	23:33	day	0.5448731597651914	0.5319234199357393	0.5039785236312935	0.6268647279654415	0.4133258861604184	0.622121071290721
148	day_2	23:48	day	0.4821030578072307	0.5998249243987961	0.5123706769016262	0.6058643873498186	0.49053596827660945	0.6152671909244987
149	day_2	00:03	day	0.5757870896723989	0.5662481892218757	0.513375348664601	0.5688599593467212	0.5862152597226367	0.5637999774407022
150	day_2	00:18	day	0.5120373727854464	0.621803257106369	0.4652287560743607	0.5815549691440162	0.2074182675299584	0.5991248775301282
151	day_2	00:33	day	0.4481098534519592	0.592635424617662	0.467400090687064	0.5997518523272369	0.6157318830569646	0.6268129914917175
152	day_2	00:48	day	0.5334360136565007	0.6365914075371057	0.6624925274694032	0.6039483948948348	0.41863897046850196	0.5806370375165022
153	day_2	01:03	day	0.6984756513463269	0.604777378829587	0.4478491890821051	0.6284619774023719	0.5187059950247366	0.6044630430592349
154	day_2	01:18	day	0.4758267273622252	0.5550073051575608	0.4579663678869075	0.621719449887386	0.4554365125982001	0.625796171201295
155	day_2	01:33	day	0.5072049831622714	0.4866791314728992	0.5413515364144069	0.5466561356606094	0.21611771946474828	0.6492126724251588
156	day_2	01:48	day	0.634925255360696	0.5759709655049483	0.47894350831061167	0.5836926254879348	0.6187029984482731	0.6157857322420476
157	day_2	02:03	day	0.5239286527172659	0.6231788522701119	0.45546077780247807	0.49694703243234317	0.3555386992436115	0.6089422908350727
158	day_2	02:18	day	0.5220939981897109	0.5363285459550445	0.48235060664213786	0.5713735418542584	0.5311558594122913	0.6036843077221821
159	day_2	02:33	day	0.46030124718795096	0.547437999228329	0.39754620694035514	0.625682278828815	0.4515901909805092	0.6047721026172126
160	day_2	02:48	day	0.5415458671084599	0.5096827220066158	0.49689962580092945	0.6085363195195138	0.41202152597226366	0.5952437379142358
161	day_2	03:03	day	0.49485504053015184	0.6155365568103359	0.4476223154539117	0.5578496126876016	0.3682880118223367	0.5543796699774313
