20200508_SD_Ucpdd_K1;TX001;TX002;TX003;;;
;TSE LabMaster V6.3.3 (2017-3514);;;;;
Box;Animal No.; Weight [g];Genotype;Sex;Measurement;
18/06/2014;02:46;30300781;female;87,0;87,0;23,3
18/06/2014;01:01;30300774;female;77,0;77,0;21,5
20/05/2015;02:45;30332480;male;82,0;82,0;28,7
20/05/2015;07:30;30332480;male;69,0;69,0;28,7
17/06/2014;20:46;30300775;female;73,0;73,0;24,0
19/05/2015;17:45;30332406;male;99,0;99,0;32,4
17/06/2014;15:46;30300774;female;44,0;44,0;21,5
03/11/2014;16:15;30314512;female;77,0;77,0;26,3
04/11/2014;08:30;30314490;male;71,0;71,0;27,9
04/11/2014;01:00;30314490;male;87,0;87,0;27,9
20/05/2015;01:00;30332401;female;77,0;77,0;25,4
19/05/2015;15:00;30332406;male;61,0;61,0;32,4
24/03/2015;06:45;30327907;male;71,0;71,0;26,2
17/06/2014;21:46;30300775;female;68,0;68,0;24,0
26/01/2015;22:15;30322409;female;82,0;82,0;22,7
18/06/2014;00:46;30300777;male;61,0;61,0;27,5
26/01/2015;20:30;30322409;female;90,0;90,0;22,7
19/05/2015;18:45;30332410;female;82,0;82,0;26,8
23/03/2015;16:30;30327906;male;62,0;62,0;27,0
18/06/2014;04:16;30300777;male;71,0;71,0;27,5
26/01/2015;13:00;30322409;female;77,0;77,0;22,7
23/03/2015;14:30;30327906;male;57,0;57,0;27,0
23/03/2015;19:00;30327906;male;79,0;79,0;27,0
18/06/2014;04:31;30300781;female;90,0;90,0;23,3
26/01/2015;22:00;30322409;female;83,0;83,0;22,7
23/03/2015;23:00;30327906;male;68,0;68,0;27,0
03/11/2014;20:30;30314498;male;82,0;82,0;30,9
26/01/2015;19:15;30322409;female;86,0;86,0;22,7
24/03/2015;00:30;30327906;male;106,0;106,0;27,0
04/11/2014;05:00;30314490;male;100,0;100,0;27,9
17/06/2014;22:31;30300775;female;48,0;48,0;24,0
20/05/2015;04:45;30332401;female;37,0;37,0;25,4
19/05/2015;12:45;30332401;female;49,0;49,0;25,4
24/03/2015;05:45;30327907;male;60,0;60,0;26,2
19/05/2015;18:30;30332401;female;97,0;97,0;25,4
03/11/2014;16:00;30314490;male;75,0;75,0;27,9
17/06/2014;20:01;30300775;female;75,0;75,0;24,0
19/05/2015;13:30;30332406;male;54,0;54,0;32,4
18/06/2014;04:31;30300775;female;47,0;47,0;24,0
20/05/2015;05:45;30332480;male;64,0;64,0;28,7
24/03/2015;06:30;30327906;male;78,0;78,0;27,0
04/11/2014;01:30;30314498;male;68,0;68,0;30,9
19/05/2015;18:45;30332406;male;101,0;101,0;32,4
18/06/2014;00:01;30300775;female;56,0;56,0;24,0
04/11/2014;03:30;30314498;male;71,0;71,0;30,9
03/11/2014;22:00;30314490;male;78,0;78,0;27,9
19/05/2015;20:45;30332410;female;76,0;76,0;26,8
26/01/2015;15:30;30322409;female;67,0;67,0;22,7
18/06/2014;01:16;30300781;female;81,0;81,0;23,3
19/05/2015;13:45;30332406;male;51,0;51,0;32,4
23/03/2015;14:45;30327907;male;71,0;71,0;26,2
17/06/2014;14:31;30300781;female;51,0;51,0;23,3
19/05/2015;12:45;30332406;male;68,0;68,0;32,4
24/03/2015;08:15;30327907;male;71,0;71,0;26,2
17/06/2014;15:16;30300774;female;64,0;64,0;21,5
20/05/2015;02:30;30332410;female;42,0;42,0;26,8
24/03/2015;08:45;30327906;male;50,0;50,0;27,0
17/06/2014;20:31;30300781;female;84,0;84,0;23,3
19/05/2015;15:15;30332480;male;62,0;62,0;28,7
20/05/2015;04:00;30332410;female;39,0;39,0;26,8
17/06/2014;15:16;30300775;female;75,0;75,0;24,0
19/05/2015;11:15;30332410;female;80,0;80,0;26,8
24/03/2015;09:00;30327906;male;60,0;60,0;27,0
19/05/2015;21:45;30332401;female;87,0;87,0;25,4
20/05/2015;04:30;30332401;female;42,0;42,0;25,4
04/11/2014;08:15;30314498;male;49,0;49,0;30,9
19/05/2015;17:45;30332410;female;81,0;81,0;26,8
03/11/2014;17:15;30314512;female;86,0;86,0;26,3
20/05/2015;03:00;30332410;female;87,0;87,0;26,8
17/06/2014;15:01;30300777;male;66,0;66,0;27,5
04/11/2014;02:30;30314512;female;84,0;84,0;26,3
18/06/2014;07:31;30300777;male;64,0;64,0;27,5
17/06/2014;15:01;30300774;female;54,0;54,0;21,5
18/06/2014;05:46;30300775;female;38,0;38,0;24,0
03/11/2014;21:15;30314498;male;81,0;81,0;30,9
19/05/2015;21:45;30332410;female;47,0;47,0;26,8
19/05/2015;12:00;30332406;male;86,0;86,0;32,4
04/11/2014;02:00;30314498;male;72,0;72,0;30,9
20/05/2015;00:30;30332406;male;58,0;58,0;32,4
19/05/2015;19:15;30332406;male;111,0;111,0;32,4
17/06/2014;17:16;30300775;female;68,0;68,0;24,0
18/06/2014;08:01;30300777;male;59,0;59,0;27,5
23/03/2015;20:30;30327906;male;67,0;67,0;27,0
24/03/2015;02:45;30327907;male;69,0;69,0;26,2
17/06/2014;18:01;30300775;female;71,0;71,0;24,0
17/06/2014;14:16;30300781;female;66,0;66,0;23,3
17/06/2014;13:31;30300774;female;76,0;76,0;21,5
03/11/2014;12:30;30314512;female;82,0;82,0;26,3
23/03/2015;23:45;30327906;male;60,0;60,0;27,0
04/11/2014;06:45;30314512;female;67,0;67,0;26,3
17/06/2014;22:01;30300781;female;88,0;88,0;23,3
23/03/2015;23:00;30327907;male;95,0;95,0;26,2
04/11/2014;09:00;30314512;female;71,0;71,0;26,3
03/11/2014;17:00;30314490;male;66,0;66,0;27,9
23/03/2015;15:15;30327907;male;62,0;62,0;26,2
17/06/2014;12:46;30300781;female;58,0;58,0;23,3
19/05/2015;14:00;30332480;male;62,0;62,0;28,7
20/05/2015;04:45;30332406;male;66,0;66,0;32,4
17/06/2014;23:31;30300777;male;97,0;97,0;27,5
20/05/2015;07:15;30332480;male;74,0;74,0;28,7
17/06/2014;23:01;30300775;female;49,0;49,0;24,0
03/11/2014;22:30;30314512;female;109,0;109,0;26,3
17/06/2014;16:16;30300774;female;73,0;73,0;21,5
24/03/2015;02:15;30327906;male;96,0;96,0;27,0
20/05/2015;01:30;30332480;male;55,0;55,0;28,7
26/01/2015;22:45;30322409;female;82,0;82,0;22,7
19/05/2015;16:45;30332406;male;97,0;97,0;32,4
04/11/2014;04:30;30314498;male;38,0;38,0;30,9
23/03/2015;22:45;30327906;male;67,0;67,0;27,0
03/11/2014;20:00;30314512;female;82,0;82,0;26,3
03/11/2014;18:45;30314490;male;100,0;100,0;27,9
17/06/2014;14:46;30300775;female;49,0;49,0;24,0
19/05/2015;16:00;30332410;female;81,0;81,0;26,8
04/11/2014;05:00;30314512;female;86,0;86,0;26,3
20/05/2015;06:30;30332410;female;40,0;40,0;26,8
19/05/2015;17:00;30332410;female;90,0;90,0;26,8
17/06/2014;12:46;30300777;male;66,0;66,0;27,5
19/05/2015;22:00;30332410;female;48,0;48,0;26,8
04/11/2014;04:00;30314512;female;77,0;77,0;26,3
20/05/2015;02:00;30332410;female;44,0;44,0;26,8
03/11/2014;13:30;30314512;female;65,0;65,0;26,3
20/05/2015;03:30;30332401;female;61,0;61,0;25,4
26/01/2015;17:30;30322409;female;74,0;74,0;22,7
20/05/2015;00:00;30332401;female;47,0;47,0;25,4
19/05/2015;16:30;30332410;female;88,0;88,0;26,8
03/11/2014;19:00;30314498;male;80,0;80,0;30,9
19/05/2015;19:30;30332480;male;65,0;65,0;28,7
19/05/2015;14:30;30332410;female;50,0;50,0;26,8
19/05/2015;16:45;30332410;female;89,0;89,0;26,8
23/03/2015;16:45;30327906;male;64,0;64,0;27,0
04/11/2014;07:30;30314498;male;34,0;34,0;30,9
17/06/2014;20:16;30300777;male;86,0;86,0;27,5
17/06/2014;16:01;30300777;male;77,0;77,0;27,5
03/11/2014;20:00;30314490;male;107,0;107,0;27,9
20/05/2015;06:45;30332480;male;89,0;89,0;28,7
18/06/2014;00:16;30300775;female;57,0;57,0;24,0
04/11/2014;08:00;30314498;male;32,0;32,0;30,9
19/05/2015;14:00;30332410;female;49,0;49,0;26,8
20/05/2015;07:30;30332410;female;53,0;53,0;26,8
03/11/2014;20:45;30314512;female;104,0;104,0;26,3
17/06/2014;18:01;30300777;male;95,0;95,0;27,5
19/05/2015;18:15;30332406;male;89,0;89,0;32,4
03/11/2014;23:30;30314498;male;84,0;84,0;30,9
24/03/2015;08:30;30327907;male;69,0;69,0;26,2
18/06/2014;04:46;30300781;female;75,0;75,0;23,3
19/05/2015;18:45;30332401;female;80,0;80,0;25,4
20/05/2015;01:30;30332410;female;54,0;54,0;26,8
23/03/2015;21:15;30327906;male;52,0;52,0;27,0
19/05/2015;17:15;30332401;female;73,0;73,0;25,4
27/01/2015;07:30;30322409;female;55,0;55,0;22,7
18/06/2014;02:16;30300775;female;61,0;61,0;24,0
19/05/2015;12:30;30332401;female;71,0;71,0;25,4
20/05/2015;05:15;30332401;female;36,0;36,0;25,4
19/05/2015;22:45;30332410;female;85,0;85,0;26,8
04/11/2014;00:45;30314498;male;65,0;65,0;30,9
24/03/2015;01:30;30327907;male;69,0;69,0;26,2
26/01/2015;23:15;30322409;female;92,0;92,0;22,7
24/03/2015;07:00;30327906;male;53,0;53,0;27,0
19/05/2015;14:15;30332410;female;49,0;49,0;26,8
18/06/2014;08:01;30300775;female;58,0;58,0;24,0
18/06/2014;04:16;30300774;female;67,0;67,0;21,5
18/06/2014;07:46;30300774;female;41,0;41,0;21,5
19/05/2015;18:30;30332480;male;93,0;93,0;28,7
20/05/2015;05:15;30332480;male;92,0;92,0;28,7
03/11/2014;17:45;30314490;male;105,0;105,0;27,9
19/05/2015;20:30;30332410;female;82,0;82,0;26,8
19/05/2015;21:45;30332406;male;105,0;105,0;32,4
19/05/2015;16:15;30332401;female;79,0;79,0;25,4
20/05/2015;02:45;30332410;female;56,0;56,0;26,8
17/06/2014;19:01;30300777;male;78,0;78,0;27,5
27/01/2015;08:15;30322409;female;56,0;56,0;22,7
04/11/2014;08:00;30314512;female;63,0;63,0;26,3
19/05/2015;14:30;30332480;male;59,0;59,0;28,7
17/06/2014;12:01;30300777;male;74,0;74,0;27,5
23/03/2015;15:45;30327906;male;60,0;60,0;27,0
19/05/2015;16:30;30332406;male;71,0;71,0;32,4
18/06/2014;05:31;30300781;female;81,0;81,0;23,3
18/06/2014;05:46;30300777;male;74,0;74,0;27,5
19/05/2015;13:15;30332401;female;51,0;51,0;25,4
23/03/2015;14:30;30327907;male;57,0;57,0;26,2
20/05/2015;08:00;30332406;male;55,0;55,0;32,4
19/05/2015;19:00;30332401;female;88,0;88,0;25,4
04/11/2014;01:15;30314512;female;101,0;101,0;26,3
23/03/2015;12:45;30327906;male;72,0;72,0;27,0
17/06/2014;17:31;30300774;female;66,0;66,0;21,5
26/01/2015;21:45;30322409;female;85,0;85,0;22,7
19/05/2015;23:45;30332480;male;76,0;76,0;28,7
23/03/2015;12:30;30327907;male;75,0;75,0;26,2
18/06/2014;03:46;30300781;female;64,0;64,0;23,3
03/11/2014;22:00;30314498;male;83,0;83,0;30,9
04/11/2014;00:30;30314490;male;68,0;68,0;27,9
24/03/2015;06:45;30327906;male;69,0;69,0;27,0
17/06/2014;13:31;30300775;female;54,0;54,0;24,0
19/05/2015;23:00;30332480;male;87,0;87,0;28,7
03/11/2014;17:15;30314490;male;77,0;77,0;27,9
17/06/2014;17:01;30300781;female;62,0;62,0;23,3
03/11/2014;15:00;30314490;male;55,0;55,0;27,9
17/06/2014;20:31;30300774;female;95,0;95,0;21,5
23/03/2015;13:30;30327907;male;74,0;74,0;26,2
03/11/2014;16:30;30314498;male;57,0;57,0;30,9
18/06/2014;03:16;30300781;female;83,0;83,0;23,3
18/06/2014;01:31;30300781;female;89,0;89,0;23,3
17/06/2014;14:01;30300777;male;56,0;56,0;27,5
20/05/2015;02:45;30332406;male;106,0;106,0;32,4
18/06/2014;03:31;30300774;female;43,0;43,0;21,5
19/05/2015;15:15;30332401;female;58,0;58,0;25,4
17/06/2014;18:31;30300775;female;56,0;56,0;24,0
18/06/2014;07:16;30300775;female;40,0;40,0;24,0
18/06/2014;03:01;30300774;female;53,0;53,0;21,5
17/06/2014;14:01;30300781;female;75,0;75,0;23,3
04/11/2014;02:30;30314498;male;74,0;74,0;30,9
17/06/2014;16:16;30300775;female;75,0;75,0;24,0
24/03/2015;02:30;30327906;male;97,0;97,0;27,0
03/11/2014;19:45;30314498;male;76,0;76,0;30,9
04/11/2014;06:00;30314512;female;78,0;78,0;26,3
04/11/2014;01:00;30314512;female;82,0;82,0;26,3
20/05/2015;00:00;30332480;male;61,0;61,0;28,7
03/11/2014;23:30;30314490;male;109,0;109,0;27,9
23/03/2015;19:00;30327907;male;75,0;75,0;26,2
19/05/2015;20:30;30332480;male;77,0;77,0;28,7
20/05/2015;06:45;30332401;female;37,0;37,0;25,4
03/11/2014;22:15;30314512;female;106,0;106,0;26,3
23/03/2015;18:30;30327907;male;97,0;97,0;26,2
24/03/2015;07:30;30327907;male;54,0;54,0;26,2
18/06/2014;01:01;30300777;male;91,0;91,0;27,5
27/01/2015;01:30;30322409;female;99,0;99,0;22,7
03/11/2014;17:45;30314512;female;91,0;91,0;26,3
26/01/2015;13:15;30322409;female;76,0;76,0;22,7
19/05/2015;12:15;30332406;male;91,0;91,0;32,4
18/06/2014;01:16;30300774;female;85,0;85,0;21,5
19/05/2015;11:15;30332480;male;85,0;85,0;28,7
17/06/2014;18:46;30300781;female;85,0;85,0;23,3
23/03/2015;12:45;30327907;male;76,0;76,0;26,2
26/01/2015;17:15;30322409;female;62,0;62,0;22,7
03/11/2014;20:15;30314498;male;72,0;72,0;30,9
19/05/2015;16:30;30332401;female;63,0;63,0;25,4
17/06/2014;20:31;30300777;male;85,0;85,0;27,5
18/06/2014;06:01;30300774;female;49,0;49,0;21,5
20/05/2015;06:00;30332410;female;38,0;38,0;26,8
03/11/2014;13:15;30314498;male;80,0;80,0;30,9
18/06/2014;07:31;30300781;female;55,0;55,0;23,3
18/06/2014;07:16;30300774;female;40,0;40,0;21,5
17/06/2014;11:31;30300781;female;77,0;77,0;23,3
20/05/2015;01:30;30332406;male;81,0;81,0;32,4
17/06/2014;13:01;30300781;female;69,0;69,0;23,3
18/06/2014;04:46;30300777;male;81,0;81,0;27,5
18/06/2014;02:16;30300781;female;100,0;100,0;23,3
23/03/2015;18:00;30327907;male;90,0;90,0;26,2
17/06/2014;22:31;30300777;male;77,0;77,0;27,5
26/01/2015;18:15;30322409;female;91,0;91,0;22,7
17/06/2014;16:46;30300777;male;79,0;79,0;27,5
18/06/2014;07:16;30300781;female;58,0;58,0;23,3
23/03/2015;19:30;30327907;male;100,0;100,0;26,2
23/03/2015;17:30;30327907;male;98,0;98,0;26,2
04/11/2014;00:15;30314490;male;71,0;71,0;27,9
24/03/2015;02:15;30327907;male;87,0;87,0;26,2
23/03/2015;13:45;30327907;male;66,0;66,0;26,2
18/06/2014;07:01;30300774;female;37,0;37,0;21,5
19/05/2015;17:30;30332406;male;105,0;105,0;32,4
03/11/2014;17:15;30314498;male;55,0;55,0;30,9
03/11/2014;14:15;30314498;male;55,0;55,0;30,9
19/05/2015;18:15;30332410;female;80,0;80,0;26,8
18/06/2014;01:16;30300777;male;85,0;85,0;27,5
24/03/2015;02:45;30327906;male;84,0;84,0;27,0
26/01/2015;23:30;30322409;female;95,0;95,0;22,7
17/06/2014;21:01;30300774;female;85,0;85,0;21,5
19/05/2015;11:45;30332480;male;82,0;82,0;28,7
19/05/2015;22:00;30332401;female;90,0;90,0;25,4
18/06/2014;05:01;30300774;female;60,0;60,0;21,5
26/01/2015;17:45;30322409;female;76,0;76,0;22,7
18/06/2014;07:31;30300774;female;44,0;44,0;21,5
18/06/2014;05:46;30300781;female;64,0;64,0;23,3
19/05/2015;23:30;30332410;female;86,0;86,0;26,8
23/03/2015;18:45;30327907;male;93,0;93,0;26,2
17/06/2014;18:16;30300775;female;61,0;61,0;24,0
04/11/2014;05:30;30314498;male;66,0;66,0;30,9
27/01/2015;00:45;30322409;female;98,0;98,0;22,7
24/03/2015;07:30;30327906;male;51,0;51,0;27,0
04/11/2014;00:30;30314498;male;71,0;71,0;30,9
23/03/2015;13:15;30327907;male;64,0;64,0;26,2
20/05/2015;03:45;30332480;male;90,0;90,0;28,7
18/06/2014;06:16;30300775;female;60,0;60,0;24,0
03/11/2014;16:45;30314512;female;60,0;60,0;26,3
20/05/2015;00:30;30332401;female;84,0;84,0;25,4
19/05/2015;18:30;30332406;male;112,0;112,0;32,4
20/05/2015;06:15;30332406;male;60,0;60,0;32,4
17/06/2014;15:31;30300775;female;64,0;64,0;24,0
03/11/2014;18:45;30314512;female;66,0;66,0;26,3
19/05/2015;15:30;30332406;male;57,0;57,0;32,4
18/06/2014;04:46;30300775;female;43,0;43,0;24,0
20/05/2015;00:30;30332410;female;45,0;45,0;26,8
18/06/2014;04:01;30300781;female;93,0;93,0;23,3
24/03/2015;04:45;30327907;male;64,0;64,0;26,2
17/06/2014;16:01;30300781;female;77,0;77,0;23,3
19/05/2015;21:00;30332406;male;93,0;93,0;32,4
19/05/2015;20:30;30332406;male;103,0;103,0;32,4
04/11/2014;04:30;30314512;female;99,0;99,0;26,3
20/05/2015;05:45;30332410;female;37,0;37,0;26,8
03/11/2014;18:30;30314512;female;94,0;94,0;26,3
18/06/2014;05:16;30300781;female;91,0;91,0;23,3
19/05/2015;16:00;30332401;female;65,0;65,0;25,4
19/05/2015;13:45;30332480;male;59,0;59,0;28,7
17/06/2014;22:31;30300781;female;88,0;88,0;23,3
18/06/2014;01:16;30300775;female;47,0;47,0;24,0
03/11/2014;18:00;30314490;male;91,0;91,0;27,9
26/01/2015;21:30;30322409;female;82,0;82,0;22,7
20/05/2015;05:45;30332406;male;59,0;59,0;32,4
19/05/2015;13:00;30332401;female;43,0;43,0;25,4
03/11/2014;16:45;30314490;male;74,0;74,0;27,9
24/03/2015;05:15;30327906;male;71,0;71,0;27,0
04/11/2014;01:15;30314490;male;99,0;99,0;27,9
24/03/2015;03:15;30327906;male;63,0;63,0;27,0
03/11/2014;23:45;30314490;male;85,0;85,0;27,9
19/05/2015;22:45;30332401;female;84,0;84,0;25,4
04/11/2014;02:45;30314490;male;95,0;95,0;27,9
04/11/2014;03:45;30314512;female;75,0;75,0;26,3
03/11/2014;15:45;30314490;male;75,0;75,0;27,9
18/06/2014;03:01;30300781;female;93,0;93,0;23,3
17/06/2014;23:46;30300777;male;93,0;93,0;27,5
20/05/2015;00:45;30332401;female;75,0;75,0;25,4
04/11/2014;07:45;30314490;male;65,0;65,0;27,9
26/01/2015;19:30;30322409;female;89,0;89,0;22,7
03/11/2014;12:45;30314512;female;83,0;83,0;26,3
18/06/2014;01:31;30300774;female;67,0;67,0;21,5
04/11/2014;01:45;30314512;female;77,0;77,0;26,3
24/03/2015;03:30;30327906;male;80,0;80,0;27,0
03/11/2014;23:45;30314498;male;83,0;83,0;30,9
19/05/2015;15:00;30332401;female;76,0;76,0;25,4
19/05/2015;21:15;30332401;female;86,0;86,0;25,4
18/06/2014;04:16;30300781;female;96,0;96,0;23,3
27/01/2015;05:30;30322409;female;82,0;82,0;22,7
19/05/2015;23:45;30332401;female;46,0;46,0;25,4
19/05/2015;19:15;30332480;male;93,0;93,0;28,7
20/05/2015;06:30;30332406;male;56,0;56,0;32,4
17/06/2014;23:16;30300777;male;100,0;100,0;27,5
04/11/2014;06:15;30314498;male;33,0;33,0;30,9
18/06/2014;06:01;30300781;female;55,0;55,0;23,3
03/11/2014;16:00;30314498;male;75,0;75,0;30,9
27/01/2015;04:30;30322409;female;85,0;85,0;22,7
04/11/2014;04:45;30314498;male;60,0;60,0;30,9
20/05/2015;07:00;30332480;male;74,0;74,0;28,7
20/05/2015;06:45;30332410;female;72,0;72,0;26,8
20/05/2015;05:00;30332480;male;99,0;99,0;28,7
18/06/2014;07:46;30300781;female;55,0;55,0;23,3
18/06/2014;06:31;30300774;female;59,0;59,0;21,5
19/05/2015;20:00;30332401;female;53,0;53,0;25,4
19/05/2015;14:30;30332401;female;51,0;51,0;25,4
18/06/2014;02:31;30300781;female;93,0;93,0;23,3
17/06/2014;12:16;30300777;male;71,0;71,0;27,5
18/06/2014;01:46;30300777;male;89,0;89,0;27,5
27/01/2015;02:00;30322409;female;99,0;99,0;22,7
17/06/2014;15:46;30300781;female;68,0;68,0;23,3
20/05/2015;01:45;30332480;male;47,0;47,0;28,7
18/06/2014;05:46;30300774;female;41,0;41,0;21,5
17/06/2014;14:46;30300781;female;71,0;71,0;23,3
03/11/2014;14:15;30314490;male;67,0;67,0;27,9
18/06/2014;02:01;30300775;female;61,0;61,0;24,0
23/03/2015;23:15;30327906;male;98,0;98,0;27,0
18/06/2014;06:46;30300781;female;86,0;86,0;23,3
20/05/2015;04:30;30332410;female;72,0;72,0;26,8
03/11/2014;13:15;30314490;male;64,0;64,0;27,9
18/06/2014;03:31;30300777;male;87,0;87,0;27,5
19/05/2015;23:15;30332406;male;114,0;114,0;32,4
19/05/2015;21:15;30332480;male;61,0;61,0;28,7
24/03/2015;00:00;30327906;male;73,0;73,0;27,0
17/06/2014;23:46;30300775;female;65,0;65,0;24,0
03/11/2014;14:45;30314512;female;55,0;55,0;26,3
19/05/2015;12:45;30332480;male;77,0;77,0;28,7
04/11/2014;07:30;30314512;female;65,0;65,0;26,3
17/06/2014;13:46;30300777;male;54,0;54,0;27,5
17/06/2014;23:01;30300781;female;97,0;97,0;23,3
04/11/2014;05:45;30314498;male;41,0;41,0;30,9
17/06/2014;14:46;30300774;female;65,0;65,0;21,5
23/03/2015;17:45;30327906;male;111,0;111,0;27,0
20/05/2015;02:00;30332406;male;71,0;71,0;32,4
17/06/2014;21:31;30300777;male;93,0;93,0;27,5
23/03/2015;21:45;30327906;male;105,0;105,0;27,0
19/05/2015;11:45;30332406;male;56,0;56,0;32,4
23/03/2015;12:15;30327907;male;79,0;79,0;26,2
03/11/2014;16:15;30314490;male;50,0;50,0;27,9
03/11/2014;15:15;30314512;female;76,0;76,0;26,3
20/05/2015;07:45;30332401;female;42,0;42,0;25,4
19/05/2015;21:30;30332410;female;47,0;47,0;26,8
23/03/2015;21:30;30327907;male;68,0;68,0;26,2
04/11/2014;08:30;30314512;female;80,0;80,0;26,3
27/01/2015;06:00;30322409;female;64,0;64,0;22,7
04/11/2014;08:00;30314490;male;61,0;61,0;27,9
18/06/2014;03:16;30300774;female;52,0;52,0;21,5
17/06/2014;22:01;30300777;male;98,0;98,0;27,5
23/03/2015;15:00;30327907;male;69,0;69,0;26,2
03/11/2014;19:30;30314498;male;71,0;71,0;30,9
19/05/2015;23:45;30332406;male;89,0;89,0;32,4
03/11/2014;22:45;30314512;female;98,0;98,0;26,3
04/11/2014;04:15;30314512;female;92,0;92,0;26,3
27/01/2015;01:00;30322409;female;102,0;102,0;22,7
19/05/2015;19:45;30332410;female;89,0;89,0;26,8
20/05/2015;00:15;30332480;male;57,0;57,0;28,7
17/06/2014;12:16;30300781;female;72,0;72,0;23,3
24/03/2015;00:00;30327907;male;68,0;68,0;26,2
20/05/2015;05:00;30332410;female;70,0;70,0;26,8
24/03/2015;04:45;30327906;male;83,0;83,0;27,0
17/06/2014;11:31;30300775;female;70,0;70,0;24,0
20/05/2015;04:30;30332480;male;68,0;68,0;28,7
24/03/2015;00:45;30327906;male;77,0;77,0;27,0
27/01/2015;01:45;30322409;female;96,0;96,0;22,7
24/03/2015;03:00;30327907;male;76,0;76,0;26,2
17/06/2014;14:16;30300777;male;65,0;65,0;27,5
19/05/2015;15:30;30332401;female;60,0;60,0;25,4
20/05/2015;07:45;30332406;male;57,0;57,0;32,4
19/05/2015;22:45;30332406;male;65,0;65,0;32,4
18/06/2014;01:31;30300777;male;104,0;104,0;27,5
23/03/2015;14:45;30327906;male;54,0;54,0;27,0
18/06/2014;06:46;30300777;male;87,0;87,0;27,5
19/05/2015;18:00;30332401;female;88,0;88,0;25,4
18/06/2014;03:01;30300777;male;104,0;104,0;27,5
04/11/2014;02:15;30314490;male;71,0;71,0;27,9
17/06/2014;17:31;30300775;female;67,0;67,0;24,0
03/11/2014;18:30;30314490;male;110,0;110,0;27,9
03/11/2014;23:15;30314498;male;80,0;80,0;30,9
17/06/2014;18:16;30300781;female;59,0;59,0;23,3
18/06/2014;04:46;30300774;female;59,0;59,0;21,5
04/11/2014;08:45;30314512;female;89,0;89,0;26,3
19/05/2015;23:45;30332410;female;81,0;81,0;26,8
17/06/2014;19:46;30300775;female;75,0;75,0;24,0
04/11/2014;02:45;30314498;male;66,0;66,0;30,9
23/03/2015;14:00;30327906;male;57,0;57,0;27,0
24/03/2015;01:15;30327907;male;76,0;76,0;26,2
03/11/2014;16:30;30314490;male;51,0;51,0;27,9
18/06/2014;03:31;30300775;female;53,0;53,0;24,0
03/11/2014;21:30;30314490;male;98,0;98,0;27,9
18/06/2014;03:16;30300775;female;61,0;61,0;24,0
04/11/2014;05:45;30314490;male;82,0;82,0;27,9
18/06/2014;03:46;30300774;female;45,0;45,0;21,5
18/06/2014;06:31;30300777;male;58,0;58,0;27,5
04/11/2014;03:45;30314498;male;66,0;66,0;30,9
23/03/2015;13:00;30327907;male;71,0;71,0;26,2
17/06/2014;13:31;30300777;male;68,0;68,0;27,5
23/03/2015;16:15;30327907;male;66,0;66,0;26,2
19/05/2015;12:30;30332480;male;85,0;85,0;28,7
18/06/2014;05:16;30300774;female;49,0;49,0;21,5
19/05/2015;14:45;30332480;male;71,0;71,0;28,7
17/06/2014;23:31;30300781;female;86,0;86,0;23,3
19/05/2015;13:45;30332410;female;51,0;51,0;26,8
18/06/2014;00:01;30300781;female;97,0;97,0;23,3
27/01/2015;08:00;30322409;female;54,0;54,0;22,7
03/11/2014;15:30;30314498;male;47,0;47,0;30,9
23/03/2015;21:00;30327907;male;111,0;111,0;26,2
23/03/2015;18:00;30327906;male;91,0;91,0;27,0
18/06/2014;04:31;30300777;male;67,0;67,0;27,5
19/05/2015;20:00;30332480;male;101,0;101,0;28,7
18/06/2014;02:46;30300775;female;68,0;68,0;24,0
20/05/2015;02:15;30332410;female;44,0;44,0;26,8
17/06/2014;22:46;30300774;female;80,0;80,0;21,5
03/11/2014;19:30;30314512;female;95,0;95,0;26,3
24/03/2015;03:45;30327907;male;65,0;65,0;26,2
20/05/2015;00:45;30332406;male;79,0;79,0;32,4
17/06/2014;11:46;30300777;male;81,0;81,0;27,5
19/05/2015;19:45;30332401;female;55,0;55,0;25,4
03/11/2014;15:30;30314490;male;50,0;50,0;27,9
04/11/2014;06:45;30314490;male;56,0;56,0;27,9
04/11/2014;01:15;30314498;male;74,0;74,0;30,9
04/11/2014;06:45;30314498;male;57,0;57,0;30,9
17/06/2014;13:46;30300775;female;60,0;60,0;24,0
03/11/2014;22:45;30314498;male;72,0;72,0;30,9
18/06/2014;04:01;30300774;female;43,0;43,0;21,5
17/06/2014;23:46;30300774;female;52,0;52,0;21,5
19/05/2015;14:45;30332410;female;70,0;70,0;26,8
03/11/2014;18:00;30314498;male;77,0;77,0;30,9
17/06/2014;16:46;30300774;female;81,0;81,0;21,5
03/11/2014;19:00;30314490;male;98,0;98,0;27,9
17/06/2014;13:01;30300775;female;63,0;63,0;24,0
19/05/2015;14:00;30332406;male;50,0;50,0;32,4
19/05/2015;22:30;30332480;male;97,0;97,0;28,7
18/06/2014;00:31;30300775;female;46,0;46,0;24,0
19/05/2015;20:15;30332406;male;75,0;75,0;32,4
04/11/2014;07:15;30314498;male;40,0;40,0;30,9
26/01/2015;23:00;30322409;female;91,0;91,0;22,7
23/03/2015;19:15;30327907;male;95,0;95,0;26,2
17/06/2014;18:46;30300777;male;69,0;69,0;27,5
