20200508_SD_Ucpdd_K1;TX001;TX002;TX003;;;
;TSE LabMaster V6.3.3 (2017-3514);;;;;
Box;Animal No.; Weight [g];Genotype;Sex;Measurement;
0;1;26.036911281489598;Ucp1 WT;male;Mean;
84;2;28.65714285714285;Ucp1 KO;male;Mean;
;;;;;;
Date;Time;Animal No.;Box;VO2(3);VCO2(3);WeightBody
;;;;[ml/h];[ml/h];[g]
01/01/2000;12:30;2;male;89,14285714285714;75,57142857142857;28,65714285714285
01/01/2000;12:40;2;male;92,71428571428572;77,42857142857143;28,65714285714285
01/01/2000;13:00;2;male;89,71428571428571;75,85714285714286;28,65714285714285
01/01/2000;13:10;2;male;86,71428571428571;74,0;28,65714285714285
01/01/2000;13:30;2;male;80,0;68,57142857142857;28,65714285714285
01/01/2000;13:40;2;male;76,28571428571429;64,71428571428571;28,65714285714285
01/01/2000;14:00;2;male;74,0;62,285714285714285;28,65714285714285
01/01/2000;14:10;2;male;74,57142857142857;61,85714285714285;28,65714285714285
01/01/2000;14:30;2;male;77,14285714285714;62,71428571428572;28,65714285714285
01/01/2000;14:40;2;male;68,85714285714286;57,142857142857146;28,65714285714285
01/01/2000;15:00;2;male;74,57142857142857;62,71428571428572;28,65714285714285
01/01/2000;15:10;2;male;70,42857142857143;58,42857142857143;28,65714285714285
01/01/2000;15:30;2;male;75,85714285714286;62,71428571428572;28,65714285714285
01/01/2000;15:40;2;male;82,57142857142857;67,85714285714286;28,65714285714285
01/01/2000;16:00;2;male;76,14285714285714;62,285714285714285;28,65714285714285
01/01/2000;16:10;2;male;71,42857142857143;58,85714285714285;28,65714285714285
01/01/2000;16:30;2;male;77,0;63,42857142857143;28,65714285714285
01/01/2000;16:40;2;male;94,14285714285714;77,28571428571429;28,65714285714285
01/01/2000;17:00;2;male;94,57142857142856;79,28571428571429;28,65714285714285
01/01/2000;17:10;2;male;103,28571428571428;85,85714285714286;28,65714285714285
01/01/2000;17:30;2;male;106,85714285714286;92,0;28,65714285714285
01/01/2000;17:40;2;male;102,57142857142856;87,85714285714286;28,65714285714285
01/01/2000;18:00;2;male;108,0;93,85714285714286;28,65714285714285
01/01/2000;18:10;2;male;109,14285714285714;95,28571428571428;28,65714285714285
01/01/2000;18:30;2;male;106,0;93,28571428571428;28,65714285714285
01/01/2000;18:40;2;male;104,14285714285714;93,57142857142856;28,65714285714285
01/01/2000;19:00;2;male;95,85714285714286;83,85714285714286;28,65714285714285
01/01/2000;19:10;2;male;103,57142857142856;92,0;28,65714285714285
01/01/2000;19:30;2;male;106,57142857142856;94,0;28,65714285714285
01/01/2000;19:40;2;male;106,28571428571428;93,57142857142856;28,65714285714285
01/01/2000;20:00;2;male;105,85714285714286;93,28571428571428;28,65714285714285
01/01/2000;20:10;2;male;96,42857142857144;84,85714285714286;28,65714285714285
01/01/2000;20:30;2;male;89,71428571428571;80,14285714285714;28,65714285714285
01/01/2000;20:40;2;male;99,57142857142856;88,71428571428571;28,65714285714285
01/01/2000;21:00;2;male;90,42857142857144;79,28571428571429;28,65714285714285
01/01/2000;21:10;2;male;97,71428571428572;87,57142857142857;28,65714285714285
01/01/2000;21:30;2;male;97,14285714285714;88,14285714285714;28,65714285714285
01/01/2000;21:40;2;male;93,57142857142856;83,71428571428571;28,65714285714285
01/01/2000;22:00;2;male;103,14285714285714;92,0;28,65714285714285
01/01/2000;22:10;2;male;107,28571428571428;96,71428571428572;28,65714285714285
01/01/2000;22:30;2;male;101,57142857142856;90,71428571428572;28,65714285714285
01/01/2000;22:40;2;male;96,42857142857144;85,71428571428571;28,65714285714285
01/01/2000;23:00;2;male;102,71428571428572;93,85714285714286;28,65714285714285
01/01/2000;23:10;2;male;92,71428571428572;83,71428571428571;28,65714285714285
01/01/2000;23:30;2;male;89,71428571428571;80,14285714285714;28,65714285714285
01/01/2000;23:40;2;male;89,14285714285714;79,71428571428571;28,65714285714285
02/01/2000;00:00;2;male;97,57142857142856;88,42857142857143;28,65714285714285
02/01/2000;00:10;2;male;97,0;89,0;28,65714285714285
02/01/2000;00:30;2;male;86,28571428571429;79,14285714285714;28,65714285714285
02/01/2000;00:40;2;male;90,71428571428572;82,85714285714286;28,65714285714285
02/01/2000;01:00;2;male;80,14285714285714;72,57142857142857;28,65714285714285
02/01/2000;01:10;2;male;72,57142857142857;64,28571428571429;28,65714285714285
02/01/2000;01:30;2;male;74,28571428571429;66,0;28,65714285714285
02/01/2000;01:40;2;male;87,71428571428571;78,71428571428571;28,65714285714285
02/01/2000;02:00;2;male;87,71428571428571;78,42857142857143;28,65714285714285
02/01/2000;02:10;2;male;85,71428571428571;77,71428571428571;28,65714285714285
02/01/2000;02:30;2;male;82,57142857142857;75,28571428571429;28,65714285714285
02/01/2000;02:40;2;male;81,57142857142857;74,85714285714286;28,65714285714285
02/01/2000;03:00;2;male;81,28571428571429;73,28571428571429;28,65714285714285
02/01/2000;03:10;2;male;85,85714285714286;77,85714285714286;28,65714285714285
02/01/2000;03:30;2;male;91,85714285714286;84,42857142857143;28,65714285714285
02/01/2000;03:40;2;male;98,28571428571428;89,57142857142857;28,65714285714285
02/01/2000;04:00;2;male;92,85714285714286;86,71428571428571;28,65714285714285
02/01/2000;04:10;2;male;84,42857142857143;79,42857142857143;28,65714285714285
02/01/2000;04:30;2;male;86,28571428571429;80,71428571428571;28,65714285714285
02/01/2000;04:40;2;male;87,71428571428571;80,57142857142857;28,65714285714285
02/01/2000;05:00;2;male;80,57142857142857;75,57142857142857;28,65714285714285
02/01/2000;05:10;2;male;78,0;70,57142857142857;28,65714285714285
02/01/2000;05:30;2;male;71,42857142857143;64,85714285714286;28,65714285714285
02/01/2000;05:40;2;male;82,71428571428571;74,85714285714286;28,65714285714285
02/01/2000;06:00;2;male;77,85714285714286;70,0;28,65714285714285
02/01/2000;06:10;2;male;78,71428571428571;69,85714285714286;28,65714285714285
02/01/2000;06:30;2;male;73,0;64,28571428571429;28,65714285714285
02/01/2000;06:40;2;male;75,0;65,14285714285714;28,65714285714285
02/01/2000;07:00;2;male;71,28571428571429;61,57142857142857;28,65714285714285
02/01/2000;07:10;2;male;67,57142857142857;57,71428571428572;28,65714285714285
02/01/2000;07:30;2;male;74,0;63,57142857142857;28,65714285714285
02/01/2000;07:40;2;male;71,0;60,42857142857143;28,65714285714285
02/01/2000;08:00;2;male;73,57142857142857;62,71428571428572;28,65714285714285
02/01/2000;08:10;2;male;71,42857142857143;61,142857142857146;28,65714285714285
02/01/2000;08:30;2;male;69,0;59,142857142857146;28,65714285714285
02/01/2000;08:40;2;male;68,28571428571429;58,85714285714285;28,65714285714285
