"";"Datetime";"Animal No._NA";"Box_NA";"TempC_[°C]";"HumC_[%]";"LightC_[%]";"S.Flow_[l/min]";"Ref.O2_[%]";"Ref.CO2_[%]";"Flow_[l/min]";"Temp_[°C]";"O2_[%]";"CO2_[%]";"dO2_[%]";"dCO2_[%]";"VO2(1)_[ml/h/kg]";"VO2(2)_[ml/h/kg]";"VO2(3)_[ml/h]";"VCO2(1)_[ml/h/kg]";"VCO2(2)_[ml/h/kg]";"VCO2(3)_[ml/h]";"RER_NA";"H(1)_[kcal/h/kg]";"H(2)_[kcal/h/kg]";"H(3)_[kcal/h]";"XT+YT_[Cnts]";"XT_[Cnts]";"XA_[Cnts]";"XF_[Cnts]";"YT_[Cnts]";"YA_[Cnts]";"YF_[Cnts]";"Z_[Cnts]";"CenT_[Cnts]";"CenA_[Cnts]";"CenF_[Cnts]";"PerT_[Cnts]";"PerA_[Cnts]";"PerF_[Cnts]";"DistK_[cm]";"DistD_[cm]";"Speed_[cm/s]";"Drink_[ml]";"Feed1_[g]";"Datetime2";"hour";"minutes";"MeasPoint";"diff.sec";"running_total.sec";"running_total.hrs";"running_total.hrs.round";"timeintervalinmin";"running_total.hrs.halfhour";"HP";"HP2"
"57";"09/11/2020 17:08";6722;2;23;55;8;0,35;20,82;0,042;0,35;23,6;20,38;0,461;0,441;0,419;4192;1627;95;3928;1525;89;0,937;20,864;8,098;0,474;1759;865;642;223;894;660;234;284;639;504;135;1120;798;322;15744;1224;1;0,29;0,55;2020-11-09 17:08:00;17;8;29;900;25200;7;7;0;7;552,55002;549,09145
"58";"09/11/2020 17:08";6715;3;23;55;8;0,35;20,82;0,042;0,35;23,4;20,51;0,325;0,305;0,282;2946;1136;65;2677;1032;59;0,909;14,571;5,618;0,322;1901;1101;836;265;800;577;223;306;588;474;114;1313;939;374;19442;1272;1;0,54;0,65;2020-11-09 17:08:00;17;8;29;900;25200;7;7;0;7;375,02478;373,09155
"59";"09/11/2020 17:23";6722;2;23;55;0;0,35;20,82;0,043;0,35;23,6;20,34;0,502;0,483;0,459;4561;1770;104;4276;1660;97;0,938;22,702;8,812;0,515;2554;1358;1112;246;1196;945;251;621;939;797;142;1615;1260;355;17827;2083;2;0,31;0,55;2020-11-09 17:23:00;17;23;30;900;26100;7,2;7;0,333333333333333;7,33333333333333;605,070336;601,25936
"60";"09/11/2020 17:23";6715;3;23;55;0;0,35;20,82;0,043;0,35;23,4;20,46;0,38;0,36;0,337;3479;1341;77;3200;1234;71;0,92;17,251;6,651;0,381;3489;2068;1696;372;1421;1125;296;692;1685;1407;278;1804;1414;390;21917;2475;3;0,6;0,65;2020-11-09 17:23:00;17;23;30;900;26100;7,2;7;0,333333333333333;7,33333333333333;445,67292;443,1812
"61";"09/11/2020 17:38";6722;2;22,9;55;0;0,35;20,82;0,043;0,35;23,6;20,3;0,527;0,52;0,484;4885;1896;111;4471;1736;102;0,915;24,198;9,393;0,549;2301;1259;978;281;1042;812;230;503;745;632;113;1556;1158;398;19622;1795;2;0,31;0,57;2020-11-09 17:38:00;17;38;31;900;27000;7,5;7;0,5;7,5;641,53782;638,07795
"62";"09/11/2020 17:38";6715;3;22,9;55;0;0,35;20,82;0,043;0,35;23,4;20,44;0,393;0,383;0,35;3712;1431;82;3324;1282;73;0,896;18,307;7,058;0,405;2536;1470;1126;344;1066;794;272;484;812;654;158;1724;1266;458;23781;1864;2;0,64;0,69;2020-11-09 17:38:00;17;38;31;900;27000;7,5;7;0,5;7,5;471,330096;469,14496
"63";"09/11/2020 17:53";6722;2;23,1;55;0;0,35;20,82;0,043;0,35;23,6;20,35;0,476;0,468;0,433;4404;1710;100;3999;1552;91;0,908;21,78;8,454;0,494;2027;1085;846;239;942;705;237;548;748;647;101;1279;904;375;21187;1565;2;0,51;0,67;2020-11-09 17:53:00;17;53;32;900;27900;7,8;7;0,833333333333333;7,83333333333333;576,7944;573,844
"64";"09/11/2020 17:53";6715;3;23,1;55;0;0,35;20,82;0,043;0,35;23,4;20,45;0,381;0,372;0,338;3610;1392;80;3204;1235;71;0,888;17,772;6,852;0,393;4367;2709;2283;426;1658;1321;337;823;2355;1986;369;2012;1618;394;26898;3117;3;0,75;0,73;2020-11-09 17:53:00;17;53;32;900;27900;7,8;7;0,833333333333333;7,83333333333333;458,76672;456,7872
"65";"09/11/2020 18:08";6722;2;23;55;0;0,35;20,82;0,043;0,35;23,6;20,34;0,487;0,478;0,444;4505;1749;102;4106;1594;93;0,911;22,297;8,655;0,506;1995;1022;807;215;973;739;234;420;772;579;193;1223;967;256;22716;1529;2;0,52;0,67;2020-11-09 18:08:00;18;8;33;900;28800;8;8;0;8;588,840696;585,75846
"66";"09/11/2020 18:08";6715;3;23;55;0;0,35;20,82;0,043;0,36;23,4;20,42;0,404;0,393;0,36;3911;1508;86;3503;1351;77;0,896;19,286;7,436;0,426;2792;1665;1354;311;1127;877;250;618;1029;890;139;1763;1341;422;28917;2020;2;0,83;0,81;2020-11-09 18:08:00;18;8;33;900;28800;8;8;0;8;494,321808;492,03008
"67";"09/11/2020 18:23";6722;2;23;55;0;0,35;20,82;0,043;0,35;23,6;20,34;0,481;0,477;0,437;4501;1747;102;4040;1568;92;0,898;22,206;8,619;0,504;2016;1068;820;248;948;710;238;417;634;513;121;1382;1017;365;24262;1547;2;0,52;0,67;2020-11-09 18:23:00;18;23;34;900;29700;8,2;8;0,333333333333333;8,33333333333333;586,628928;583,86228
"68";"09/11/2020 18:23";6715;3;23;55;0;0,35;20,82;0,043;0,35;23,4;20,46;0,371;0,362;0,328;3516;1356;78;3111;1199;69;0,885;17,298;6,669;0,382;3149;1906;1532;374;1243;969;274;514;1130;967;163;2019;1534;485;31156;2239;2;0,89;0,86;2020-11-09 18:23:00;18;23;34;900;29700;8,2;8;0,333333333333333;8,33333333333333;446,90724;445,0329
"69";"09/11/2020 18:38";6722;2;23,1;55;0;0,35;20,82;0,043;0,35;23,6;20,39;0,433;0,43;0,39;4079;1583;93;3607;1400;82;0,884;20,063;7,787;0,455;1061;522;355;167;539;304;235;191;614;355;259;447;304;143;24952;689;1;0,61;0,78;2020-11-09 18:38:00;18;38;35;900;30600;8,5;8;0,5;8,5;532,695816;530,48316
"70";"09/11/2020 18:38";6715;3;23,1;55;0;0,35;20,82;0,043;0,35;23,4;20,36;0,461;0,456;0,418;4419;1704;98;3964;1528;88;0,897;21,798;8,405;0,482;1913;1094;833;261;819;614;205;424;652;556;96;1261;891;370;32506;1349;1;0,97;0,96;2020-11-09 18:38:00;18;38;35;900;30600;8,5;8;0,5;8,5;563,460408;560,82558
"71";"09/11/2020 18:53";6722;2;22,9;55;0;0,35;20,82;0,043;0,35;23,6;20,42;0,402;0,395;0,358;3762;1460;85;3334;1294;76;0,886;18,513;7,186;0,42;1072;640;450;190;432;310;122;157;518;357;161;554;403;151;25687;736;1;0,62;0,78;2020-11-09 18:53:00;18;53;36;900;31500;8,8;8;0,833333333333333;8,83333333333333;487,15608;485,0933
"72";"09/11/2020 18:53";6715;3;22,9;55;0;0,35;20,82;0,043;0,35;23,4;20,46;0,373;0,354;0,33;3415;1317;75;3127;1206;69;0,916;16,918;6,523;0,374;2825;1705;1354;351;1120;842;278;546;1115;925;190;1710;1271;439;34469;1964;2;1,17;1,04;2020-11-09 18:53:00;18;53;36;900;31500;8,8;8;0,833333333333333;8,83333333333333;433,5966;431,241
"73";"09/11/2020 19:08";6722;2;23;55;0;0,35;20,82;0,043;0,35;23,6;20,38;0,442;0,436;0,399;4154;1613;94;3718;1443;84;0,895;20,485;7,951;0,465;1599;821;624;197;778;602;176;337;488;416;72;1111;810;301;26918;1231;1;0,81;0,89;2020-11-09 19:08:00;19;8;37;900;32400;9;9;0;9;540,14844;537,6659
"74";"09/11/2020 19:08";6715;3;23;55;0;0,35;20,82;0,043;0,35;23,4;20,45;0,388;0,365;0,345;3517;1356;78;3273;1262;72;0,931;17,48;6,74;0,386;2608;1611;1286;325;997;737;260;588;1066;867;199;1542;1156;386;36320;1851;2;1,36;1,14;2020-11-09 19:08:00;19;8;37;900;32400;9;9;0;9;452,892024;450,16374
"75";"09/11/2020 19:23";6722;2;23;55;0;0,35;20,82;0,043;0,36;23,6;20,36;0,469;0,456;0,426;4432;1720;101;4067;1579;92;0,918;21,966;8,526;0,499;946;519;359;160;427;300;127;189;336;231;105;610;428;182;27626;708;1;1,11;1,04;2020-11-09 19:23:00;19;23;38;900;33300;9,2;9;0,333333333333333;9,33333333333333;584,247024;581,02674
"76";"09/11/2020 19:23";6715;3;23;55;0;0,35;20,82;0,043;0,35;23,4;20,48;0,365;0,34;0,321;3282;1265;73;3049;1176;67;0,929;16,305;6,287;0,36;2102;1224;934;290;878;621;257;392;728;603;125;1374;952;422;37761;1441;2;1,36;1,26;2020-11-09 19:23:00;19;23;38;900;33300;9,2;9;0,333333333333333;9,33333333333333;423,616956;421,09831
"77";"09/11/2020 19:38";6722;2;23;55;0;0,35;20,82;0,043;0,35;23,6;20,37;0,464;0,442;0,42;4144;1609;94;3885;1508;88;0,938;20,628;8,007;0,468;933;486;318;168;447;302;145;157;322;213;109;611;407;204;28255;629;1;1,12;1,04;2020-11-09 19:38:00;19;38;39;900;34200;9,5;9;0,5;9,5;546,890496;543,44596
"78";"09/11/2020 19:38";6715;3;23;55;0;0,35;20,82;0,043;0,36;23,4;20,47;0,374;0,348;0,33;3469;1338;77;3248;1252;72;0,936;17,265;6,657;0,382;2488;1527;1221;306;961;722;239;405;1009;845;164;1479;1098;381;39451;1689;2;1,61;1,27;2020-11-09 19:38:00;19;38;39;900;34200;9,5;9;0,5;9,5;447,727896;444,94296
"79";"09/11/2020 19:53";6722;2;23;55;0;0,35;20,82;0,044;0,35;23,6;20,43;0,411;0,392;0,368;3684;1430;84;3401;1320;77;0,923;18,28;7,096;0,415;129;72;32;40;57;26;31;0;129;58;71;0;0;0;28299;45;0;1,12;1,04;2020-11-09 19:53:00;19;53;40;900;35100;9,8;9;0,833333333333333;9,83333333333333;486,608976;483,83076
"80";"09/11/2020 19:53";6715;3;23;55;0;0,35;20,82;0,044;0,35;23,4;20,48;0,369;0,339;0,326;3259;1257;72;3095;1193;68;0,95;16,269;6,273;0,36;1912;1174;889;285;738;557;181;386;728;596;132;1184;850;334;40764;1314;1;1,73;1,38;2020-11-09 19:53:00;19;53;40;900;35100;9,8;9;0,833333333333333;9,83333333333333;420,336;417,492
"81";"09/11/2020 20:08";6722;2;22,9;55;0;0,35;20,82;0,044;0,35;23,5;20,46;0,374;0,358;0,33;3374;1310;77;3055;1186;69;0,905;16,677;6,473;0,379;865;460;343;117;405;297;108;149;358;270;88;507;370;137;28896;597;1;1,15;1,09;2020-11-09 20:08:00;20;8;41;900;36000;10;10;0;10;443,74638;441,52955
"82";"09/11/2020 20:08";6715;3;22,9;55;0;0,35;20,82;0,044;0,35;23,4;20,44;0,398;0,372;0,355;3569;1376;79;3361;1296;74;0,942;17,784;6,857;0,393;1907;1071;798;273;836;615;221;395;788;611;177;1119;802;317;42071;1306;1;1,93;1,53;2020-11-09 20:08:00;20;8;41;900;36000;10;10;0;10;460,147824;457,17774
"83";"09/11/2020 20:23";6722;2;23,1;55;0;0,35;20,82;0,044;0,35;23,6;20,35;0,478;0,463;0,434;4392;1705;100;4049;1572;92;0,922;21,786;8,456;0,495;1264;676;484;192;588;424;164;211;402;312;90;862;596;266;29812;916;1;1,32;1,16;2020-11-09 20:23:00;20;23;42;900;36900;10,2;10;0,333333333333333;10,3333333333333;579,1296;575,846
"84";"09/11/2020 20:23";6715;3;23,1;55;0;0,35;20,82;0,044;0,35;23,4;20,44;0,4;0,373;0,356;3579;1380;79;3375;1301;75;0,943;17,839;6,878;0,394;2535;1529;1229;300;1006;758;248;505;1081;898;183;1454;1089;365;43794;1724;2;2,16;1,67;2020-11-09 20:23:00;20;23;42;900;36900;10,2;10;0,333333333333333;10,3333333333333;460,279596;457,29071
"85";"09/11/2020 20:38";6722;2;22,9;55;0;0,35;20,82;0,044;0,35;23,6;20,41;0,428;0,409;0,384;3841;1491;87;3550;1378;81;0,924;19,063;7,399;0,433;723;345;151;194;378;216;162;50;201;113;88;522;254;268;30129;317;0;1,58;1,31;2020-11-09 20:38:00;20;38;43;900;37800;10,5;10;0,5;10,5;504,132984;501,23484
"86";"09/11/2020 20:38";6715;3;22,9;55;0;0,35;20,82;0,044;0,35;23,4;20,5;0,353;0,321;0,309;3108;1199;69;2960;1141;65;0,952;15,524;5,986;0,343;2388;1361;1075;286;1027;766;261;432;790;658;132;1598;1183;415;45496;1702;2;2,21;1,69;2020-11-09 20:38:00;20;38;43;900;37800;10,5;10;0,5;10,5;403,052184;400,29384
"87";"09/11/2020 20:53";6722;2;23,1;55;0;0,35;20,82;0,044;0,35;23,6;20,43;0,407;0,384;0,364;3597;1396;82;3360;1304;76;0,934;17,892;6,945;0,406;300;181;114;67;119;61;58;46;130;60;70;170;115;55;30300;171;0;1,58;1,31;2020-11-09 20:53:00;20;53;44;900;38700;10,8;10;0,833333333333333;10,8333333333333;476,527584;473,60084
"88";"09/11/2020 20:53";6715;3;23,1;55;0;0,35;20,82;0,044;0,35;23,4;20,44;0,401;0,376;0,357;3618;1395;80;3391;1307;75;0,937;18,008;6,943;0,398;1954;1139;907;232;815;625;190;465;668;566;102;1286;966;320;46907;1411;2;2,29;1,78;2020-11-09 20:53:00;20;53;44;900;38700;10,8;10;0,833333333333333;10,8333333333333;465,30528;462,3928
"89";"09/11/2020 21:08";6722;2;23,1;55;0;0,35;20,82;0,044;0,36;23,6;20,38;0,467;0,441;0,423;4212;1635;96;4003;1554;91;0,95;21,027;8,162;0,477;1413;670;474;196;743;507;236;290;400;323;77;1013;658;355;31236;936;1;1,73;1,42;2020-11-09 21:08:00;21;8;45;900;39600;11;11;0;11;560,448;556,656
"90";"09/11/2020 21:08";6715;3;23,1;55;0;0,35;20,82;0,044;0,35;23,4;20,5;0,348;0,321;0,305;3081;1188;68;2889;1114;64;0,937;15,339;5,914;0,339;1600;886;613;273;714;489;225;118;833;553;280;767;549;218;47884;977;1;2,55;1,87;2020-11-09 21:08:00;21;8;45;900;39600;11;11;0;11;395,509488;393,03388
"91";"09/11/2020 21:23";6722;2;22,9;55;0;0,35;20,82;0,043;0,35;23,6;20,37;0,485;0,455;0,442;4245;1648;96;4089;1587;93;0,963;21,25;8,248;0,482;743;365;203;162;378;235;143;170;218;151;67;525;287;238;31658;422;0;1,92;1,6;2020-11-09 21:23:00;21;23;46;900;40500;11,2;11;0,333333333333333;11,3333333333333;562,529664;558,44064
"92";"09/11/2020 21:23";6715;3;22,9;55;0;0,35;20,82;0,043;0,35;23,4;20,57;0,274;0,249;0,231;2400;925;53;2191;845;48;0,913;11,881;4,581;0,263;159;106;65;41;53;23;30;5;135;66;69;24;22;2;47967;83;0;2,55;1,87;2020-11-09 21:23:00;21;23;46;900;40500;11,2;11;0,333333333333333;11,3333333333333;306,143052;304,51627
"93";"09/11/2020 21:38";6722;2;23;55;0;0,35;20,82;0,043;0,36;23,6;20,36;0,494;0,465;0,451;4436;1722;101;4268;1657;97;0,962;22,205;8,619;0,504;2030;967;734;233;1063;812;251;389;607;511;96;1423;1035;388;33090;1432;2;2,02;1,6;2020-11-09 21:38:00;21;38;47;900;41400;11,5;11;0,5;11,5;591,659616;587,38166
"94";"09/11/2020 21:38";6715;3;23;55;0;0,35;20,82;0,043;0,35;23,4;20,58;0,269;0,239;0,226;2307;889;51;2150;829;48;0,932;11,468;4,422;0,253;50;14;4;10;36;9;27;0;38;8;30;12;5;7;47982;15;0;2,56;1,87;2020-11-09 21:38:00;21;38;47;900;41400;11,5;11;0,5;11,5;296,206776;294,41076
"95";"09/11/2020 21:53";6722;2;23;55;0;0,35;20,82;0,043;0,35;23,6;20,33;0,518;0,491;0,474;4584;1779;104;4386;1703;100;0,957;22,917;8,895;0,52;840;446;271;175;394;272;122;98;319;198;121;521;345;176;33606;516;1;2,24;1,77;2020-11-09 21:53:00;21;53;48;900;42300;11,8;11;0,833333333333333;11,8333333333333;608,366304;604,08504
"96";"09/11/2020 21:53";6715;3;23;55;0;0,35;20,82;0,043;0,35;23,4;20,55;0,304;0,274;0,261;2629;1014;58;2475;954;55;0,941;13,1;5,051;0,29;673;438;284;154;235;119;116;44;464;257;207;209;146;63;48316;334;0;2,56;1,87;2020-11-09 21:53:00;21;53;48;900;42300;11,8;11;0,833333333333333;11,8333333333333;337,733304;335,56654
"97";"09/11/2020 22:08";6722;2;23;55;0;0,35;20,82;0,043;0,35;23,6;20,39;0,461;0,433;0,418;4083;1585;93;3905;1516;89;0,956;20,408;7,922;0,463;1038;515;344;171;523;355;168;187;353;264;89;685;435;250;34294;688;1;2,29;1,84;2020-11-09 22:08:00;22;8;49;900;43200;12;12;0;12;543,864744;540,05844
"98";"09/11/2020 22:08";6715;3;23;55;0;0,35;20,82;0,043;0,35;23,4;20,44;0,405;0,378;0,361;3627;1399;80;3425;1321;76;0,944;18,083;6,972;0,4;2448;1481;1209;272;967;739;228;496;1097;901;196;1351;1047;304;49995;1679;2;2,62;1,97;2020-11-09 22:08:00;22;8;49;900;43200;12;12;0;12;466,23936;463,1936
"99";"09/11/2020 22:23";6722;2;22,9;55;0;0,35;20,82;0,043;0,35;23,6;20,38;0,47;0,438;0,427;4077;1582;93;3948;1532;90;0,968;20,432;7,931;0,464;777;374;247;127;403;295;108;15;366;250;116;411;292;119;34763;469;1;2,48;1,84;2020-11-09 22:23:00;22;23;50;900;44100;12,2;12;0,333333333333333;12,3333333333333;545,726232;541,65432
"100";"09/11/2020 22:23";6715;3;22,9;55;0;0,35;20,82;0,043;0,35;23,4;20,49;0,359;0,332;0,316;3186;1229;70;3001;1157;66;0,942;15,876;6,121;0,351;1469;912;662;250;557;370;187;305;476;391;85;993;641;352;50956;961;1;3,01;2,27;2020-11-09 22:23:00;22;23;50;900;44100;12,2;12;0,333333333333333;12,3333333333333;407,72592;405,0942
"101";"09/11/2020 22:38";6722;2;23,1;54;0;0,35;20,82;0,043;0,35;23,6;20,47;0,384;0,355;0,341;3310;1285;75;3147;1222;71;0,951;16,524;6,414;0,375;62;47;23;24;15;9;6;0;61;31;30;1;1;0;34782;19;0;2,48;1,84;2020-11-09 22:38:00;22;38;51;900;45000;12,5;12;0,5;12,5;437,9751;434,99475
"102";"09/11/2020 22:38";6715;3;23,1;54;0;0,35;20,82;0,043;0,35;23,4;20,52;0,33;0,3;0,287;2878;1110;64;2726;1051;60;0,947;14,357;5,536;0,317;3407;1777;1369;408;1630;1243;387;65;1629;1238;391;1778;1374;404;52986;2030;2;3,04;2,28;2020-11-09 22:38:00;22;38;51;900;45000;12,5;12;0,5;12,5;373,311744;370,82944
"103";"09/11/2020 22:53";6722;2;22,9;55;0;0,35;20,82;0,043;0,36;23,5;20,46;0,387;0,358;0,344;3446;1337;78;3269;1269;74;0,949;17,195;6,674;0,39;348;168;96;72;180;119;61;57;206;107;99;142;108;34;34973;191;0;2,48;1,84;2020-11-09 22:53:00;22;53;52;900;45900;12,8;12;0,833333333333333;12,8333333333333;455,233896;452,17146
"104";"09/11/2020 22:53";6715;3;22,9;55;0;0,35;20,82;0,043;0,35;23,4;20,44;0,408;0,379;0,364;3634;1401;80;3459;1334;76;0,952;18,147;6,997;0,401;2619;1488;1186;302;1131;844;287;415;1532;1188;344;1087;842;245;54677;1691;2;3,05;2,28;2020-11-09 22:53:00;22;53;52;900;45900;12,8;12;0,833333333333333;12,8333333333333;467,30688;464,1088
"105";"09/11/2020 23:08";6722;2;23;55;0;0,35;20,82;0,043;0,36;23,6;20,47;0,373;0,348;0,33;3354;1302;76;3137;1218;71;0,936;16,687;6,477;0,379;65;36;15;21;29;17;12;0;56;25;31;9;7;2;34993;20;0;2,48;1,84;2020-11-09 23:08:00;23;8;53;900;46800;13;13;0;13;441,913248;439,16448
"106";"09/11/2020 23:08";6715;3;23;55;0;0,35;20,82;0,043;0,36;23,4;20,49;0,349;0,325;0,305;3227;1244;71;2990;1153;66;0,927;16,025;6,179;0,354;2452;1333;987;346;1119;815;304;42;1393;1037;356;1059;765;294;55996;1319;1;3,17;2,37;2020-11-09 23:08:00;23;8;53;900;46800;13;13;0;13;411,774156;409,35831
"107";"09/11/2020 23:23";6722;2;23;55;0;0,35;20,82;0,043;0,35;23,6;20,4;0,442;0,419;0,399;3944;1531;90;3708;1439;84;0,94;19,643;7,625;0,446;1240;611;410;201;629;431;198;230;506;330;176;734;511;223;35820;827;1;2,49;1,91;2020-11-09 23:23:00;23;23;54;900;47700;13,2;13;0,333333333333333;13,3333333333333;523,9188;520,578
"108";"09/11/2020 23:23";6715;3;23;55;0;0,35;20,82;0,043;0,35;23,4;20,51;0,33;0,306;0,287;2952;1138;65;2728;1052;60;0,924;14,652;5,649;0,324;1527;830;568;262;697;512;185;16;1142;798;344;385;282;103;56815;819;1;3,17;2,37;2020-11-09 23:23:00;23;23;54;900;47700;13,2;13;0,333333333333333;13,3333333333333;376,65108;374,4858
"109";"09/11/2020 23:38";6722;2;22,9;55;0;0,35;20,82;0,043;0,36;23,5;20,38;0,462;0,44;0,419;4176;1621;95;3937;1528;89;0,943;20,812;8,078;0,472;1576;807;578;229;769;574;195;238;493;436;57;1083;716;367;36906;1086;1;2,63;2,04;2020-11-09 23:38:00;23;38;55;900;48600;13,5;13;0,5;13,5;553,50078;549,90655
"110";"09/11/2020 23:38";6715;3;22,9;55;0;0,35;20,82;0,043;0,35;23,4;20,57;0,267;0,244;0,224;2369;913;52;2126;820;47;0,898;11,686;4,506;0,258;52;22;11;11;30;11;19;0;35;18;17;17;4;13;56836;21;0;3,17;2,37;2020-11-09 23:38:00;23;38;55;900;48600;13,5;13;0,5;13,5;299,065728;297,65528
"111";"09/11/2020 23:53";6722;2;22,9;55;0;0,35;20,81;0,043;0,35;23,6;20,38;0,462;0,436;0,419;4077;1583;93;3886;1508;88;0,953;20,367;7,905;0,462;648;316;137;179;332;208;124;16;284;158;126;364;187;177;37245;339;0;2,76;2,17;2020-11-09 23:53:00;23;53;56;900;49500;13,8;13;0,833333333333333;13,8333333333333;543,399372;539,65947
"112";"09/11/2020 23:53";6715;3;22,9;55;0;0,35;20,81;0,043;0,35;23,4;20,56;0,28;0,254;0,237;2461;949;54;2253;869;50;0,915;12,193;4,701;0,269;83;46;17;29;37;10;27;0;52;18;34;31;9;22;56861;25;0;3,17;2,37;2020-11-09 23:53:00;23;53;56;900;49500;13,8;13;0,833333333333333;13,8333333333333;312,09948;310,4163
"113";"10/11/2020 00:08";6722;2;23;55;0;0,35;20,82;0,043;0,35;23,6;20,37;0,473;0,443;0,43;4124;1601;94;3971;1542;90;0,963;20,646;8,014;0,469;1235;529;364;165;706;505;201;99;595;434;161;640;435;205;38027;782;1;2,98;2,2;2020-11-10 00:08:00;0;8;57;900;50400;14;14;0;14;550,810296;546,80646
"114";"10/11/2020 00:08";6715;3;23;55;0;0,35;20,82;0,043;0,35;23,3;20,57;0,268;0,244;0,225;2362;911;52;2135;823;47;0,904;11,671;4,5;0,258;56;22;8;14;34;7;27;0;35;11;24;21;4;17;56875;13;0;3,17;2,37;2020-11-10 00:08:00;0;8;57;900;50400;14;14;0;14;299,586144;298,10144
"115";"10/11/2020 00:23";6722;2;23;55;0;0,35;20,82;0,043;0,35;23,6;20,42;0,42;0,396;0,377;3751;1456;85;3526;1369;80;0,94;18,681;7,251;0,424;86;68;12;56;18;4;14;0;83;14;69;3;2;1;38041;14;0;2,98;2,2;2020-11-10 00:23:00;0;23;58;900;51300;14,2;14;0,333333333333333;14,3333333333333;494,8122;491,657
"116";"10/11/2020 00:23";6715;3;23;55;0;0,35;20,82;0,043;0,36;23,4;20,57;0,271;0,246;0,228;2460;948;54;2236;862;49;0,909;12,168;4,691;0,269;518;320;212;108;198;108;90;30;309;167;142;209;153;56;57162;288;0;3,17;2,37;2020-11-10 00:23:00;0;23;58;900;51300;14,2;14;0,333333333333333;14,3333333333333;311,559048;309,95298
"117";"10/11/2020 00:38";6722;2;23;55;0;0,35;20,82;0,043;0,35;23,5;20,44;0,402;0,379;0,36;3553;1379;81;3326;1291;75;0,936;17,682;6,863;0,401;91;45;21;24;46;25;21;0;71;33;38;20;13;7;38078;36;0;2,98;2,2;2020-11-10 00:38:00;0;38;59;900;52200;14,5;14;0,5;14,5;470,986488;468,05688
"118";"10/11/2020 00:38";6715;3;23;55;0;0,35;20,82;0,043;0,35;23,3;20,5;0,347;0,317;0,304;3041;1173;67;2889;1114;64;0,95;15,181;5,853;0,335;2470;1512;1231;281;958;709;249;528;1214;1031;183;1256;909;347;58793;1631;2;3,22;2,55;2020-11-10 00:38:00;0;38;59;900;52200;14,5;14;0,5;14,5;391,146;388,4995
"119";"10/11/2020 00:53";6722;2;23,1;55;0;0,35;20,82;0,043;0,35;23,6;20,45;0,391;0,371;0,348;3488;1354;79;3219;1249;73;0,923;17,307;6,718;0,393;758;387;253;134;371;256;115;108;434;267;167;324;242;82;38605;527;1;2,98;2,2;2020-11-10 00:53:00;0;53;60;900;53100;14,8;14;0,833333333333333;14,8333333333333;457,644156;455,03131
"120";"10/11/2020 00:53";6715;3;23,1;55;0;0,35;20,82;0,043;0,35;23,4;20,51;0,338;0,307;0,295;2946;1136;65;2799;1079;62;0,95;14,708;5,671;0,325;1388;830;597;233;558;402;156;46;761;552;209;627;447;180;59537;744;1;3,55;2,63;2020-11-10 00:53:00;0;53;60;900;53100;14,8;14;0,833333333333333;14,8333333333333;379,47;376,9025
"121";"10/11/2020 01:08";6722;2;22,9;55;0;0,35;20,82;0,043;0,35;23,6;20,41;0,434;0,408;0,391;3816;1481;87;3623;1406;82;0,949;19,044;7,392;0,432;438;252;130;122;186;107;79;79;192;85;107;246;152;94;38828;224;0;3,13;2,32;2020-11-10 01:08:00;1;8;61;900;54000;15;15;0;15;507,760884;504,34509
"122";"10/11/2020 01:08";6715;3;22,9;55;0;0,35;20,82;0,043;0,35;23,4;20,55;0,292;0,266;0,249;2565;989;57;2364;912;52;0,922;12,724;4,906;0,281;59;39;12;27;20;1;19;0;43;10;33;16;3;13;59553;15;0;3,55;2,63;2020-11-10 01:08:00;1;8;61;900;54000;15;15;0;15;330,103872;328,23222
"123";"10/11/2020 01:23";6722;2;23,1;55;0;0,35;20,82;0,043;0,35;23,5;20,47;0,377;0,347;0,334;3255;1263;74;3103;1204;70;0,953;16,259;6,311;0,369;55;21;7;14;34;4;30;0;47;9;38;8;2;6;38846;17;0;3,13;2,32;2020-11-10 01:23:00;1;23;62;900;54900;15,2;15;0,333333333333333;15,3333333333333;432,382296;429,40646
"124";"10/11/2020 01:23";6715;3;23,1;55;0;0,35;20,82;0,043;0,35;23,3;20,58;0,263;0,237;0,22;2291;884;51;2084;804;46;0,91;11,336;4,371;0,251;54;25;8;17;29;6;23;0;54;14;40;0;0;0;59569;16;0;3,55;2,63;2020-11-10 01:23:00;1;23;62;900;54900;15,2;15;0,333333333333333;15,3333333333333;294,33528;292,8063
"125";"10/11/2020 01:38";6722;2;23,1;55;0;0,35;20,82;0,043;0,35;23,5;20,46;0,386;0,361;0,343;3406;1322;77;3200;1242;73;0,939;16,964;6,585;0,385;495;317;199;118;178;104;74;25;299;152;147;196;151;45;39081;235;0;3,13;2,32;2020-11-10 01:38:00;1;38;63;900;55800;15,5;15;0,5;15,5;448,113204;445,27329
"126";"10/11/2020 01:38";6715;3;23,1;55;0;0,35;20,82;0,043;0,36;23,4;20,52;0,322;0,293;0,279;2918;1125;64;2751;1061;61;0,943;14,542;5,607;0,321;1228;692;500;192;536;371;165;146;693;436;257;535;435;100;60289;721;1;3,55;2,63;2020-11-10 01:38:00;1;38;63;900;55800;15,5;15;0,5;15,5;372,884736;370,46336
