20200508_SD_Ucpdd_K1;Test;TX001;TX002;TX003;;;;;;;;;;;;;;
15.05.2020;07:55;2344;4;0,40;20,77;0,049;-138,606;0,50;30,0;20,61;0,187;-138,605;0,1572;0,1380;49;42;0,851;
15.05.2020;08:00;2344;4;0,40;20,77;0,048;-138,606;0,50;29,8;20,62;0,180;-138,606;0,1510;0,1316;47;40;0,843;
15.05.2020;08:05;2344;4;0,40;20,77;0,050;-138,606;0,50;29,7;20,57;0,223;-138,605;0,1928;0,1729;59;52;0,873;
15.05.2020;08:10;2344;4;0,40;20,77;0,051;-138,606;0,50;29,6;20,53;0,269;-138,606;0,2394;0,2176;74;66;0,888;
15.05.2020;08:15;2344;4;0,40;20,77;0,052;-138,605;0,50;29,6;20,58;0,222;-138,606;0,1891;0,1704;58;51;0,879;
15.05.2020;08:20;2344;4;0,40;20,77;0,051;-138,606;0,50;29,6;20,60;0,193;-138,605;0,1608;0,1419;50;43;0,856;
15.05.2020;08:25;2344;4;0,40;20,77;0,051;-138,605;0,50;29,6;20,61;0,184;-138,605;0,1535;0,1336;48;40;0,842;
15.05.2020;08:30;2344;4;0,40;20,77;0,051;-138,605;0,50;29,6;20,62;0,178;-138,605;0,1473;0,1267;46;38;0,830;
15.05.2020;08:35;2344;4;0,40;20,77;0,051;-138,605;0,50;29,7;20,61;0,185;-138,605;0,1522;0,1346;47;40;0,858;
15.05.2020;08:40;2344;4;0,40;20,77;0,049;-138,606;0,50;29,8;20,58;0,222;-138,606;0,1866;0,1734;57;52;0,912;
15.05.2020;08:45;2344;4;0,40;20,77;0,049;-138,606;0,50;29,9;20,63;0,173;-138,606;0,1387;0,1238;43;37;0,868;
15.05.2020;08:50;2344;4;0,40;20,77;0,048;-138,606;0,50;29,8;20,63;0,174;-138,605;0,1436;0,1252;45;38;0,843;
15.05.2020;08:55;2344;4;0,40;20,77;0,048;-138,605;0,50;29,9;20,62;0,182;-138,606;0,1498;0,1341;46;40;0,871;
15.05.2020;09:00;2344;4;0,40;20,77;0,048;-138,606;0,50;29,9;20,58;0,225;-138,605;0,1866;0,1763;57;53;0,931;
15.05.2020;09:05;2344;4;0,40;20,77;0,048;-138,606;0,51;30,0;20,56;0,238;-138,605;0,2063;0,1896;64;58;0,900;
15.05.2020;09:10;2344;4;0,40;20,77;0,048;-138,606;0,51;30,0;20,57;0,227;-138,606;0,1964;0,1793;61;55;0,892;
15.05.2020;09:15;2344;4;0,40;20,77;0,047;-138,606;0,50;30,2;20,58;0,220;-138,606;0,1878;0,1724;58;52;0,898;
15.05.2020;09:20;2344;4;0,40;20,77;0,048;-138,605;0,51;30,2;20,61;0,196;-138,605;0,1621;0,1478;51;45;0,892;
15.05.2020;09:25;2344;4;0,40;20,77;0,048;-138,606;0,50;30,2;20,64;0,161;-138,605;0,1265;0,1130;39;34;0,869;
15.05.2020;09:30;2344;4;0,40;20,77;0,047;-138,606;0,50;29,9;20,64;0,164;-138,605;0,1326;0,1169;41;35;0,855;
15.05.2020;09:35;2344;4;0,40;20,77;0,050;-138,606;0,50;29,8;20,63;0,177;-138,606;0,1424;0,1272;44;38;0,869;
15.05.2020;09:40;2344;4;0,40;20,77;0,049;-138,606;0,50;29,7;20,62;0,186;-138,606;0,1510;0,1370;47;41;0,886;
15.05.2020;09:45;2344;4;0,40;20,77;0,051;-138,606;0,50;29,7;20,62;0,184;-138,606;0,1473;0,1331;45;40;0,881;
15.05.2020;09:50;2344;4;0,40;20,77;0,048;-138,606;0,50;29,6;20,62;0,187;-138,605;0,1522;0,1390;47;42;0,893;
15.05.2020;09:55;2344;4;0,40;20,77;0,047;-138,605;0,50;29,6;20,58;0,223;-138,605;0,1903;0,1753;58;52;0,903;
15.05.2020;10:00;2344;4;0,40;20,77;0,047;-138,606;0,50;29,6;20,51;0,291;-138,605;0,2591;0,2436;79;73;0,926;
15.05.2020;10:05;2344;4;0,40;20,77;0,050;-138,606;0,50;29,7;20,49;0,308;-138,606;0,2787;0,2583;86;78;0,909;
15.05.2020;10:10;2344;4;0,40;20,77;0,049;-138,606;0,50;29,8;20,48;0,310;-138,606;0,2848;0,2613;87;78;0,898;
15.05.2020;10:15;2344;4;0,40;20,77;0,048;-138,606;0,50;29,8;20,50;0,284;-138,606;0,2640;0,2357;81;71;0,869;
15.05.2020;10:20;2344;4;0,40;20,77;0,047;-138,605;0,50;29,9;20,56;0,229;-138,606;0,2099;0,1817;65;55;0,836;
15.05.2020;10:25;2344;4;0,40;20,77;0,048;-138,606;0,50;29,9;20,54;0,257;-138,605;0,2308;0,2087;71;62;0,882;
15.05.2020;10:30;2344;4;0,40;20,77;0,048;-138,606;0,49;29,9;20,53;0,260;-138,606;0,2394;0,2117;73;62;0,858;
15.05.2020;10:35;2344;4;0,40;20,77;0,047;-138,606;0,49;30,0;20,58;0,216;-138,606;0,1891;0,1689;58;50;0,869;
15.05.2020;10:40;2344;4;0,40;20,77;0,047;-138,606;0,50;29,9;20,61;0,187;-138,605;0,1572;0,1400;49;42;0,866;
15.05.2020;10:45;2344;4;0,40;20,77;0,047;-138,605;0,50;30,0;20,63;0,178;-138,606;0,1461;0,1311;45;40;0,874;
15.05.2020;10:50;2344;4;0,40;20,77;0,047;-138,605;0,50;30,0;20,63;0,175;-138,606;0,1424;0,1272;44;38;0,869;
15.05.2020;10:55;2344;4;0,40;20,77;0,046;-138,606;0,50;30,0;20,62;0,182;-138,606;0,1486;0,1355;45;41;0,892;
15.05.2020;11:00;2344;4;0,40;20,77;0,047;-138,605;0,50;30,1;20,63;0,181;-138,605;0,1436;0,1331;44;40;0,909;
15.05.2020;11:05;2344;4;0,40;20,77;0,047;-138,606;0,50;30,0;20,63;0,176;-138,605;0,1436;0,1287;44;38;0,872;
15.05.2020;11:10;2344;4;0,40;20,77;0,047;-138,605;0,50;29,8;20,62;0,186;-138,606;0,1547;0,1390;48;42;0,875;
15.05.2020;11:15;2344;4;0,40;20,77;0,049;-138,606;0,50;29,7;20,56;0,235;-138,606;0,2063;0,1856;63;56;0,877;
15.05.2020;11:20;2344;4;0,40;20,77;0,049;-138,606;0,50;29,7;20,55;0,246;-138,606;0,2149;0,1969;66;59;0,897;
15.05.2020;11:25;2344;4;0,40;20,77;0,048;-138,605;0,49;29,7;20,60;0,198;-138,606;0,1682;0,1503;51;45;0,869;
15.05.2020;11:30;2344;4;0,40;20,77;0,047;-138,606;0,50;29,7;20,62;0,186;-138,606;0,1547;0,1385;48;42;0,871;
15.05.2020;11:35;2344;4;0,40;20,77;0,047;-138,606;0,50;29,7;20,52;0,277;-138,606;0,2492;0,2298;77;70;0,904;
15.05.2020;11:40;2344;4;0,40;20,77;0,049;-138,606;0,50;29,7;20,56;0,241;-138,605;0,2087;0,1920;65;58;0,901;
15.05.2020;11:45;2344;4;0,40;20,77;0,049;-138,606;0,50;29,8;20,52;0,276;-138,605;0,2443;0,2269;75;68;0,912;
15.05.2020;11:50;2344;4;0,40;20,77;0,048;-138,606;0,50;29,8;20,59;0,209;-138,606;0,1768;0,1616;55;49;0,894;
15.05.2020;11:55;2344;4;0,40;20,77;0,047;-138,606;0,50;29,8;20,60;0,203;-138,605;0,1694;0,1552;52;46;0,896;
15.05.2020;12:00;2344;4;0,40;20,77;0,047;-138,606;0,50;29,9;20,61;0,190;-138,605;0,1584;0,1434;49;43;0,884;
15.05.2020;12:05;2344;4;0,40;20,77;0,048;-138,606;0,50;29,9;20,56;0,243;-138,606;0,2149;0,1950;66;58;0,886;
15.05.2020;12:10;2344;4;0,40;20,77;0,048;-138,606;0,50;30,0;20,54;0,261;-138,606;0,2320;0,2127;71;64;0,897;
15.05.2020;12:15;2344;4;0,40;20,77;0,048;-138,606;0,50;30,0;20,59;0,214;-138,605;0,1829;0,1660;56;50;0,886;
15.05.2020;12:20;2344;4;0,40;20,77;0,049;-138,606;0,50;30,0;20,61;0,189;-138,605;0,1547;0,1400;48;42;0,883;
15.05.2020;12:25;2344;4;0,40;20,77;0,050;-138,606;0,50;30,1;20,62;0,183;-138,605;0,1510;0,1331;47;40;0,855;
15.05.2020;12:30;2344;4;0,40;20,77;0,051;-138,606;0,49;30,1;20,62;0,178;-138,605;0,1424;0,1267;43;37;0,865;
15.05.2020;12:35;2344;4;0,40;20,77;0,050;-138,606;0,50;29,9;20,62;0,186;-138,606;0,1510;0,1365;47;41;0,882;
15.05.2020;12:40;2344;4;0,40;20,77;0,049;-138,606;0,50;29,8;20,61;0,200;-138,605;0,1633;0,1508;50;46;0,905;
15.05.2020;12:45;2344;4;0,40;20,77;0,048;-138,606;0,50;29,7;20,59;0,216;-138,606;0,1817;0,1675;56;50;0,903;
15.05.2020;12:50;2344;4;0,40;20,77;0,048;-138,606;0,50;29,7;20,59;0,215;-138,605;0,1842;0,1665;57;50;0,882;
15.05.2020;12:55;2344;4;0,40;20,77;0,048;-138,606;0,50;29,6;20,61;0,193;-138,606;0,1633;0,1454;51;44;0,865;
15.05.2020;13:00;2344;4;0,40;20,77;0,050;-138,606;0,50;29,7;20,62;0,181;-138,606;0,1473;0,1311;45;39;0,865;
15.05.2020;13:05;2344;4;0,40;20,77;0,050;-138,606;0,51;29,7;20,62;0,184;-138,605;0,1449;0,1341;45;41;0,908;
15.05.2020;13:10;2344;4;0,40;20,77;0,049;-138,606;0,50;29,7;20,62;0,190;-138,605;0,1510;0,1405;47;43;0,913;
15.05.2020;13:15;2344;4;0,40;20,77;0,048;-138,606;0,50;29,7;20,61;0,196;-138,606;0,1596;0,1478;49;44;0,909;
15.05.2020;13:20;2344;4;0,40;20,77;0,049;-138,606;0,50;29,8;20,52;0,286;-138,606;0,2468;0,2367;75;71;0,949;
15.05.2020;13:25;2344;4;0,40;20,76;0,054;-138,606;0,50;29,8;20,53;0,268;-138,606;0,2345;0,2136;71;63;0,890;
15.05.2020;13:30;2344;4;0,40;20,76;0,056;-138,606;0,51;29,9;20,50;0,293;-138,606;0,2591;0,2367;81;73;0,894;
15.05.2020;13:35;2344;4;0,40;20,76;0,054;-138,605;0,50;29,9;20,52;0,269;-138,606;0,2394;0,2151;74;64;0,875;
15.05.2020;13:40;2344;4;0,40;20,76;0,053;-138,606;0,50;29,9;20,48;0,332;-138,606;0,2824;0,2790;85;84;0,985;
15.05.2020;13:45;2344;4;0,40;20,75;0,063;-138,606;0,50;29,7;20,43;0,350;-138,605;0,3192;0,2873;98;86;0,877;
15.05.2020;13:50;2344;4;0,40;20,75;0,063;-138,606;0,50;29,6;20,54;0,248;-138,606;0,2087;0,1847;65;55;0,859;
15.05.2020;13:55;2344;4;0,40;20,75;0,061;-138,605;0,50;29,7;20,55;0,244;-138,606;0,2014;0,1827;61;54;0,886;
15.05.2020;14:00;2344;4;0,40;20,76;0,059;-138,605;0,50;29,8;20,58;0,213;-138,606;0,1731;0,1542;53;46;0,866;
15.05.2020;14:05;2344;4;0,40;20,76;0,057;-138,606;0,50;29,8;20,59;0,209;-138,605;0,1657;0,1522;51;46;0,899;
15.05.2020;14:10;2344;4;0,40;20,76;0,057;-138,606;0,52;29,9;20,60;0,205;-138,606;0,1596;0,1483;51;46;0,912;
15.05.2020;14:15;2344;4;0,40;20,76;0,056;-138,606;0,50;30,0;20,61;0,195;-138,606;0,1522;0,1395;46;42;0,896;
15.05.2020;14:20;2344;4;0,40;20,76;0,055;-138,605;0,50;30,0;20,61;0,194;-138,606;0,1486;0,1390;45;42;0,920;
15.05.2020;14:25;2344;4;0,40;20,76;0,054;-138,606;0,50;29,8;20,54;0,269;-138,606;0,2259;0,2156;69;65;0,943;
15.05.2020;14:30;2344;4;0,40;20,76;0,053;-138,606;0,50;29,7;20,57;0,230;-138,605;0,1915;0,1763;59;53;0,902;
15.05.2020;14:35;2344;4;0,40;20,76;0,053;-138,606;0,51;29,7;20,58;0,223;-138,605;0,1842;0,1694;57;51;0,901;
15.05.2020;14:40;2344;4;0,40;20,76;0,052;-138,606;0,50;29,7;20,60;0,199;-138,605;0,1596;0,1464;49;44;0,897;
15.05.2020;14:45;2344;4;0,40;20,76;0,053;-138,606;0,50;29,7;20,61;0,193;-138,605;0,1547;0,1405;48;42;0,887;
15.05.2020;14:50;2344;4;0,40;20,77;0,053;-138,605;0,52;29,7;20,61;0,194;-138,606;0,1559;0,1414;50;44;0,886;
15.05.2020;14:55;2344;4;0,40;20,76;0,052;-138,606;0,50;29,8;20,53;0,273;-138,605;0,2370;0,2210;72;66;0,917;
15.05.2020;15:00;2344;4;0,40;20,77;0,052;-138,606;0,50;29,8;20,60;0,206;-138,605;0,1633;0,1532;50;46;0,923;
15.05.2020;15:05;2344;4;0,40;20,77;0,052;-138,606;0,50;29,8;20,61;0,200;-138,606;0,1572;0,1478;48;45;0,926;
15.05.2020;15:10;2344;4;0,40;20,77;0,050;-138,606;0,50;29,9;20,57;0,237;-138,605;0,1977;0,1876;60;56;0,937;
15.05.2020;15:15;2344;4;0,40;20,77;0,049;-138,605;0,50;29,9;20,58;0,219;-138,606;0,1842;0,1694;56;51;0,901;
15.05.2020;15:20;2344;4;0,40;20,77;0,049;-138,605;0,50;30,0;20,60;0,207;-138,605;0,1707;0,1581;52;48;0,909;
15.05.2020;15:25;2344;4;0,40;20,77;0,049;-138,607;0,50;30,0;20,60;0,202;-138,606;0,1657;0,1527;51;46;0,903;
15.05.2020;15:30;2344;4;0,40;20,77;0,049;-138,606;0,50;30,0;20,60;0,213;-138,605;0,1731;0,1635;52;49;0,931;
15.05.2020;15:35;2344;4;0,40;20,77;0,049;-138,605;0,50;30,1;20,61;0,201;-138,605;0,1608;0,1518;49;45;0,930;
15.05.2020;15:40;2344;4;0,40;20,77;0,049;-138,606;0,50;29,9;20,62;0,188;-138,605;0,1498;0,1395;45;41;0,915;
15.05.2020;15:45;2344;4;0,40;20,77;0,051;-138,606;0,49;29,8;20,61;0,198;-138,606;0,1559;0,1468;47;44;0,928;
15.05.2020;15:50;2344;4;0,40;20,77;0,051;-138,605;0,50;29,7;20,55;0,256;-138,605;0,2161;0,2053;66;61;0,938;
15.05.2020;15:55;2344;4;0,40;20,77;0,049;-138,606;0,50;29,7;20,51;0,291;-138,606;0,2554;0,2416;78;73;0,933;
15.05.2020;16:00;2344;4;0,40;20,77;0,049;-138,606;0,50;29,7;20,49;0,311;-138,606;0,2762;0,2623;83;78;0,937;
15.05.2020;16:05;2344;4;0,40;20,77;0,049;-138,606;0,50;29,7;20,55;0,257;-138,605;0,2222;0,2082;68;62;0,922;
15.05.2020;16:10;2344;4;0,40;20,77;0,048;-138,606;0,50;29,7;20,59;0,215;-138,606;0,1842;0,1670;57;50;0,885;
15.05.2020;16:15;2344;4;0,40;20,77;0,049;-138,605;0,50;29,8;20,60;0,201;-138,606;0,1657;0,1518;50;45;0,896;
15.05.2020;16:20;2344;4;0,40;20,77;0,049;-138,605;0,50;29,8;20,62;0,192;-138,606;0,1547;0,1434;48;43;0,910;
15.05.2020;16:25;2344;4;0,40;20,77;0,050;-138,605;0,50;29,8;20,60;0,204;-138,605;0,1633;0,1532;50;46;0,923;
15.05.2020;16:30;2344;4;0,40;20,77;0,049;-138,606;0,50;29,8;20,59;0,215;-138,606;0,1743;0,1660;53;50;0,940;
15.05.2020;16:35;2344;4;0,40;20,77;0,049;-138,606;0,51;29,9;20,60;0,203;-138,606;0,1633;0,1537;51;47;0,927;
15.05.2020;16:40;2344;4;0,40;20,77;0,049;-138,606;0,50;29,9;20,55;0,255;-138,606;0,2185;0,2063;66;62;0,930;
15.05.2020;16:45;2344;4;0,40;20,77;0,048;-138,606;0,50;30,0;20,60;0,202;-138,605;0,1682;0,1537;52;46;0,894;
15.05.2020;16:50;2344;4;0,40;20,77;0,049;-138,606;0,49;30,0;20,60;0,206;-138,606;0,1682;0,1562;51;46;0,911;
15.05.2020;16:55;2344;4;0,40;20,77;0,050;-138,606;0,50;30,0;20,60;0,205;-138,605;0,1645;0,1547;50;47;0,926;
15.05.2020;17:00;2344;4;0,40;20,77;0,052;-138,606;0,48;30,1;20,59;0,214;-138,605;0,1743;0,1616;51;47;0,909;
15.05.2020;17:05;2344;4;0,40;20,77;0,048;-138,606;0,50;30,1;20,53;0,269;-138,605;0,2370;0,2215;72;66;0,919;
15.05.2020;17:10;2344;4;0,40;20,77;0,048;-138,606;0,50;30,0;20,57;0,236;-138,605;0,1989;0,1886;60;57;0,935;
15.05.2020;17:15;2344;4;0,40;20,77;0,048;-138,606;0,50;29,8;20,54;0,258;-138,606;0,2296;0,2102;70;63;0,896;
15.05.2020;17:20;2344;4;0,40;20,77;0,049;-138,606;0,50;29,8;20,46;0,334;-138,605;0,3033;0,2853;92;85;0,927;
15.05.2020;17:25;2344;4;0,40;20,77;0,049;-138,605;0,51;29,8;20,56;0,237;-138,606;0,2075;0,1886;65;57;0,888;
15.05.2020;17:30;2344;4;0,40;20,77;0,048;-138,606;0,50;29,8;20,49;0,311;-138,605;0,2787;0,2628;85;79;0,929;
15.05.2020;17:35;2344;4;0,40;20,77;0,050;-138,606;0,50;29,8;20,60;0,202;-138,606;0,1657;0,1513;51;45;0,892;
15.05.2020;17:40;2344;4;0,40;20,77;0,049;-138,606;0,50;29,8;20,60;0,199;-138,605;0,1645;0,1493;50;45;0,886;
15.05.2020;17:45;2344;4;0,40;20,77;0,049;-138,606;0,50;29,8;20,60;0,203;-138,606;0,1657;0,1532;51;46;0,907;
15.05.2020;17:50;2344;4;0,40;20,77;0,050;-138,606;0,50;29,8;20,54;0,267;-138,606;0,2296;0,2166;70;65;0,930;
15.05.2020;17:55;2344;4;0,40;20,77;0,051;-138,606;0,50;29,9;20,49;0,318;-138,606;0,2799;0,2667;85;80;0,941;
15.05.2020;18:00;2344;4;0,40;20,77;0,053;-138,605;0,51;29,9;20,53;0,269;-138,605;0,2308;0,2161;72;66;0,921;
15.05.2020;18:05;2344;4;0,40;20,77;0,050;-138,606;0,50;30,0;20,57;0,232;-138,606;0,1989;0,1822;61;55;0,896;
15.05.2020;18:10;2344;4;0,40;20,77;0,048;-138,606;0,50;30,0;20,59;0,215;-138,605;0,1805;0,1665;55;50;0,904;
15.05.2020;18:15;2344;4;0,40;20,77;0,050;-138,606;0,49;30,0;20,60;0,204;-138,606;0,1670;0,1537;50;45;0,902;
15.05.2020;18:20;2344;4;0,40;20,77;0,051;-138,606;0,50;29,9;20,60;0,202;-138,606;0,1645;0,1508;51;45;0,897;
15.05.2020;18:25;2344;4;0,40;20,77;0,049;-138,606;0,50;29,9;20,59;0,209;-138,606;0,1768;0,1596;54;48;0,880;
15.05.2020;18:30;2344;4;0,40;20,77;0,049;-138,605;0,50;30,0;20,50;0,306;-138,606;0,2689;0,2569;82;77;0,944;
15.05.2020;18:35;2344;4;0,40;20,77;0,048;-138,606;0,50;29,8;20,55;0,253;-138,606;0,2198;0,2053;67;62;0,918;
15.05.2020;18:40;2344;4;0,40;20,77;0,048;-138,606;0,48;29,6;20,57;0,235;-138,605;0,2001;0,1866;59;54;0,916;
15.05.2020;18:45;2344;4;0,40;20,77;0,048;-138,606;0,50;29,5;20,58;0,226;-138,606;0,1928;0,1773;59;53;0,901;
15.05.2020;18:50;2344;4;0,40;20,77;0,048;-138,606;0,50;29,4;20,59;0,212;-138,605;0,1793;0,1635;55;49;0,892;
15.05.2020;18:55;2344;4;0,40;20,77;0,051;-138,605;0,50;29,4;20,57;0,227;-138,605;0,1928;0,1758;59;53;0,892;
15.05.2020;19:00;2344;4;0,40;20,77;0,052;-138,605;0,50;29,5;20,50;0,305;-138,606;0,2701;0,2534;83;76;0,923;
15.05.2020;19:05;2344;4;0,40;20,77;0,051;-138,606;0,50;29,5;20,44;0,353;-138,605;0,3217;0,3020;99;91;0,924;
15.05.2020;19:10;2344;4;0,40;20,77;0,049;-138,605;0,50;29,6;20,47;0,322;-138,606;0,2947;0,2731;91;83;0,909;
15.05.2020;19:15;2344;4;0,40;20,77;0,049;-138,606;0,50;29,6;20,47;0,319;-138,605;0,2971;0,2701;92;82;0,888;
15.05.2020;19:20;2344;4;0,40;20,77;0,048;-138,605;0,50;29,7;20,47;0,325;-138,606;0,3045;0,2775;94;84;0,891;
15.05.2020;19:25;2344;4;0,40;20,77;0,050;-138,605;0,50;29,7;20,46;0,329;-138,606;0,3082;0,2790;95;84;0,883;
15.05.2020;19:30;2344;4;0,40;20,77;0,051;-138,606;0,50;29,8;20,51;0,279;-138,605;0,2529;0,2279;78;68;0,878;
15.05.2020;19:35;2344;4;0,40;20,76;0,053;-138,606;0,50;29,8;20,51;0,281;-138,606;0,2505;0,2274;77;68;0,886;
15.05.2020;19:40;2344;4;0,40;20,77;0,051;-138,606;0,50;29,7;20,50;0,289;-138,606;0,2615;0,2377;80;71;0,888;
15.05.2020;19:45;2344;4;0,40;20,76;0,054;-138,605;0,50;29,7;20,51;0,276;-138,605;0,2480;0,2215;76;66;0,869;
15.05.2020;19:50;2344;4;0,40;20,77;0,051;-138,605;0,50;29,7;20,50;0,292;-138,605;0,2676;0,2416;82;73;0,880;
15.05.2020;19:55;2344;4;0,40;20,77;0,049;-138,606;0,50;29,7;20,55;0,246;-138,605;0,2198;0,1974;68;59;0,875;
15.05.2020;20:00;2344;4;0,40;20,77;0,049;-138,605;0,50;29,7;20,59;0,203;-138,605;0,1731;0,1532;53;46;0,859;
15.05.2020;20:05;2344;4;0,40;20,77;0,049;-138,605;0,50;29,7;20,55;0,249;-138,605;0,2210;0,1999;68;60;0,882;
15.05.2020;20:10;2344;4;0,40;20,77;0,049;-138,606;0,50;29,6;20,57;0,230;-138,605;0,2038;0,1807;63;54;0,861;
15.05.2020;20:15;2344;4;0,40;20,77;0,048;-138,606;0,50;29,7;20,50;0,295;-138,605;0,2738;0,2470;84;74;0,880;
15.05.2020;20:20;2344;4;0,40;20,77;0,049;-138,605;0,50;29,7;20,50;0,291;-138,605;0,2676;0,2421;83;73;0,883;
15.05.2020;20:25;2344;4;0,40;20,77;0,048;-138,605;0,50;29,7;20,49;0,302;-138,606;0,2836;0,2534;87;76;0,869;
15.05.2020;20:30;2344;4;0,40;20,77;0,050;-138,606;0,50;29,8;20,47;0,318;-138,605;0,2983;0,2677;91;80;0,874;
15.05.2020;20:35;2344;4;0,40;20,77;0,051;-138,605;0,50;29,7;20,52;0,269;-138,606;0,2443;0,2181;76;66;0,868;
15.05.2020;20:40;2344;4;0,40;20,77;0,051;-138,605;0,50;29,7;20,57;0,224;-138,606;0,1928;0,1729;59;52;0,873;
15.05.2020;20:45;2344;4;0,40;20,77;0,052;-138,605;0,50;29,6;20,52;0,276;-138,605;0,2443;0,2235;75;67;0,895;
15.05.2020;20:50;2344;4;0,40;20,76;0,053;-138,606;0,50;29,6;20,53;0,268;-138,605;0,2345;0,2151;72;64;0,898;
15.05.2020;20:55;2344;4;0,40;20,77;0,053;-138,605;0,50;29,6;20,58;0,216;-138,605;0,1817;0,1631;56;49;0,874;
15.05.2020;21:00;2344;4;0,40;20,77;0,052;-138,605;0,50;29,6;20,60;0,199;-138,605;0,1633;0,1468;50;44;0,876;
15.05.2020;21:05;2344;4;0,40;20,77;0,051;-138,605;0,50;29,5;20,61;0,193;-138,606;0,1584;0,1419;48;42;0,872;
15.05.2020;21:10;2344;4;0,40;20,77;0,050;-138,605;0,51;29,5;20,60;0,203;-138,606;0,1682;0,1522;53;47;0,883;
15.05.2020;21:15;2344;4;0,40;20,77;0,049;-138,605;0,50;29,5;20,60;0,196;-138,605;0,1657;0,1468;51;44;0,860;
15.05.2020;21:20;2344;4;0,40;20,77;0,049;-138,605;0,50;29,6;20,49;0,302;-138,605;0,2787;0,2529;86;76;0,886;
15.05.2020;21:25;2344;4;0,40;20,77;0,048;-138,605;0,50;29,6;20,47;0,327;-138,605;0,3045;0,2790;93;83;0,896;
15.05.2020;21:30;2344;4;0,40;20,77;0,049;-138,606;0,50;29,6;20,48;0,314;-138,605;0,2910;0,2647;89;79;0,889;
15.05.2020;21:35;2344;4;0,40;20,77;0,048;-138,605;0,50;29,7;20,51;0,283;-138,606;0,2578;0,2348;80;71;0,890;
15.05.2020;21:40;2344;4;0,40;20,77;0,049;-138,605;0,50;29,7;20,49;0,298;-138,605;0,2787;0,2490;85;74;0,869;
15.05.2020;21:45;2344;4;0,40;20,77;0,050;-138,605;0,50;29,7;20,53;0,266;-138,606;0,2394;0,2166;74;65;0,883;
15.05.2020;21:50;2344;4;0,40;20,76;0,053;-138,605;0,51;29,7;20,57;0,224;-138,605;0,1915;0,1714;60;52;0,871;
15.05.2020;21:55;2344;4;0,40;20,77;0,052;-138,605;0,50;29,6;20,57;0,235;-138,605;0,2001;0,1827;62;55;0,893;
15.05.2020;22:00;2344;4;0,40;20,76;0,053;-138,605;0,50;29,6;20,51;0,281;-138,605;0,2492;0,2279;77;69;0,894;
15.05.2020;22:05;2344;4;0,40;20,77;0,053;-138,605;0,50;29,6;20,55;0,247;-138,605;0,2124;0,1940;65;58;0,893;
15.05.2020;22:10;2344;4;0,40;20,77;0,050;-138,605;0,50;29,6;20,60;0,205;-138,605;0,1719;0,1547;53;46;0,877;
15.05.2020;22:15;2344;4;0,40;20,77;0,050;-138,606;0,50;29,5;20,61;0,196;-138,605;0,1608;0,1454;50;44;0,882;
15.05.2020;22:20;2344;4;0,40;20,77;0,049;-138,605;0,50;29,6;20,61;0,191;-138,605;0,1608;0,1424;50;43;0,860;
15.05.2020;22:25;2344;4;0,40;20,77;0,049;-138,605;0,50;29,5;20,61;0,193;-138,605;0,1621;0,1439;50;43;0,863;
15.05.2020;22:30;2344;4;0,40;20,77;0,048;-138,605;0,50;29,5;20,55;0,241;-138,605;0,2161;0,1930;66;58;0,869;
15.05.2020;22:35;2344;4;0,40;20,77;0,049;-138,605;0,51;29,5;20,54;0,261;-138,605;0,2308;0,2117;72;65;0,898;
15.05.2020;22:40;2344;4;0,40;20,77;0,048;-138,606;0,50;29,5;20,59;0,209;-138,605;0,1805;0,1611;55;48;0,868;
15.05.2020;22:45;2344;4;0,40;20,77;0,049;-138,606;0,50;29,6;20,54;0,261;-138,605;0,2284;0,2117;70;64;0,909;
15.05.2020;22:50;2344;4;0,40;20,77;0,049;-138,605;0,50;29,6;20,57;0,225;-138,605;0,2001;0,1753;61;52;0,849;
15.05.2020;22:55;2344;4;0,40;20,77;0,052;-138,605;0,50;29,6;20,58;0,210;-138,606;0,1817;0,1581;56;47;0,842;
15.05.2020;23:00;2344;4;0,40;20,77;0,050;-138,605;0,51;29,5;20,60;0,199;-138,605;0,1670;0,1483;52;45;0,863;
15.05.2020;23:05;2344;4;0,40;20,77;0,049;-138,606;0,50;29,5;20,60;0,198;-138,606;0,1657;0,1488;51;45;0,874;
15.05.2020;23:10;2344;4;0,40;20,77;0,049;-138,606;0,49;29,5;20,60;0,198;-138,606;0,1657;0,1488;50;44;0,874;
15.05.2020;23:15;2344;4;0,40;20,77;0,050;-138,605;0,50;29,5;20,58;0,218;-138,605;0,1866;0,1685;57;50;0,880;
15.05.2020;23:20;2344;4;0,40;20,77;0,050;-138,605;0,50;29,5;20,57;0,233;-138,605;0,2026;0,1827;62;55;0,879;
15.05.2020;23:25;2344;4;0,40;20,77;0,050;-138,606;0,50;29,6;20,53;0,266;-138,605;0,2382;0,2161;73;65;0,886;
15.05.2020;23:30;2344;4;0,40;20,77;0,053;-138,605;0,50;29,6;20,57;0,228;-138,605;0,1989;0,1748;62;52;0,852;
15.05.2020;23:35;2344;4;0,40;20,77;0,050;-138,605;0,50;29,5;20,58;0,221;-138,605;0,1891;0,1709;58;51;0,882;
15.05.2020;23:40;2344;4;0,40;20,77;0,050;-138,606;0,50;29,5;20,61;0,195;-138,605;0,1621;0,1444;50;44;0,866;
15.05.2020;23:45;2344;4;0,40;20,77;0,050;-138,606;0,51;29,5;20,61;0,186;-138,605;0,1535;0,1360;49;42;0,861;
