"";"Genotype";"Animal";"Time";"HP2.mean";"HP2.sd";"VO2.mean";"VO2.sd";"VCO2.mean";"VCO2.sd";"RER.mean";"RER.sd"
"190";"wt";2262;47;271,208845833333;50,5222077673543;48,9166666666667;8,93876474416433;37,75;7,70035418311746;0,770333333333333;0,0238607068908977
"191";"ko";2263;47;323,0348475;72,7332459184022;57,25;12,7644748494334;48,1666666666667;11,2236222749029;0,839416666666667;0,0111229356273287
"192";"ko";2265;47;240,386955;59,2930314018339;42,75;10,4631387607769;35,4166666666667;9,07001386521275;0,826;0,0114415510709471
"193";"wt";2195;48;266,129666666667;39,7290238039836;46,9166666666667;6,84182768422342;40,3333333333333;6,41494467252175;0,860333333333333;0,0196021025464725
"194";"wt";2262;48;338,081760833333;68,5795213846959;60,5833333333333;11,8816767513783;48,25;11,2016638374517;0,793166666666667;0,02731577410859
"195";"ko";2263;48;330,600645833333;48,3768994315158;58,6666666666667;8,46740631462609;49;7,74596669241483;0,834916666666667;0,0208564719989365
"196";"ko";2265;48;226,650191666667;44,8681993898819;40;7,6633721511664;34,1666666666667;7,73226220377185;0,854166666666667;0,0322513800503407
"197";"wt";2195;49;260,324135833333;36,7422140179505;45,9166666666667;6,37407153072413;39,4166666666667;5,88462300226513;0,858916666666667;0,0165828955325186
"198";"wt";2262;49;268,184364166667;55,508295579245;48,3333333333333;9,64207949405609;37,5833333333333;8,61772310504065;0,77175;0,0300851065539685
"199";"ko";2263;49;291,5245;60,0239227476485;52,0833333333333;10,5180220516401;42,25;9,21584603722405;0,807;0,0168415071664137
"200";"ko";2265;49;243,734033333333;58,1931103844647;43,25;10,172377928846;36,3333333333333;9,19815528277603;0,833583333333333;0,0209174061199729
"201";"wt";2195;50;306,70646;83,3619662962811;54,4166666666667;14,4879782975926;45,4166666666667;13,1733776529742;0,831333333333333;0,0321058854228921
"202";"wt";2262;50;287,989840833333;57,416288756053;51,6666666666667;9,91173164701427;40,75;9,62123598183632;0,788833333333333;0,0303369961158539
"203";"ko";2263;50;270,3631825;44,8977265676382;48,5;8,02835882696741;38,5;6,54356033197386;0,793083333333333;0,0116966066045074
"204";"ko";2265;50;222,763250833333;46,6055039965731;39,75;7,9444091261488;32,3333333333333;7,88938681029294;0,80925;0,0294128141524002
"205";"wt";2195;51;255,864825;44,3828105163889;45,75;7,68853928673297;36,9166666666667;7,15361743625157;0,803416666666667;0,0251014607808656
"206";"wt";2262;51;339,774059166667;78,7908503726567;60,5;13,5546033777191;49,75;13,122672953882;0,81575;0,0438242875791288
"207";"ko";2263;51;354,394016666667;54,4007953890361;62,9166666666667;9,66209400730818;52,5;8,05097396705404;0,834083333333333;0,0111474280224253
"208";"ko";2265;51;249,864375;78,492961594842;44,5;13,7212509368762;36,6666666666667;12,5069677549853;0,816833333333333;0,0220941511525452
"209";"wt";2195;52;266,525676666667;52,6563045829098;47,5833333333333;9,23883437485815;38,75;8,13661756840921;0,809916666666667;0,0182430974908486
"210";"wt";2262;52;275,752206666667;23,4543410336607;48,8333333333333;4,21756787590654;41,3333333333333;3,17184584439504;0,844333333333333;0,0098933709057524
"211";"ko";2263;52;283,1248925;55,3052532636354;50,6666666666667;9,67971950507708;40,5833333333333;8,58601752675226;0,800416666666667;0,0190380400697385
"212";"ko";2265;52;243,593855833333;62,3648043247337;43,5;10,8082460102545;35;9,99090495491684;0,805166666666667;0,0348577194615569
"213";"wt";2195;53;276,70909;45,7157913181677;49;8,05661783312892;41,5;7,1541469220179;0,843916666666667;0,0361724614824174
"214";"wt";2262;53;353,622606666667;60,7767957157996;62,4166666666667;10,4833923494027;53,5833333333333;10,0223235677646;0,854583333333333;0,0219688139843458
"215";"ko";2263;53;295,732984166667;66,1017953319801;52,9166666666667;11,5951269806315;42,5833333333333;10,2820084112831;0,800416666666667;0,0238688017497673
"216";"ko";2265;53;246,1744225;48,3688549786983;43,4166666666667;8,52225251202919;37,4166666666667;7,48888064622032;0,860083333333333;0,0122804969793818
"217";"wt";2195;54;318,682008333333;76,1557862736354;55,9166666666667;13,1940643220099;49,25;12,3297496841066;0,878666666666667;0,0217018362580151
"218";"wt";2262;54;337,1828175;96,2377212250024;60,25;16,8151717208002;48,6666666666667;15,1737412737408;0,80475;0,0271799558498537
"219";"ko";2263;54;346,06007;74,1414664693107;61,5;13,0558241966773;51;11,5365033303384;0,828416666666667;0,0331126406331022
"220";"ko";2265;54;279,455925833333;76,2854664407462;49,5;13,3790881602597;41,8333333333333;11,6839698525438;0,841666666666667;0,0286112925364455
"221";"wt";2195;55;390,202568333333;86,506260244983;69;15,1056882723634;58,6666666666667;13,6337371207893;0,847333333333333;0,0233134114087826
"222";"wt";2262;55;373,536745;78,9913241911822;66,6666666666667;14,0151433251409;54,0833333333333;11,743147582804;0,8125;0,0116423990030171
"223";"ko";2263;55;368,797830833333;87,9605963894184;65,1666666666667;15,461584849575;55,4166666666667;13,5140218987091;0,851333333333333;0,0233212089712088
"224";"ko";2265;55;285,583896666667;104,71701267642;50,6666666666667;18,4850471921759;42,4166666666667;15,9855521890199;0,834833333333333;0,0146339166032718
"225";"wt";2195;56;385,621425;77,927659961667;68,3333333333333;13,7664502147486;57,4166666666667;11,8893254899536;0,841083333333333;0,0178450825074296
"226";"wt";2262;56;371,387805833333;64,0295291376961;65,9166666666667;11,1637264333549;55;10,0543975001444;0,833166666666667;0,0287586614094016
"227";"ko";2263;56;405,411259166667;52,739863662532;71,0833333333333;8,99957911473777;62,9166666666667;8,8570293946091;0,882;0,0196191001554376
"228";"ko";2265;56;341,378569166667;53,0022480452965;60,1666666666667;9,04366511918032;51,9166666666667;8,91840113405305;0,860333333333333;0,0279848443831928
"229";"wt";2195;57;455,158141666667;100,011923534808;80,3333333333333;17,3065060458531;68,75;16,2431803871935;0,85425;0,0227561180584675
"230";"wt";2262;57;446,993838333333;99,4374875801631;79,25;17,425816793169;66,5;15,2166177104327;0,836833333333333;0,0154026758792888
"231";"ko";2263;57;415,297954166667;95,555305629676;73,25;16,8853082993363;63,1666666666667;14,3706350421668;0,860333333333333;0,0123460213196091
"232";"ko";2265;57;350,677013333333;84,4899935908513;61,8333333333333;14,8681070099931;53,25;12,9973773578295;0,86025;0,0161927312536998
"233";"wt";2195;58;381,910461666667;88,4124506564805;67,5;15,2881415720575;57,3333333333333;14,3927591222641;0,848333333333333;0,0281015474608957
"234";"wt";2262;58;393,267065;91,1895278548536;69,75;15,9494941498583;58,4166666666667;14,3175565039019;0,835666666666667;0,0159050211244656
"235";"ko";2263;58;423,308125;108,162060248276;74,6666666666667;19,0231119399216;64,25;16,6029843976645;0,859333333333333;0,0115233623039406
"236";"ko";2265;58;345,465265;89,3864511173683;61;15,7710897761465;52,0833333333333;13,3652081120642;0,855333333333333;0,0172064117717962
"237";"wt";2195;59;428,756701666667;138,690412110775;76;24,3683848832495;63,8333333333333;21,3321495883703;0,836416666666667;0,0210646551590501
"238";"wt";2262;59;379,165601666667;93,0483544803906;67,3333333333333;16,3614476650744;56,0833333333333;14,1322219402929;0,830916666666667;0,0207559775982873
"239";"ko";2263;59;426,194373333333;115,184174444989;75,25;20,1725511074286;64,5;17,946891348947;0,8535;0,0131736651902747
"240";"ko";2265;59;327,08987;74,9135271343158;57,9166666666667;13,0624954690437;49;11,8628526386899;0,84175;0,0159437933207423
"241";"wt";2195;60;342,345481666667;81,0867016038468;61;14,2446162078552;50,0833333333333;12,5441644044576;0,817416666666667;0,0142028059540957
"242";"wt";2262;60;377,794256666667;65,0849773320778;67,1666666666667;11,6371922053493;55,5;9,33712044378877;0,829;0,0161188765681167
"243";"ko";2263;60;378,839693333333;80,5272254642603;67,25;14,3281350686492;56;11,8244738495284;0,835166666666667;0,0266725372325964
"244";"ko";2265;60;311,486875;79,5585107286856;54,9166666666667;13,8790773424889;47,3333333333333;12,5722156384866;0,860083333333333;0,0170957641395508
"245";"wt";2195;61;445,766754166667;126,245380590425;79,4166666666667;22,281089957562;65,3333333333333;19,1801665237502;0,817;0,0278339230567175
"246";"wt";2262;61;394,250321666667;101,048845468745;69,6666666666667;17,7729791503503;59,3333333333333;15,4586447326309;0,8515;0,0136814406471621
"247";"ko";2263;61;364,58384;82,4269148917558;64,5;14,3558667133304;54,5833333333333;13,0624954690437;0,845833333333333;0,0151827254310664
"248";"ko";2265;61;373,879831666667;107,473945441804;65,8333333333333;18,8382267710841;57,0833333333333;16,8439810309112;0,865166666666667;0,0152245813994303
"249";"wt";2195;62;302,070995833333;50,175093198257;54,4166666666667;8,98947195671726;42,3333333333333;7,29050856604086;0,77675;0,0220417991346194
"250";"wt";2262;62;376,1976175;70,2034610836253;66,6666666666667;11,9569936426218;56;12,0755199398693;0,837083333333333;0,0294262045658545
"251";"ko";2263;62;439,260623333333;99,5106493776574;77,75;17,4987012505084;65,75;15,3156188845956;0,844666666666667;0,0181475434517549
"252";"ko";2265;62;301,665596666667;39,4571753738272;53,5833333333333;6,90794448223905;44,5;6,15703588661711;0,831166666666667;0,0132859004781442
"253";"wt";2195;63;380,6658475;94,4776475482005;67,75;17,1046245740204;55,9166666666667;12,8732162636109;0,828083333333333;0,0245522016540392
"254";"wt";2262;63;335,658895;52,0112617365508;59,5833333333333;9,07001386521275;49,8333333333333;8,51558286408814;0,83325;0,019320855429961
"255";"ko";2263;63;368,144640833333;72,9490275107268;65,4166666666667;12,6811121775894;54,25;11,6862389937132;0,827833333333333;0,022722969289539
"256";"ko";2265;63;306,180088333333;56,3213464357296;54,5;9,81186665587783;45;9,17506502330192;0,821333333333333;0,0230979469112549
"257";"wt";2195;64;414,336241666667;106,49027738814;73,5;18,8173034489777;61,5833333333333;16,1721327841407;0,836333333333333;0,0121306024232729
"258";"wt";2262;64;381,5106575;86,9341206955123;67,5;15,2524215663075;57,25;13,2878960643957;0,8465;0,01761456009308
"259";"ko";2263;64;359,198716666667;61,7706479449881;63,5833333333333;10,8414887717453;53,75;9,59284771445514;0,845083333333333;0,0151385019874571
"260";"ko";2265;64;292,146945;65,653325493546;51,8333333333333;11,5902257671425;43,3333333333333;9,85654681678706;0,836;0,0196746260216277
"261";"wt";2195;65;332,129253333333;47,4485605489174;59,0833333333333;8,31710541139418;48,9166666666667;7,35413715763674;0,825083333333333;0,0126739412922259
"262";"wt";2262;65;364,711216666667;91,4119136448018;64,5833333333333;15,9627881668776;54,5;14,4631192410841;0,841416666666667;0,0166758308138855
"263";"ko";2263;65;494,920004166667;80,2051502669436;87,5;13,9642400437689;74,5833333333333;12,7525992597112;0,849083333333333;0,0182729722582703
"264";"ko";2265;65;302,251539166667;60,0921318247215;53,5833333333333;10,5007214759345;45,0833333333333;9,46244570858289;0,837916666666667;0,0195608994649732
"265";"wt";2195;66;425,933705833333;110,402300389758;75,5833333333333;19,4116100841895;63,25;16,8583672238608;0,833666666666667;0,0135601912921164
"266";"wt";2262;66;357,4129475;84,8596212282664;63,1666666666667;14,9352136262126;53,75;12,8000355113144;0,8515;0,017865660306348
"267";"ko";2263;66;334,828221666667;43,3596275563392;59,3333333333333;7,54782730126339;49,8333333333333;7,00432766656487;0,840416666666667;0,0129927135757164
"268";"ko";2265;66;342,6582125;81,1631476888754;60,75;14,2900155862247;51;12,3729911133448;0,83825;0,017125870913488
"269";"wt";2195;67;367,4490775;103,931073547088;65,3333333333333;18,2474572740888;54,0833333333333;16,0649722481346;0,825;0,0178783769855198
"270";"wt";2262;67;350,6703275;69,5609929244329;61,9166666666667;12,1465171464037;53,0833333333333;10,9665469275954;0,85425;0,0201229177353042
"271";"ko";2263;67;406,599451666667;114,362548835518;72;20,0272541575451;60,9166666666667;18,0124115458472;0,84125;0,0231796344782538
"272";"ko";2265;67;309,537546666667;62,7199393761239;54,9166666666667;10,8414887717453;45,9166666666667;10,4137874808818;0,832916666666667;0,0244928870317795
"273";"wt";2195;68;352,888753333333;64,9117609248659;62,5833333333333;11,3894555168233;52,3333333333333;9,80105127323626;0,837;0,0130244525273181
"274";"wt";2262;68;349,293369166667;80,0711168328316;61,8333333333333;14,1088839409999;52,0833333333333;12,3100722494987;0,8445;0,0122734006549271
"275";"ko";2263;68;357,4408325;101,42012316656;63,1666666666667;18,004208262279;54;15,159755335037;0,853333333333333;0,0101025049398952
"276";"ko";2265;68;267,0268475;35,2756185032936;47,0833333333333;6,1119604552108;40,5833333333333;5,90005136084476;0,860083333333333;0,0192706009404497
"277";"wt";2195;69;465,161294166667;115,724658739593;83,0833333333333;20,6461897578016;67,3333333333333;16,8054825109023;0,81025;0,0121664591098942
"278";"wt";2262;69;419,764384166667;147,32859862782;74,4166666666667;25,9000117000091;62,5;22,561028345357;0,83625;0,0191839184545996
"279";"ko";2263;69;352,102385;96,2445754845885;62,5;16,6159835426889;52,1666666666667;15,8735533819525;0,828666666666667;0,0416289526287859
"280";"ko";2265;69;321,49226;76,0968508811176;57,0833333333333;13,3788050379107;47,6666666666667;11,8423994292721;0,831416666666667;0,0321741238019661
"281";"wt";2195;70;306,19479;46,4013449714189;55;8,1016272215132;43,3333333333333;7,35259179205578;0,786;0,0205559104528468
"282";"wt";2262;70;295,99532;49,6389334885308;52,5833333333333;8,62826574098003;43,9166666666667;8,18488999574364;0,829583333333333;0,0216814052435107
"283";"ko";2263;70;321,2587625;47,4521756065473;57,4166666666667;8,2181432688825;46,6666666666667;7,83156008298049;0,80575;0,0190268948405337
"284";"ko";2265;70;240,773889166667;42,0293559092887;42,75;7,32523657700493;35,75;6,71666854650699;0,832083333333333;0,022366607957291
"285";"wt";2195;71;288,685905833333;57,7936921827277;51,5833333333333;10,0313901269359;41,5833333333333;9,35616795423633;0,8055;0,0277144530721952
"286";"wt";2262;71;361,753838333333;71,070251804985;63,9166666666667;12,3763582052332;54,5833333333333;11,3334447409854;0,850666666666667;0,0278904784447809
"287";"ko";2263;71;306,616401666667;61,6803406525561;55;10,8376448296918;43,6666666666667;9,41307923083943;0,791083333333333;0,0203132663025617
"288";"ko";2265;71;226,802104166667;32,4557919334448;40,1666666666667;5,58949230632123;33,9166666666667;5,40131858199851;0,842083333333333;0,0188460670280099
"289";"wt";2195;72;307,582235;78,9606417605922;55,0833333333333;13,95094218606;44;12,2028312661075;0,796916666666667;0,0209824963127639
"290";"wt";2262;72;284,571575833333;48,6830897259752;50,6666666666667;8,51024338219786;41,5833333333333;7,83301095403681;0,821333333333333;0,0194344274342459
"291";"ko";2263;72;295,8715375;57,7166203522012;53,1666666666667;10,1608279309525;42;8,95443008693564;0,784333333333333;0,0171322838966424
"292";"ko";2265;72;240,460945;48,7394122639565;42,8333333333333;8,48349556313298;35,25;7,7121509792841;0,818;0,021599663297039
"293";"wt";2195;73;238,82071;0,173919983900661;43;0;34;0;0,779;0,00282842712474619
"294";"wt";2262;73;260,260175;18,1943312414733;46,5;3,53553390593274;37,5;0,707106781186548;0,81;0,0240416305603426
"295";"ko";2263;73;306,75964;7,38734253295462;55;1,4142135623731;43,5;0,707106781186548;0,7955;0,00636396103067893
"296";"ko";2265;73;288,32754;48,4799338827952;51;8,48528137423857;43;7,07106781186548;0,848;0,00707106781186548
