211103_TV2_Grp16_PHFD0,00+CD_SPF;;TX001;TX002;TX003;;;;;;;;;
;TSE LabMaster V6.3.3 (2017-3514);;;;;;;;;;;;
Box;Animal No.;Weight [g];Diet;Strain;Text3;;;;;;;;
2;6823;39,2;HFD 0,05;Text2-2;Text3-2;;;;;;;;
3;6825;30,4;HFD 0,05;Text2-3;Text3-3;;;;;;;;
4;6827;29,2;CD;Text2-4;Text3-4;;;;;;;;
5;6828;30,1;CD;Text2-5;Text3-5;;;;;;;;
6;6829;30,1;CD;Text2-6;Text3-6;;;;;;;;
;;;;;;;;;;;;;
Date;Time;Animal No.;Box;S.Flow;Ref.O2;Ref.CO2;Ref.TD;Flow;O2;CO2;VO2(3);VCO2(3);RER
;;;;[l/min];[%];[%];[°C];[l/min];[%];[%];[ml/h];[ml/h];
06.11.2021;05:27;6827;4;0,55;20,74;0,053;-138,586;0,71;20,56;0,221;79;72;0,903
06.11.2021;05:33;6827;4;0,55;20,74;0,053;-138,587;0,7;20,56;0,221;79;70;0,888
06.11.2021;05:39;6827;4;0,55;20,74;0,053;-138,587;0,7;20,56;0,218;77;69;0,894
06.11.2021;05:45;6827;4;0,55;20,74;0,053;-138,587;0,7;20,55;0,226;82;73;0,89
06.11.2021;05:51;6827;4;0,55;20,74;0,053;-138,588;0,7;20,55;0,231;83;75;0,907
06.11.2021;05:57;6827;4;0,55;20,75;0,052;-138,588;0,7;20,56;0,225;82;73;0,887
06.11.2021;06:03;6827;4;0,55;20,75;0,052;-138,588;0,7;20,57;0,209;76;66;0,875
06.11.2021;06:09;6827;4;0,55;20,75;0,052;-138,588;0,7;20,57;0,207;76;65;0,862
06.11.2021;06:15;6827;4;0,55;20,75;0,052;-138,588;0,7;20,58;0,202;73;63;0,862
06.11.2021;06:21;6827;4;0,55;20,75;0,052;-138,588;0,69;20,58;0,202;72;62;0,858
06.11.2021;06:27;6827;4;0,55;20,75;0,052;-138,589;0,7;20,57;0,209;78;66;0,843
06.11.2021;06:33;6827;4;0,55;20,75;0,052;-138,589;0,7;20,57;0,202;76;63;0,825
06.11.2021;06:39;6827;4;0,55;20,75;0,052;-138,589;0,69;20,55;0,219;85;69;0,818
06.11.2021;06:45;6827;4;0,55;20,75;0,052;-138,59;0,7;20,5;0,276;105;94;0,889
06.11.2021;06:51;6827;4;0,55;20,75;0,052;-138,59;0,7;20,49;0,286;110;98;0,893
06.11.2021;06:57;6827;4;0,55;20,75;0,052;-138,59;0,7;20,48;0,295;116;102;0,875
06.11.2021;07:03;6827;4;0,55;20,75;0,053;-138,59;0,7;20,47;0,302;119;104;0,874
06.11.2021;07:09;6827;4;0,55;20,75;0,053;-138,59;0,7;20,45;0,332;126;117;0,931
06.11.2021;07:15;6827;4;0,55;20,75;0,052;-138,59;0,7;20,46;0,333;120;118;0,983
06.11.2021;07:21;6827;4;0,55;20,75;0,052;-138,591;0,7;20,46;0,339;121;120;0,996
06.11.2021;07:27;6827;4;0,55;20,75;0,052;-138,591;0,7;20,48;0,315;112;110;0,98
06.11.2021;07:33;6827;4;0,55;20,75;0,052;-138,591;0,7;20,48;0,317;115;111;0,967
06.11.2021;07:39;6827;4;0,55;20,75;0,052;-138,592;0,7;20,55;0,244;86;80;0,935
06.11.2021;07:45;6827;4;0,55;20,75;0,052;-138,592;0,7;20,57;0,217;77;69;0,902
06.11.2021;07:51;6827;4;0,55;20,75;0,052;-138,592;0,7;20,58;0,203;71;64;0,897
06.11.2021;07:57;6827;4;0,55;20,75;0,052;-138,593;0,7;20,59;0,199;70;61;0,873
06.11.2021;08:03;6827;4;0,55;20,75;0,052;-138,593;0,71;20,58;0,209;74;66;0,891
06.11.2021;08:09;6827;4;0,55;20,75;0,052;-138,593;0,7;20,56;0,219;82;70;0,864
06.11.2021;08:15;6827;4;0,55;20,75;0,052;-138,593;0,7;20,57;0,21;76;66;0,867
06.11.2021;08:21;6827;4;0,55;20,75;0,053;-138,594;0,7;20,58;0,204;76;64;0,839
06.11.2021;08:27;6827;4;0,55;20,75;0,053;-138,594;0,7;20,57;0,205;78;64;0,821
06.11.2021;08:33;6827;4;0,55;20,75;0,052;-138,595;0,71;20,58;0,194;74;60;0,814
06.11.2021;08:39;6827;4;0,55;20,75;0,052;-138,595;0,7;20,58;0,193;74;59;0,8
06.11.2021;08:45;6827;4;0,55;20,75;0,052;-138,594;0,71;20,58;0,194;76;60;0,797
06.11.2021;08:51;6827;4;0,55;20,75;0,052;-138,594;0,7;20,57;0,205;81;64;0,8
06.11.2021;08:57;6827;4;0,55;20,75;0,052;-138,594;0,71;20,56;0,209;82;67;0,809
06.11.2021;09:03;6827;4;0,55;20,75;0,052;-138,595;0,71;20,56;0,214;84;69;0,813
06.11.2021;09:09;6827;4;0,55;20,75;0,052;-138,594;0,71;20,56;0,215;84;69;0,819
06.11.2021;09:15;6827;4;0,55;20,75;0,052;-138,594;0,7;20,55;0,226;87;73;0,84
06.11.2021;09:21;6827;4;0,55;20,75;0,052;-138,594;0,7;20,56;0,211;82;67;0,824
06.11.2021;09:27;6827;4;0,55;20,75;0,052;-138,594;0,71;20,57;0,201;78;63;0,808
06.11.2021;09:33;6827;4;0,55;20,75;0,051;-138,594;0,71;20,58;0,191;75;59;0,797
06.11.2021;09:39;6827;4;0,55;20,75;0,051;-138,594;0,71;20,58;0,196;78;62;0,793
06.11.2021;09:45;6827;4;0,55;20,75;0,051;-138,594;0,71;20,57;0,203;82;65;0,791
06.11.2021;09:51;6827;4;0,55;20,75;0,051;-138,594;0,71;20,57;0,199;80;64;0,798
06.11.2021;09:57;6827;4;0,55;20,75;0,05;-138,595;0,71;20,57;0,203;82;65;0,791
06.11.2021;10:03;6827;4;0,55;20,75;0,05;-138,594;0,7;20,58;0,192;75;59;0,793
06.11.2021;10:09;6827;4;0,55;20,75;0,05;-138,594;0,71;20,57;0,206;82;66;0,806
06.11.2021;10:15;6827;4;0,55;20,75;0,05;-138,594;0,7;20,57;0,203;79;64;0,807
06.11.2021;10:21;6827;4;0,55;20,75;0,051;-138,594;0,7;20,52;0,252;102;85;0,833
06.11.2021;10:27;6827;4;0,55;20,75;0,051;-138,594;0,7;20,53;0,242;96;81;0,841
06.11.2021;10:33;6827;4;0,55;20,75;0,051;-138,594;0,7;20,52;0,253;101;84;0,836
06.11.2021;10:39;6827;4;0,55;20,75;0,051;-138,594;0,7;20,49;0,268;113;91;0,808
06.11.2021;10:45;6827;4;0,55;20,75;0,051;-138,594;0,7;20,5;0,261;111;88;0,791
06.11.2021;10:51;6827;4;0,55;20,75;0,05;-138,594;0,71;20,55;0,217;92;71;0,774
06.11.2021;10:57;6827;4;0,55;20,75;0,05;-138,594;0,7;20,59;0,185;73;57;0,77
06.11.2021;11:03;6827;4;0,55;20,75;0,05;-138,594;0,69;20,59;0,18;70;54;0,767
06.11.2021;11:09;6827;4;0,55;20,76;0,049;-138,594;0,71;20,59;0,18;74;56;0,753
06.11.2021;11:15;6827;4;0,55;20,76;0,049;-138,594;0,7;20,59;0,181;72;56;0,774
06.11.2021;11:21;6827;4;0,55;20,76;0,048;-138,594;0,7;20,59;0,181;73;56;0,76
06.11.2021;11:27;6827;4;0,55;20,76;0,048;-138,594;0,7;20,59;0,179;72;55;0,757
06.11.2021;11:33;6827;4;0,55;20,76;0,048;-138,594;0,72;20,6;0,175;72;55;0,764
06.11.2021;11:39;6827;4;0,55;20,76;0,048;-138,594;0,71;20,6;0,177;72;55;0,76
06.11.2021;11:45;6827;4;0,55;20,76;0,048;-138,594;0,7;20,59;0,178;72;55;0,757
06.11.2021;11:51;6827;4;0,55;20,76;0,048;-138,594;0,71;20,6;0,17;68;52;0,768
06.11.2021;11:57;6827;4;0,55;20,76;0,048;-138,594;0,71;20,59;0,185;75;58;0,777
06.11.2021;12:03;6827;4;0,55;20,76;0,048;-138,594;0,7;20,58;0,198;79;63;0,798
06.11.2021;12:09;6827;4;0,55;20,76;0,048;-138,594;0,7;20,59;0,186;76;59;0,773
06.11.2021;12:15;6827;4;0,55;20,76;0,048;-138,594;0,7;20,59;0,182;72;56;0,781
06.11.2021;12:21;6827;4;0,55;20,76;0,048;-138,594;0,7;20,6;0,177;70;54;0,778
06.11.2021;12:27;6827;4;0,55;20,76;0,047;-138,594;0,71;20,56;0,209;85;69;0,81
06.11.2021;12:33;6827;4;0,55;20,76;0,047;-138,594;0,7;20,59;0,19;74;60;0,814
06.11.2021;12:39;6827;4;0,55;20,76;0,048;-138,594;0,7;20,57;0,201;80;64;0,803
06.11.2021;12:45;6827;4;0,55;20,76;0,047;-138,594;0,7;20,58;0,197;79;63;0,801
06.11.2021;12:51;6827;4;0,55;20,76;0,047;-138,594;0,7;20,58;0,19;77;60;0,78
06.11.2021;12:57;6827;4;0,55;20,76;0,047;-138,594;0,7;20,6;0,181;71;56;0,795
06.11.2021;13:03;6827;4;0,55;20,76;0,047;-138,594;0,7;20,59;0,188;73;59;0,811
06.11.2021;13:09;6827;4;0,55;20,76;0,047;-138,594;0,7;20,55;0,223;89;74;0,833
06.11.2021;13:15;6827;4;0,55;20,76;0,047;-138,594;0,7;20,54;0,236;93;79;0,851
06.11.2021;13:21;6827;4;0,55;20,76;0,047;-138,594;0,7;20,52;0,247;102;84;0,826
06.11.2021;13:27;6827;4;0,55;20,76;0,047;-138,594;0,7;20,57;0,205;82;67;0,812
06.11.2021;13:33;6827;4;0,55;20,76;0,047;-138,594;0,69;20,59;0,185;73;57;0,784
06.11.2021;13:39;6827;4;0,55;20,76;0,047;-138,594;0,71;20,6;0,178;72;55;0,774
06.11.2021;13:45;6827;4;0,55;20,76;0,047;-138,594;0,7;20,61;0,168;65;51;0,787
06.11.2021;13:51;6827;4;0,55;20,76;0,047;-138,594;0,7;20,61;0,168;65;51;0,787
06.11.2021;13:57;6827;4;0,55;20,76;0,047;-138,594;0,7;20,61;0,166;64;50;0,779
06.11.2021;14:03;6827;4;0,55;20,76;0,047;-138,594;0,72;20,58;0,199;81;65;0,811
06.11.2021;14:09;6827;4;0,55;20,76;0,047;-138,594;0,7;20,58;0,192;75;61;0,803
06.11.2021;14:15;6827;4;0,55;20,76;0,047;-138,594;0,7;20,59;0,185;73;58;0,801
06.11.2021;14:21;6827;4;0,55;20,76;0,047;-138,594;0,7;20,57;0,208;81;68;0,84
06.11.2021;14:27;6827;4;0,55;20,76;0,047;-138,594;0,7;20,58;0,196;75;62;0,829
06.11.2021;14:33;6827;4;0,55;20,76;0,046;-138,594;0,7;20,59;0,19;74;60;0,814
06.11.2021;14:39;6827;4;0,55;20,76;0,046;-138,594;0,7;20,6;0,178;69;55;0,796
06.11.2021;14:45;6827;4;0,55;20,76;0,046;-138,594;0,7;20,59;0,19;75;60;0,807
06.11.2021;14:51;6827;4;0,55;20,76;0,046;-138,594;0,7;20,59;0,188;72;59;0,825
06.11.2021;14:57;6827;4;0,55;20,76;0,046;-138,594;0,72;20,61;0,175;68;55;0,816
06.11.2021;15:03;6827;4;0,55;20,76;0,046;-138,594;0,7;20,61;0,167;63;51;0,807
06.11.2021;15:09;6827;4;0,55;20,76;0,046;-138,594;0,72;20,59;0,19;76;62;0,824
06.11.2021;15:15;6827;4;0,55;20,76;0,046;-138,594;0,7;20,53;0,252;100;86;0,859
06.11.2021;15:21;6827;4;0,55;20,76;0,047;-138,594;0,7;20,52;0,263;104;91;0,88
06.11.2021;15:27;6827;4;0,55;20,76;0,046;-138,594;0,7;20,5;0,289;108;101;0,941
06.11.2021;15:33;6827;4;0,55;20,76;0,046;-138,594;0,7;20,47;0,332;120;121;1,008
06.11.2021;15:39;6827;4;0,55;20,76;0,046;-138,594;0,7;20,47;0,342;124;125;1,01
06.11.2021;15:45;6827;4;0,55;20,76;0,046;-138,594;0,7;20,5;0,304;109;109;0,994
06.11.2021;15:51;6827;4;0,55;20,76;0,046;-138,594;0,7;20,55;0,25;88;86;0,968
06.11.2021;15:57;6827;4;0,55;20,76;0,046;-138,594;0,7;20,58;0,216;77;71;0,927
06.11.2021;16:03;6827;4;0,55;20,76;0,046;-138,594;0,7;20,59;0,196;71;63;0,886
06.11.2021;16:09;6827;4;0,55;20,76;0,046;-138,594;0,7;20,6;0,191;70;61;0,87
06.11.2021;16:15;6827;4;0,55;20,76;0,046;-138,594;0,7;20,59;0,188;71;59;0,84
06.11.2021;16:21;6827;4;0,55;20,76;0,046;-138,594;0,7;20,57;0,211;80;70;0,869
06.11.2021;16:27;6827;4;0,55;20,76;0,047;-138,594;0,7;20,55;0,241;91;82;0,896
06.11.2021;16:33;6827;4;0,55;20,76;0,047;-138,594;0,7;20,58;0,208;78;67;0,861
06.11.2021;16:39;6827;4;0,55;20,76;0,047;-138,594;0,7;20,56;0,219;87;72;0,831
06.11.2021;16:45;6827;4;0,55;20,76;0,047;-138,594;0,7;20,52;0,262;103;90;0,878
06.11.2021;16:51;6827;4;0,55;20,76;0,047;-138,594;0,7;20,53;0,263;97;91;0,937
06.11.2021;16:57;6827;4;0,55;20,76;0,047;-138,594;0,7;20,54;0,26;93;89;0,96
06.11.2021;17:03;6827;4;0,55;20,76;0,047;-138,594;0,7;20,51;0,286;104;100;0,962
06.11.2021;17:09;6827;4;0,55;20,76;0,047;-138,594;0,7;20,52;0,281;102;98;0,964
06.11.2021;17:15;6827;4;0,55;20,76;0,048;-138,594;0,7;20,54;0,255;94;87;0,92
06.11.2021;17:21;6827;4;0,55;20,76;0,048;-138,594;0,7;20,52;0,265;101;91;0,902
06.11.2021;17:27;6827;4;0,55;20,76;0,048;-138,594;0,7;20,47;0,298;122;105;0,861
06.11.2021;17:33;6827;4;0,55;20,76;0,048;-138,594;0,7;20,47;0,308;123;110;0,887
06.11.2021;17:39;6827;4;0,55;20,76;0,048;-138,594;0,7;20,46;0,328;126;118;0,938
06.11.2021;17:45;6827;4;0,55;20,76;0,048;-138,594;0,7;20,46;0,338;126;122;0,967
06.11.2021;17:51;6827;4;0,55;20,76;0,048;-138,594;0,71;20,45;0,364;130;134;1,026
06.11.2021;17:57;6827;4;0,55;20,76;0,048;-138,594;0,71;20,45;0,354;129;130;1,009
06.11.2021;18:03;6827;4;0,55;20,76;0,048;-138,594;0,7;20,46;0,352;125;128;1,019
06.11.2021;18:09;6827;4;0,55;20,76;0,048;-138,594;0,7;20,48;0,33;117;119;1,015
06.11.2021;18:15;6827;4;0,55;20,76;0,048;-138,594;0,7;20,52;0,291;100;102;1,026
06.11.2021;18:21;6827;4;0,55;20,76;0,048;-138,594;0,7;20,55;0,256;86;88;1,025
06.11.2021;18:27;6827;4;0,55;20,76;0,048;-138,594;0,7;20,56;0,245;80;83;1,033
06.11.2021;18:33;6827;4;0,55;20,76;0,049;-138,594;0,7;20,57;0,247;80;84;1,051
06.11.2021;18:39;6827;4;0,55;20,76;0,049;-138,594;0,7;20,56;0,261;83;89;1,069
06.11.2021;18:45;6827;4;0,55;20,76;0,049;-138,594;0,69;20,55;0,271;86;92;1,069
06.11.2021;18:51;6827;4;0,55;20,76;0,049;-138,594;0,7;20,56;0,251;79;85;1,072
06.11.2021;18:57;6827;4;0,55;20,76;0,049;-138,594;0,7;20,52;0,303;99;107;1,085
06.11.2021;19:03;6827;4;0,55;20,76;0,049;-138,594;0,7;20,51;0,309;102;109;1,074
06.11.2021;19:09;6827;4;0,55;20,76;0,049;-138,594;0,7;20,46;0,362;121;131;1,081
06.11.2021;19:15;6827;4;0,55;20,76;0,049;-138,594;0,7;20,46;0,357;121;129;1,063
06.11.2021;19:21;6827;4;0,55;20,76;0,049;-138,594;0,7;20,47;0,342;118;123;1,043
06.11.2021;19:27;6827;4;0,55;20,76;0,049;-138,594;0,69;20,45;0,363;124;131;1,057
06.11.2021;19:33;6827;4;0,55;20,76;0,048;-138,594;0,69;20,49;0,331;109;116;1,073
06.11.2021;19:39;6827;4;0,55;20,76;0,049;-138,594;0,7;20,46;0,361;123;131;1,066
06.11.2021;19:45;6827;4;0,55;20,76;0,049;-138,594;0,7;20,47;0,345;120;125;1,045
06.11.2021;19:51;6827;4;0,55;20,76;0,049;-138,594;0,7;20,49;0,329;113;118;1,044
06.11.2021;19:57;6827;4;0,55;20,76;0,049;-138,594;0,7;20,51;0,303;99;106;1,068
06.11.2021;20:03;6827;4;0,55;20,76;0,049;-138,594;0,71;20,55;0,259;85;89;1,05
06.11.2021;20:09;6827;4;0,55;20,76;0,049;-138,594;0,7;20,58;0,229;72;75;1,039
06.11.2021;20:15;6827;4;0,55;20,76;0,049;-138,594;0,7;20,57;0,24;77;80;1,042
06.11.2021;20:21;6827;4;0,55;20,76;0,049;-138,594;0,7;20,54;0,28;91;97;1,069
06.11.2021;20:27;6827;4;0,55;20,76;0,049;-138,594;0,7;20,52;0,305;98;107;1,093
06.11.2021;20:33;6827;4;0,55;20,76;0,049;-138,594;0,71;20,54;0,278;91;97;1,068
06.11.2021;20:39;6827;4;0,55;20,76;0,049;-138,594;0,7;20,54;0,274;88;94;1,076
06.11.2021;20:45;6827;4;0,55;20,76;0,049;-138,594;0,7;20,57;0,245;78;82;1,055
06.11.2021;20:51;6827;4;0,55;20,76;0,049;-138,594;0,7;20,53;0,284;92;98;1,069
06.11.2021;20:57;6827;4;0,55;20,76;0,049;-138,594;0,7;20,53;0,288;91;101;1,106
06.11.2021;21:03;6827;4;0,55;20,76;0,049;-138,594;0,69;20,5;0,325;105;115;1,087
06.11.2021;21:09;6827;4;0,55;20,76;0,049;-138,594;0,7;20,47;0,346;116;124;1,068
06.11.2021;21:15;6827;4;0,55;20,75;0,049;-138,594;0,7;20,46;0,363;121;133;1,095
06.11.2021;21:21;6827;4;0,55;20,76;0,049;-138,594;0,71;20,48;0,344;117;125;1,073
06.11.2021;21:27;6827;4;0,55;20,76;0,05;-138,594;0,69;20,45;0,37;127;133;1,053
06.11.2021;21:33;6827;4;0,55;20,76;0,05;-138,594;0,7;20,45;0,374;126;136;1,075
06.11.2021;21:39;6827;4;0,55;20,75;0,05;-138,594;0,71;20,42;0,398;140;149;1,063
06.11.2021;21:45;6827;4;0,55;20,76;0,05;-138,594;0,7;20,45;0,365;125;132;1,054
06.11.2021;21:51;6827;4;0,55;20,76;0,05;-138,594;0,7;20,46;0,362;124;131;1,052
06.11.2021;21:57;6827;4;0,55;20,76;0,05;-138,594;0,7;20,47;0,352;121;128;1,052
06.11.2021;22:03;6827;4;0,55;20,76;0,05;-138,594;0,7;20,46;0,365;124;133;1,065
06.11.2021;22:09;6827;4;0,55;20,75;0,05;-138,594;0,7;20,45;0,367;126;133;1,062
06.11.2021;22:15;6827;4;0,55;20,76;0,05;-138,594;0,7;20,46;0,355;122;128;1,05
06.11.2021;22:21;6827;4;0,55;20,75;0,05;-138,594;0,7;20,46;0,366;123;132;1,075
06.11.2021;22:27;6827;4;0,55;20,75;0,05;-138,594;0,7;20,45;0,364;124;131;1,059
06.11.2021;22:33;6827;4;0,55;20,75;0,05;-138,594;0,7;20,44;0,381;132;139;1,055
06.11.2021;22:39;6827;4;0,55;20,75;0,05;-138,594;0,7;20,45;0,373;128;136;1,06
06.11.2021;22:45;6827;4;0,55;20,75;0,05;-138,594;0,7;20,49;0,324;109;116;1,061
06.11.2021;22:51;6827;4;0,55;20,75;0,05;-138,594;0,7;20,54;0,277;91;96;1,052
06.11.2021;22:57;6827;4;0,55;20,75;0,05;-138,594;0,7;20,55;0,264;85;90;1,068
06.11.2021;23:03;6827;4;0,55;20,75;0,05;-138,594;0,7;20,53;0,289;93;101;1,075
06.11.2021;23:09;6827;4;0,55;20,75;0,05;-138,594;0,71;20,53;0,29;95;102;1,066
06.11.2021;23:15;6827;4;0,55;20,75;0,05;-138,594;0,71;20,55;0,265;86;92;1,071
06.11.2021;23:21;6827;4;0,55;20,75;0,05;-138,594;0,7;20,54;0,277;87;96;1,096
06.11.2021;23:27;6827;4;0,55;20,75;0,05;-138,594;0,7;20,56;0,251;80;84;1,054
06.11.2021;23:33;6827;4;0,55;20,76;0,05;-138,594;0,7;20,55;0,264;84;90;1,075
06.11.2021;23:39;6827;4;0,55;20,75;0,05;-138,594;0,69;20,53;0,292;93;101;1,088
06.11.2021;23:45;6827;4;0,55;20,76;0,05;-138,594;0,71;20,5;0,316;104;113;1,081
06.11.2021;23:51;6827;4;0,55;20,76;0,05;-138,594;0,7;20,48;0,344;114;123;1,087
06.11.2021;23:57;6827;4;0,55;20,76;0,05;-138,594;0,7;20,49;0,326;109;116;1,058
07.11.2021;00:03;6827;4;0,55;20,76;0,05;-138,594;0,7;20,5;0,319;107;113;1,05
07.11.2021;00:09;6827;4;0,55;20,75;0,05;-138,594;0,7;20,48;0,339;115;122;1,06
07.11.2021;00:15;6827;4;0,55;20,75;0,05;-138,594;0,7;20,47;0,35;118;125;1,063
07.11.2021;00:21;6827;4;0,55;20,75;0,05;-138,594;0,72;20,42;0,408;142;154;1,084
07.11.2021;00:27;6827;4;0,55;20,76;0,05;-138,594;0,7;20,44;0,371;130;135;1,043
07.11.2021;00:33;6827;4;0,55;20,75;0,05;-138,594;0,7;20,44;0,376;132;138;1,043
07.11.2021;00:39;6827;4;0,55;20,76;0,05;-138,594;0,71;20,42;0,396;140;147;1,05
07.11.2021;00:45;6827;4;0,55;20,75;0,05;-138,594;0,71;20,42;0,394;139;146;1,052
07.11.2021;00:51;6827;4;0,55;20,75;0,05;-138,594;0,7;20,41;0,415;145;154;1,059
07.11.2021;00:57;6827;4;0,55;20,76;0,05;-138,594;0,7;20,42;0,402;141;149;1,057
07.11.2021;01:03;6827;4;0,55;20,75;0,05;-138,594;0,7;20,43;0,394;135;145;1,069
07.11.2021;01:09;6827;4;0,55;20,75;0,05;-138,594;0,7;20,43;0,391;135;143;1,061
07.11.2021;01:15;6827;4;0,55;20,76;0,05;-138,594;0,71;20,42;0,398;140;147;1,048
07.11.2021;01:21;6827;4;0,55;20,76;0,05;-138,594;0,7;20,42;0,408;141;150;1,069
07.11.2021;01:27;6827;4;0,55;20,76;0,05;-138,594;0,7;20,42;0,401;142;148;1,044
07.11.2021;01:33;6827;4;0,55;20,75;0,049;-138,594;0,71;20,43;0,386;136;144;1,053
07.11.2021;01:39;6827;4;0,55;20,75;0,049;-138,594;0,7;20,44;0,377;130;137;1,049
07.11.2021;01:45;6827;4;0,55;20,75;0,049;-138,594;0,69;20,42;0,398;135;145;1,075
07.11.2021;01:51;6827;4;0,55;20,76;0,049;-138,594;0,71;20,44;0,379;134;140;1,046
07.11.2021;01:57;6827;4;0,55;20,76;0,049;-138,594;0,71;20,43;0,384;135;142;1,056
07.11.2021;02:03;6827;4;0,55;20,76;0,049;-138,594;0,7;20,43;0,392;135;144;1,071
07.11.2021;02:09;6827;4;0,55;20,76;0,049;-138,594;0,7;20,42;0,401;140;147;1,048
07.11.2021;02:15;6827;4;0,55;20,76;0,049;-138,594;0,7;20,44;0,373;130;136;1,041
07.11.2021;02:21;6827;4;0,55;20,76;0,05;-138,594;0,71;20,44;0,37;134;137;1,024
07.11.2021;02:27;6827;4;0,55;20,76;0,049;-138,594;0,71;20,45;0,364;129;134;1,033
07.11.2021;02:33;6827;4;0,55;20,75;0,05;-138,594;0,7;20,45;0,366;126;132;1,047
07.11.2021;02:39;6827;4;0,55;20,75;0,049;-138,594;0,69;20,46;0,354;120;127;1,062
07.11.2021;02:45;6827;4;0,55;20,75;0,049;-138,594;0,71;20,47;0,343;119;124;1,045
07.11.2021;02:51;6827;4;0,55;20,75;0,049;-138,594;0,7;20,49;0,33;112;118;1,055
07.11.2021;02:57;6827;4;0,55;20,76;0,049;-138,594;0,7;20,45;0,358;126;130;1,032
07.11.2021;03:03;6827;4;0,55;20,75;0,049;-138,594;0,7;20,48;0,328;113;117;1,036
07.11.2021;03:09;6827;4;0,55;20,76;0,05;-138,594;0,7;20,5;0,308;106;108;1,025
07.11.2021;03:15;6827;4;0,55;20,76;0,05;-138,594;0,7;20,54;0,269;92;92;1,006
07.11.2021;03:21;6827;4;0,55;20,75;0,05;-138,594;0,7;20,56;0,245;81;82;1,006
07.11.2021;03:27;6827;4;0,55;20,75;0,049;-138,594;0,7;20,57;0,232;76;76;0,998
07.11.2021;03:33;6827;4;0,55;20,75;0,049;-138,594;0,7;20,57;0,237;78;79;1,015
07.11.2021;03:39;6827;4;0,55;20,75;0,049;-138,594;0,7;20,56;0,247;82;83;1,018
07.11.2021;03:45;6827;4;0,55;20,75;0,049;-138,594;0,7;20,55;0,257;86;87;1,017
07.11.2021;03:51;6827;4;0,55;20,76;0,049;-138,594;0,7;20,52;0,285;97;99;1,027
07.11.2021;03:57;6827;4;0,55;20,75;0,049;-138,594;0,7;20,51;0,302;102;105;1,029
07.11.2021;04:03;6827;4;0,55;20,75;0,049;-138,594;0,7;20,45;0,361;128;131;1,018
07.11.2021;04:09;6827;4;0,55;20,76;0,049;-138,594;0,7;20,44;0,368;133;134;1,011
07.11.2021;04:15;6827;4;0,55;20,75;0,049;-138,594;0,7;20,46;0,347;123;125;1,015
07.11.2021;04:21;6827;4;0,55;20,75;0,049;-138,594;0,68;20,46;0,351;120;124;1,037
07.11.2021;04:27;6827;4;0,55;20,75;0,049;-138,594;0,7;20,46;0,358;124;130;1,051
07.11.2021;04:33;6827;4;0,55;20,75;0,049;-138,594;0,7;20,45;0,369;127;134;1,053
07.11.2021;04:39;6827;4;0,55;20,76;0,049;-138,594;0,7;20,45;0,358;127;130;1,026
07.11.2021;04:45;6827;4;0,55;20,76;0,049;-138,594;0,7;20,48;0,332;115;118;1,027
07.11.2021;04:51;6827;4;0,55;20,76;0,049;-138,594;0,7;20,53;0,275;95;95;1,01
07.11.2021;04:57;6827;4;0,55;20,76;0,048;-138,594;0,7;20,56;0,246;84;83;0,986
07.11.2021;05:03;6827;4;0,55;20,76;0,048;-138,594;0,71;20,56;0,241;84;82;0,97
07.11.2021;05:09;6827;4;0,55;20,76;0,048;-138,594;0,7;20,55;0,249;86;84;0,979
07.11.2021;05:15;6827;4;0,55;20,76;0,048;-138,594;0,7;20,55;0,254;90;86;0,965
07.11.2021;05:21;6827;4;0,55;20,76;0,048;-138,594;0,7;20,56;0,24;85;81;0,957
07.11.2021;05:27;6827;4;0,55;20,76;0,048;-138,594;0,7;20,55;0,245;88;83;0,951
07.11.2021;05:33;6827;4;0,55;20,76;0,048;-138,594;0,71;20,56;0,234;83;78;0,943
07.11.2021;05:39;6827;4;0,55;20,76;0,048;-138,594;0,7;20,57;0,223;80;74;0,922
07.11.2021;05:45;6827;4;0,55;20,76;0,048;-138,594;0,7;20,56;0,226;82;75;0,907
07.11.2021;05:51;6827;4;0,55;20,76;0,048;-138,594;0,7;20,57;0,222;80;73;0,915
07.11.2021;05:57;6827;4;0,55;20,76;0,048;-138,594;0,7;20,55;0,238;87;80;0,916
07.11.2021;06:03;6827;4;0,55;20,76;0,048;-138,594;0,7;20,5;0,291;109;102;0,935
07.11.2021;06:09;6827;4;0,55;20,76;0,048;-138,594;0,71;20,48;0,306;121;110;0,907
07.11.2021;06:15;6827;4;0,55;20,76;0,048;-138,594;0,7;20,46;0,325;126;117;0,928
07.11.2021;06:21;6827;4;0,55;20,76;0,048;-138,594;0,69;20,52;0,269;101;92;0,907
07.11.2021;06:27;6827;4;0,55;20,76;0,048;-138,594;0,71;20,51;0,265;105;92;0,874
07.11.2021;06:33;6827;4;0,55;20,76;0,047;-138,594;0,7;20,54;0,243;93;82;0,876
07.11.2021;06:39;6827;4;0,55;20,76;0,047;-138,594;0,7;20,57;0,207;80;67;0,837
07.11.2021;06:45;6827;4;0,55;20,76;0,047;-138,594;0,7;20,58;0,203;79;66;0,829
07.11.2021;06:51;6827;4;0,55;20,76;0,047;-138,594;0,7;20,59;0,186;71;58;0,816
07.11.2021;06:57;6827;4;0,55;20,76;0,047;-138,594;0,7;20,59;0,192;74;60;0,82
