"";"Datetime";"Animal No._NA";"Box_NA";"S.Flow_[l/min]";"Ref.O2_[%]";"Ref.CO2_[%]";"Ref.TD_[C]";"Flow_[l/min]";"Temp_[C]";"O2_[%]";"CO2_[%]";"TD_[C]";"dO2_[%]";"dCO2_[%]";"VO2(3)_[ml/h]";"VCO2(3)_[ml/h]";"RER_NA";"NA_NA";"Datetime2";"hour";"minutes";"MeasPoint";"diff.sec";"running_total.sec";"running_total.hrs";"running_total.hrs.round";"timeintervalinmin";"running_total.hrs.halfhour";"HP";"HP2"
"1";
