timestep	day	time	daytime	5073	5074	5057	7553	5054	7554
199	day_3	11:22	day	0.4281731234661739	0.3441580933457112	0.47971475496811233	0.32258779907970975	0.5545989288825155	0.407362060594025
200	day_3	11:37	day	0.3835170915281074	0.33245344407116123	0.5245378697973608	0.32004905232413533	0.6384174209453494	0.364355619950549
201	day_3	11:52	day	0.36317885598486693	0.30083825945245296	0.5287653381550229	0.2904002486429743	0.5891107530382844	0.3711692753503801
202	day_3	12:07	day	0.364960225795721	0.3161287893643476	0.4685920497279289	0.3201123252417774	0.5113946258066044	0.4201863446001689
203	day_3	12:22	day	0.4912585457640537	0.3536103638051528	0.47886997648575313	0.30835717245749694	0.480482583706144	0.3793897584501267
204	day_3	12:37	day	0.39775968519926086	0.3791580933457112	0.4875198444834905	0.2772429933044859	0.5483946258066045	0.3560504991756123
205	day_3	12:52	day	0.3853576412844194	0.3324804008290857	0.48723825858863457	0.30835119631883895	0.5249516136534667	0.35315008037932866
206	day_3	13:07	day	0.3811173264836803	0.32727451475947755	0.4669350090406679	0.2659146764389596	0.471170323660992	0.37088122382523225
207	day_3	13:22	day	0.383687936123867	0.32608334386388976	0.5038844674493402	0.31690087025040997	0.4305453769842916	0.4242845086563769
208	day_3	13:37	day	0.35357634215887973	0.28146451204334577	0.46758115550799934	0.3006844642217039	0.42859655939986846	0.3871074389947007
209	day_3	13:52	day	0.4132950783759972	0.34152337273942723	0.49595654790703003	0.3256918798666384	0.45681204675195375	0.4017951690025338
210	day_3	14:07	day	0.5304339481006419	0.372714543635015	0.5340721636488557	0.318732687735925	0.623454196429312	0.3698641545754434
211	day_3	14:22	day	0.45209909552036576	0.4139816376241438	0.5409277739577701	0.2954837182927811	0.6044765649816605	0.40391465375105573
212	day_3	14:37	day	0.4017665218105038	0.3690147151740204	0.5323718372509562	0.288108203014353	0.6060051655516907	0.376066859851647
