"";"HP";"Time";"Component";"Animal"
"1";"0.339283941666667";"0";"O2";"5073"
"2";"0.339283941666667";"5";"O2";"5073"
"3";"0.2937348";"10";"O2";"5073"
"4";"0.27733975";"15";"O2";"5073"
"5";"0.26642825";"20";"O2";"5073"
"6";"0.290232";"25";"O2";"5073"
"7";"0.3016022";"30";"O2";"5073"
"8";"0.3393824";"35";"O2";"5073"
"9";"0.3668488";"40";"O2";"5073"
"10";"0.393448766666667";"45";"O2";"5073"
"11";"0.301467833333333";"50";"O2";"5073"
"12";"0.301467833333333";"55";"O2";"5073"
"13";"0.340490925";"60";"O2";"5073"
"14";"0.280629416666667";"65";"O2";"5073"
"15";"0.278845583333333";"70";"O2";"5073"
"16";"0.278845583333333";"75";"O2";"5073"
"17";"0.294093883333333";"80";"O2";"5073"
"18";"0.294093883333333";"85";"O2";"5073"
"19";"0.290035083333333";"90";"O2";"5073"
"20";"0.290249375";"95";"O2";"5073"
"21";"0.372470191666667";"100";"O2";"5073"
"22";"0.311189725";"105";"O2";"5073"
"23";"0.330162066666667";"110";"O2";"5073"
"24";"0.2755814";"115";"O2";"5073"
"25";"0.282993575";"120";"O2";"5073"
"26";"0.331524266666667";"125";"O2";"5073"
"27";"0.352590875";"130";"O2";"5073"
"28";"0.34183575";"135";"O2";"5073"
"29";"0.3539774";"140";"O2";"5073"
"30";"0.2678808";"145";"O2";"5073"
"31";"0.3185046";"150";"O2";"5073"
"32";"0.276332";"155";"O2";"5073"
"33";"0.256872";"160";"O2";"5073"
"34";"0.259078625";"165";"O2";"5073"
"35";"0.265963758333333";"170";"O2";"5073"
"36";"0.327787483333333";"175";"O2";"5073"
"37";"0.253461866666667";"180";"O2";"5073"
"38";"0.237412";"185";"O2";"5073"
"39";"0.27318365";"190";"O2";"5073"
"40";"0.27318365";"195";"O2";"5073"
"41";"0.252572266666667";"200";"O2";"5073"
"42";"0.299059658333333";"205";"O2";"5073"
"43";"0.271025675";"210";"O2";"5073"
"44";"0.258401";"215";"O2";"5073"
"45";"0.334137466666667";"220";"O2";"5073"
"46";"0.270154608333333";"225";"O2";"5073"
"47";"0.336207408333333";"230";"O2";"5073"
"48";"0.30110875";"235";"O2";"5073"
"49";"0.347656375";"240";"O2";"5073"
"50";"0.244607566666667";"245";"O2";"5073"
"51";"0.305365625";"250";"O2";"5073"
"52";"0.2908158";"255";"O2";"5073"
"53";"0.3086356";"260";"O2";"5073"
"54";"0.297093966666667";"265";"O2";"5073"
"55";"0.284309441666667";"270";"O2";"5073"
"56";"0.284309441666667";"275";"O2";"5073"
"57";"0.339283941666667";"0";"CO2";"5073"
"58";"0.37406985";"5";"CO2";"5073"
"59";"0.2937348";"10";"CO2";"5073"
"60";"0.27733975";"15";"CO2";"5073"
"61";"0.26642825";"20";"CO2";"5073"
"62";"0.290232";"25";"CO2";"5073"
"63";"0.37406985";"30";"CO2";"5073"
"64";"0.3393824";"35";"CO2";"5073"
"65";"0.3668488";"40";"CO2";"5073"
"66";"0.2986971";"45";"CO2";"5073"
"67";"0.301467833333333";"50";"CO2";"5073"
"68";"0.301467833333333";"55";"CO2";"5073"
"69";"0.36949675";"60";"CO2";"5073"
"70";"0.3297358";"65";"CO2";"5073"
"71";"0.278845583333333";"70";"CO2";"5073"
"72";"0.278845583333333";"75";"CO2";"5073"
"73";"0.27222455";"80";"CO2";"5073"
"74";"0.294093883333333";"85";"CO2";"5073"
"75";"0.290035083333333";"90";"CO2";"5073"
"76";"0.290249375";"95";"CO2";"5073"
"77";"0.3635128";"100";"CO2";"5073"
"78";"0.311189725";"105";"CO2";"5073"
"79";"0.312155775";"110";"CO2";"5073"
"80";"0.2755814";"115";"CO2";"5073"
"81";"0.33710975";"120";"CO2";"5073"
"82";"0.3408975";"125";"CO2";"5073"
"83";"0.352590875";"130";"CO2";"5073"
"84";"0.34183575";"135";"CO2";"5073"
"85";"0.3825558";"140";"CO2";"5073"
"86";"0.2678808";"145";"CO2";"5073"
"87";"0.354307525";"150";"CO2";"5073"
"88";"0.276332";"155";"CO2";"5073"
"89";"0.256872";"160";"CO2";"5073"
"90";"0.259078625";"165";"CO2";"5073"
"91";"0.265963758333333";"170";"CO2";"5073"
"92";"0.34141875";"175";"CO2";"5073"
"93";"0.253461866666667";"180";"CO2";"5073"
"94";"0.237412";"185";"CO2";"5073"
"95";"0.27318365";"190";"CO2";"5073"
"96";"0.27318365";"195";"CO2";"5073"
"97";"0.252572266666667";"200";"CO2";"5073"
"98";"0.299059658333333";"205";"CO2";"5073"
"99";"0.349534033333333";"210";"CO2";"5073"
"100";"0.258401";"215";"CO2";"5073"
"101";"0.334137466666667";"220";"CO2";"5073"
"102";"0.270154608333333";"225";"CO2";"5073"
"103";"0.341523";"230";"CO2";"5073"
"104";"0.2617648";"235";"CO2";"5073"
"105";"0.3421485";"240";"CO2";"5073"
"106";"0.244607566666667";"245";"CO2";"5073"
"107";"0.235605";"250";"CO2";"5073"
"108";"0.2908158";"255";"CO2";"5073"
"109";"0.3524762";"260";"CO2";"5073"
"110";"0.317459783333333";"265";"CO2";"5073"
"111";"0.284309441666667";"270";"CO2";"5073"
"112";"0.284309441666667";"275";"CO2";"5073"
"113";"0.371233091666667";"0";"O2";"5056"
"114";"0.365532933333333";"5";"O2";"5056"
"115";"0.3239951";"10";"O2";"5056"
"116";"0.3814021";"15";"O2";"5056"
"117";"0.333692666666667";"20";"O2";"5056"
"118";"0.3990968";"25";"O2";"5056"
"119";"0.402916983333333";"30";"O2";"5056"
"120";"0.402916983333333";"35";"O2";"5056"
"121";"0.3140149";"40";"O2";"5056"
"122";"0.3140149";"45";"O2";"5056"
"123";"0.344263616666667";"50";"O2";"5056"
"124";"0.3366441";"55";"O2";"5056"
"125";"0.4481082";"60";"O2";"5056"
"126";"0.316039666666667";"65";"O2";"5056"
"127";"0.3170034";"70";"O2";"5056"
"128";"0.283710583333333";"75";"O2";"5056"
"129";"0.274186766666667";"80";"O2";"5056"
"130";"0.336550275";"85";"O2";"5056"
"131";"0.3023806";"90";"O2";"5056"
"132";"0.336925575";"95";"O2";"5056"
"133";"0.3298887";"100";"O2";"5056"
"134";"0.34913325";"105";"O2";"5056"
"135";"0.347656375";"110";"O2";"5056"
